sequence,update_id,memory_id,version,operation,backend,event_persisted_at,backend_committed_at,rawerk_committed_at,checkpoint_committed_at,first_searchable,first_searchable_at,processing_attempt,status,is_duplicate
147,p53a_evt_000147,p53a_000147,147,insert_memory,neo4j,5904.843,5913.136,5922.896,5923.502,True,5926.458,1,ok,False
148,p53a_evt_000148,p53a_000148,148,insert_memory,neo4j,5926.469,5933.878,5939.709,5940.25,True,5947.138,1,ok,False
149,p53a_evt_000149,p53a_000149,149,insert_memory,neo4j,5947.153,5955.887,5960.081,5960.556,True,5968.036,1,ok,False
150,p53a_evt_000150,p53a_000150,150,insert_memory,neo4j,5968.048,5974.64,5979.056,5979.552,True,5981.13,1,ok,False
151,p53a_evt_000151,p53a_000151,151,replace_relation,neo4j,5981.14,5988.231,5993.35,5993.912,True,5995.79,1,ok,False
152,p53a_evt_000152,p53a_000152,152,insert_memory,neo4j,5995.8,6002.537,6006.832,6007.337,True,6011.794,1,ok,False
153,p53a_evt_000153,p53a_000153,153,update_relation,neo4j,6011.806,6020.125,6023.947,6024.462,True,6030.752,1,ok,False
154,p53a_evt_000154,p53a_000154,154,insert_memory,neo4j,6030.762,6038.384,6042.707,6043.182,True,6045.191,1,ok,False
155,p53a_evt_000155,p53a_000155,155,insert_memory,neo4j,6045.202,6053.296,6057.446,6057.937,True,6065.177,1,ok,False
156,p53a_evt_000156,p53a_000156,156,insert_memory,neo4j,6065.242,6071.743,6075.444,6075.955,True,6077.854,1,ok,False
157,p53a_evt_000157,p53a_000157,157,insert_memory,neo4j,6077.864,6085.596,6089.949,6090.462,True,6092.727,1,ok,False
158,p53a_evt_000158,p53a_000158,158,insert_memory,neo4j,6092.738,6100.127,6104.596,6105.072,True,6111.854,1,ok,False
159,p53a_evt_000159,p53a_000159,159,insert_memory,neo4j,6111.866,6119.991,6124.013,6124.505,True,6126.32,1,ok,False
160,p53a_evt_000160,p53a_000160,160,insert_memory,neo4j,6126.331,6132.917,6136.847,6137.366,True,6138.952,1,ok,False
161,p53a_evt_000161,p53a_000161,161,insert_memory,neo4j,6138.962,6146.153,6150.086,6150.55,True,6157.956,1,ok,False
162,p53a_evt_000162,p53a_000162,162,insert_memory,neo4j,6157.966,6163.992,6167.853,6168.315,True,6176.998,1,ok,False
163,p53a_evt_000163,p53a_000163,163,replace_relation,neo4j,6177.008,6184.368,6188.697,6189.167,True,6190.729,1,ok,False
164,p53a_evt_000164,p53a_000164,164,insert_memory,neo4j,6190.739,6198.526,6202.646,6203.096,True,6205.306,1,ok,False
165,p53a_evt_000165,p53a_000165,165,update_relation,neo4j,6205.315,6213.18,6217.496,6218.028,True,6224.171,1,ok,False
166,p53a_evt_000166,p53a_000166,166,replace_relation,neo4j,6224.182,6231.143,6238.595,6239.031,True,6241.434,1,ok,False
167,p53a_evt_000167,p53a_000167,167,update_relation,neo4j,6241.444,6250.116,6254.546,6254.941,True,6259.801,1,ok,False
168,p53a_evt_000168,p53a_000168,168,update_relation,neo4j,6259.81,6267.687,6272.154,6272.622,True,6274.147,1,ok,False
169,p53a_evt_000169,p53a_000169,169,insert_memory,neo4j,6274.157,6282.078,6288.231,6288.76,True,6296.353,1,ok,False
170,p53a_evt_000170,p53a_000170,170,insert_memory,neo4j,6296.367,6304.207,6308.61,6309.137,True,6311.17,1,ok,False
171,p53a_evt_000171,p53a_000171,171,insert_memory,neo4j,6311.18,6318.191,6322.548,6323.025,True,6325.364,1,ok,False
172,p53a_evt_000172,p53a_000172,172,update_relation,neo4j,6325.375,6331.731,6335.946,6336.402,True,6343.509,1,ok,False
173,p53a_evt_000173,p53a_000173,173,update_relation,neo4j,6343.523,6351.408,6355.302,6355.755,True,6357.861,1,ok,False
174,p53a_evt_000174,p53a_000174,174,insert_memory,neo4j,6357.871,6364.12,6368.313,6368.759,True,6375.541,1,ok,False
175,p53a_evt_000175,p53a_000175,175,update_relation,neo4j,6375.553,6383.44,6387.856,6388.309,True,6389.9,1,ok,False
176,p53a_evt_000176,p53a_000176,176,insert_memory,neo4j,6389.91,6395.497,6399.731,6400.181,True,6404.778,1,ok,False
177,p53a_evt_000177,p53a_000177,177,replace_relation,neo4j,6404.788,6411.407,6414.997,6415.442,True,6417.28,1,ok,False
178,p53a_evt_000178,p53a_000178,178,insert_memory,neo4j,6417.29,6423.343,6427.094,6427.63,True,6429.648,1,ok,False
179,p53a_evt_000179,p53a_000179,179,insert_memory,neo4j,6429.659,6436.763,6440.944,6441.356,True,6443.101,1,ok,False
180,p53a_evt_000180,p53a_000180,180,replace_relation,neo4j,6443.111,6449.145,6453.516,6453.969,True,6455.85,1,ok,False
181,p53a_evt_000181,p53a_000181,181,update_relation,neo4j,6455.86,6462.329,6468.285,6468.749,True,6470.465,1,ok,False
182,p53a_evt_000182,p53a_000182,182,insert_memory,neo4j,6470.475,6477.281,6481.304,6481.796,True,6488.811,1,ok,False
183,p53a_evt_000183,p53a_000183,183,update_relation,neo4j,6488.823,6497.41,6501.412,6501.93,True,6504.185,1,ok,False
184,p53a_evt_000184,p53a_000184,184,insert_memory,neo4j,6504.196,6517.759,6522.364,6522.854,True,6524.639,1,ok,False
185,p53a_evt_000185,p53a_000185,185,insert_memory,neo4j,6524.649,6531.974,6536.994,6537.46,True,6539.558,1,ok,False
186,p53a_evt_000186,p53a_000186,186,insert_memory,neo4j,6539.568,6545.187,6548.769,6549.229,True,6554.854,1,ok,False
187,p53a_evt_000187,p53a_000187,187,insert_memory,neo4j,6554.865,6560.833,6565.723,6566.158,True,6567.88,1,ok,False
188,p53a_evt_000188,p53a_000188,188,insert_memory,neo4j,6567.891,6574.385,6577.953,6578.42,True,6580.412,1,ok,False
189,p53a_evt_000189,p53a_000189,189,insert_memory,neo4j,6580.421,6587.164,6590.916,6591.365,True,6592.894,1,ok,False
190,p53a_evt_000190,p53a_000190,190,insert_memory,neo4j,6592.904,6600.069,6605.045,6605.526,True,6610.863,1,ok,False
191,p53a_evt_000191,p53a_000191,191,insert_memory,neo4j,6610.873,6617.916,6622.276,6622.774,True,6626.966,1,ok,False
192,p53a_evt_000192,p53a_000192,192,insert_memory,neo4j,6626.976,6635.146,6641.826,6642.292,True,6644.092,1,ok,False
193,p53a_evt_000193,p53a_000193,193,update_relation,neo4j,6644.102,6651.11,6667.628,6668.101,True,6671.646,1,ok,False
194,p53a_evt_000194,p53a_000194,194,replace_relation,neo4j,6671.657,6681.155,6686.409,6686.917,True,6688.789,1,ok,False
195,p53a_evt_000195,p53a_000195,195,update_relation,neo4j,6688.799,6696.286,6701.466,6701.904,True,6706.019,1,ok,False
196,p53a_evt_000196,p53a_000196,196,insert_memory,neo4j,6706.03,6712.967,6717.602,6718.08,True,6720.874,1,ok,False
197,p53a_evt_000197,p53a_000197,197,insert_memory,neo4j,6720.886,6727.606,6732.893,6733.418,True,6735.299,1,ok,False
198,p53a_evt_000198,p53a_000198,198,insert_memory,neo4j,6735.31,6741.739,6746.014,6746.55,True,6752.108,1,ok,False
199,p53a_evt_000199,p53a_000199,199,insert_memory,neo4j,6752.121,6759.843,6763.99,6764.506,True,6770.168,1,ok,False
200,p53a_evt_000200,p53a_000200,200,insert_memory,neo4j,6770.179,6777.425,6782.086,6782.645,True,6788.13,1,ok,False
201,p53a_evt_000201,p53a_000201,201,insert_memory,neo4j,6794.401,6802.971,6806.915,6807.349,True,6808.911,1,ok,False
202,p53a_evt_000202,p53a_000202,202,insert_memory,neo4j,6808.92,6814.959,6819.817,6820.248,True,6821.799,1,ok,False
203,p53a_evt_000203,p53a_000203,203,insert_memory,neo4j,6821.808,6827.553,6832.565,6832.991,True,6834.516,1,ok,False
204,p53a_evt_000204,p53a_000204,204,update_relation,neo4j,6834.524,6841.792,6845.94,6846.446,True,6848.387,1,ok,False
205,p53a_evt_000205,p53a_000205,205,insert_memory,neo4j,6848.397,6854.793,6860.042,6860.505,True,6862.153,1,ok,False
206,p53a_evt_000206,p53a_000206,206,update_relation,neo4j,6862.163,6867.972,6872.056,6872.491,True,6878.519,1,ok,False
207,p53a_evt_000207,p53a_000207,207,insert_memory,neo4j,6878.53,6887.149,6891.078,6891.515,True,6895.961,1,ok,False
208,p53a_evt_000208,p53a_000208,208,update_relation,neo4j,6895.97,6902.186,6906.121,6906.56,True,6908.141,1,ok,False
209,p53a_evt_000209,p53a_000209,209,insert_memory,neo4j,6908.15,6914.319,6919.37,6919.842,True,6922.008,1,ok,False
210,p53a_evt_000210,p53a_000210,210,insert_memory,neo4j,6922.018,6927.276,6933.315,6933.759,True,6939.112,1,ok,False
211,p53a_evt_000211,p53a_000211,211,update_relation,neo4j,6939.121,6947.405,6953.255,6953.723,True,6956.163,1,ok,False
212,p53a_evt_000212,p53a_000212,212,insert_memory,neo4j,6956.173,6965.38,6969.878,6970.366,True,6973.503,1,ok,False
213,p53a_evt_000213,p53a_000213,213,insert_memory,neo4j,6973.514,6983.145,6988.025,6988.454,True,6991.198,1,ok,False
214,p53a_evt_000214,p53a_000214,214,insert_memory,neo4j,6991.208,6996.809,7000.833,7001.275,True,7002.91,1,ok,False
215,p53a_evt_000215,p53a_000215,215,insert_memory,neo4j,7002.92,7008.278,7011.664,7012.114,True,7013.37,1,ok,False
216,p53a_evt_000216,p53a_000216,216,insert_memory,neo4j,7013.379,7020.539,7024.158,7024.661,True,7026.617,1,ok,False
217,p53a_evt_000217,p53a_000217,217,update_relation,neo4j,7026.627,7032.785,7036.298,7036.756,True,7038.387,1,ok,False
218,p53a_evt_000218,p53a_000218,218,insert_memory,neo4j,7038.396,7044.784,7048.166,7048.62,True,7050.371,1,ok,False
219,p53a_evt_000219,p53a_000219,219,update_relation,neo4j,7050.382,7056.228,7060.17,7060.638,True,7065.332,1,ok,False
220,p53a_evt_000220,p53a_000220,220,insert_memory,neo4j,7065.343,7073.513,7077.706,7078.171,True,7079.612,1,ok,False
221,p53a_evt_000221,p53a_000221,221,update_relation,neo4j,7079.621,7085.617,7089.435,7089.893,True,7091.612,1,ok,False
222,p53a_evt_000222,p53a_000222,222,update_relation,neo4j,7091.622,7098.753,7102.768,7103.273,True,7105.069,1,ok,False
223,p53a_evt_000223,p53a_000223,223,insert_memory,neo4j,7105.079,7111.078,7114.79,7115.243,True,7117.197,1,ok,False
224,p53a_evt_000224,p53a_000224,224,insert_memory,neo4j,7117.207,7124.751,7130.165,7130.62,True,7132.386,1,ok,False
225,p53a_evt_000225,p53a_000225,225,insert_memory,neo4j,7132.398,7139.632,7143.401,7143.858,True,7149.998,1,ok,False
226,p53a_evt_000226,p53a_000226,226,insert_memory,neo4j,7150.009,7157.502,7161.442,7161.931,True,7163.263,1,ok,False
227,p53a_evt_000227,p53a_000227,227,replace_relation,neo4j,7163.273,7171.418,7175.293,7175.759,True,7178.118,1,ok,False
228,p53a_evt_000228,p53a_000228,228,update_relation,neo4j,7178.128,7185.845,7190.027,7190.498,True,7192.144,1,ok,False
229,p53a_evt_000229,p53a_000229,229,insert_memory,neo4j,7192.153,7198.975,7203.549,7203.984,True,7205.709,1,ok,False
230,p53a_evt_000230,p53a_000230,230,insert_memory,neo4j,7205.719,7211.694,7217.856,7218.336,True,7220.363,1,ok,False
231,p53a_evt_000231,p53a_000231,231,update_relation,neo4j,7220.372,7227.961,7231.43,7231.913,True,7234.191,1,ok,False
232,p53a_evt_000232,p53a_000232,232,insert_memory,neo4j,7234.2,7240.116,7246.962,7247.385,True,7249.483,1,ok,False
233,p53a_evt_000233,p53a_000233,233,update_relation,neo4j,7249.497,7256.087,7260.25,7260.721,True,7262.5,1,ok,False
234,p53a_evt_000234,p53a_000234,234,insert_memory,neo4j,7262.511,7269.871,7274.475,7274.965,True,7276.982,1,ok,False
235,p53a_evt_000235,p53a_000235,235,insert_memory,neo4j,7276.992,7285.221,7289.847,7290.268,True,7291.919,1,ok,False
236,p53a_evt_000236,p53a_000236,236,insert_memory,neo4j,7291.928,7297.782,7302.117,7302.552,True,7304.137,1,ok,False
237,p53a_evt_000237,p53a_000237,237,update_relation,neo4j,7304.146,7311.276,7315.968,7316.457,True,7322.389,1,ok,False
238,p53a_evt_000238,p53a_000238,238,insert_memory,neo4j,7322.399,7328.768,7332.733,7333.22,True,7335.455,1,ok,False
239,p53a_evt_000239,p53a_000239,239,update_relation,neo4j,7335.466,7342.926,7347.247,7347.686,True,7349.799,1,ok,False
240,p53a_evt_000240,p53a_000240,240,replace_relation,neo4j,7349.809,7356.922,7361.149,7361.556,True,7362.948,1,ok,False
241,p53a_evt_000241,p53a_000241,241,insert_memory,neo4j,7362.956,7373.233,7380.588,7381.023,True,7386.409,1,ok,False
242,p53a_evt_000242,p53a_000242,242,replace_relation,neo4j,7386.42,7394.462,7402.694,7403.147,True,7404.886,1,ok,False
243,p53a_evt_000243,p53a_000243,243,insert_memory,neo4j,7404.895,7412.409,7416.611,7417.067,True,7418.804,1,ok,False
244,p53a_evt_000244,p53a_000244,244,insert_memory,neo4j,7418.813,7425.77,7433.926,7434.497,True,7436.32,1,ok,False
245,p53a_evt_000245,p53a_000245,245,insert_memory,neo4j,7436.332,7443.963,7448.779,7449.253,True,7451.152,1,ok,False
246,p53a_evt_000246,p53a_000246,246,update_relation,neo4j,7451.162,7457.946,7463.502,7463.946,True,7469.191,1,ok,False
247,p53a_evt_000247,p53a_000247,247,insert_memory,neo4j,7469.201,7475.693,7479.281,7479.717,True,7481.2,1,ok,False
248,p53a_evt_000248,p53a_000248,248,insert_memory,neo4j,7481.209,7490.56,7498.028,7498.526,True,7500.727,1,ok,False
249,p53a_evt_000249,p53a_000249,249,update_relation,neo4j,7500.737,7510.273,7514.798,7515.266,True,7517.636,1,ok,False
250,p53a_evt_000250,p53a_000250,250,insert_memory,neo4j,7517.647,7524.22,7530.471,7530.977,True,7537.354,1,ok,False
251,p53a_evt_000251,p53a_000251,251,update_relation,neo4j,7537.366,7545.905,7550.28,7550.759,True,7554.811,1,ok,False
252,p53a_evt_000252,p53a_000252,252,insert_memory,neo4j,7554.822,7561.384,7566.055,7566.516,True,7568.689,1,ok,False
253,p53a_evt_000253,p53a_000253,253,replace_relation,neo4j,7568.699,7575.802,7579.532,7579.996,True,7582.49,1,ok,False
254,p53a_evt_000254,p53a_000254,254,update_relation,neo4j,7582.501,7588.739,7594.093,7594.685,True,7596.951,1,ok,False
255,p53a_evt_000255,p53a_000255,255,replace_relation,neo4j,7596.96,7605.71,7609.454,7609.892,True,7611.977,1,ok,False
256,p53a_evt_000256,p53a_000256,256,insert_memory,neo4j,7611.987,7618.646,7622.933,7623.353,True,7624.913,1,ok,False
257,p53a_evt_000257,p53a_000257,257,insert_memory,neo4j,7624.922,7631.595,7636.705,7637.282,True,7639.445,1,ok,False
258,p53a_evt_000258,p53a_000258,258,update_relation,neo4j,7639.457,7649.439,7654.312,7654.809,True,7658.079,1,ok,False
259,p53a_evt_000259,p53a_000259,259,insert_memory,neo4j,7658.089,7671.506,7675.638,7676.085,True,7678.636,1,ok,False
260,p53a_evt_000260,p53a_000260,260,update_relation,neo4j,7678.646,7686.371,7691.471,7691.925,True,7694.29,1,ok,False
261,p53a_evt_000261,p53a_000261,261,update_relation,neo4j,7694.302,7703.406,7711.021,7711.543,True,7713.298,1,ok,False
262,p53a_evt_000262,p53a_000262,262,insert_memory,neo4j,7713.309,7723.695,7729.159,7729.649,True,7731.792,1,ok,False
263,p53a_evt_000263,p53a_000263,263,insert_memory,neo4j,7731.803,7742.613,7747.488,7747.982,True,7753.004,1,ok,False
264,p53a_evt_000264,p53a_000264,264,update_relation,neo4j,7753.016,7764.28,7769.652,7770.086,True,7771.968,1,ok,False
265,p53a_evt_000265,p53a_000265,265,insert_memory,neo4j,7771.978,7779.095,7783.52,7783.941,True,7787.291,1,ok,False
266,p53a_evt_000266,p53a_000266,266,insert_memory,neo4j,7787.301,7795.088,7799.963,7800.382,True,7804.719,1,ok,False
267,p53a_evt_000267,p53a_000267,267,insert_memory,neo4j,7804.728,7813.699,7818.219,7818.635,True,7821.276,1,ok,False
268,p53a_evt_000268,p53a_000268,268,update_relation,neo4j,7821.285,7829.488,7833.968,7834.434,True,7838.948,1,ok,False
269,p53a_evt_000269,p53a_000269,269,insert_memory,neo4j,7838.961,7847.788,7853.464,7853.931,True,7858.911,1,ok,False
270,p53a_evt_000270,p53a_000270,270,insert_memory,neo4j,7858.922,7868.564,7876.438,7876.906,True,7879.769,1,ok,False
271,p53a_evt_000271,p53a_000271,271,insert_memory,neo4j,7879.78,7889.136,7894.205,7894.65,True,7897.064,1,ok,False
272,p53a_evt_000272,p53a_000272,272,replace_relation,neo4j,7897.074,7905.149,7910.224,7910.699,True,7913.341,1,ok,False
273,p53a_evt_000273,p53a_000273,273,insert_memory,neo4j,7913.352,7922.791,7927.89,7928.342,True,7930.601,1,ok,False
274,p53a_evt_000274,p53a_000274,274,insert_memory,neo4j,7930.61,7938.824,7943.529,7944.077,True,7946.776,1,ok,False
275,p53a_evt_000275,p53a_000275,275,insert_memory,neo4j,7946.788,7956.808,7961.68,7962.163,True,7967.482,1,ok,False
276,p53a_evt_000276,p53a_000276,276,insert_memory,neo4j,7967.495,7976.28,7981.322,7981.803,True,7986.693,1,ok,False
277,p53a_evt_000277,p53a_000277,277,insert_memory,neo4j,7986.704,7995.135,8000.479,8000.994,True,8005.46,1,ok,False
278,p53a_evt_000278,p53a_000278,278,insert_memory,neo4j,8005.471,8014.385,8019.953,8020.439,True,8022.816,1,ok,False
279,p53a_evt_000279,p53a_000279,279,insert_memory,neo4j,8022.826,8033.521,8038.574,8039.058,True,8040.994,1,ok,False
280,p53a_evt_000280,p53a_000280,280,insert_memory,neo4j,8041.005,8048.776,8054.636,8055.278,True,8058.176,1,ok,False
281,p53a_evt_000281,p53a_000281,281,update_relation,neo4j,8058.186,8068.113,8074.519,8074.992,True,8077.176,1,ok,False
282,p53a_evt_000282,p53a_000282,282,update_relation,neo4j,8077.186,8084.985,8089.348,8089.828,True,8093.675,1,ok,False
283,p53a_evt_000283,p53a_000283,283,update_relation,neo4j,8093.685,8106.422,8111.036,8111.479,True,8115.061,1,ok,False
284,p53a_evt_000284,p53a_000284,284,update_relation,neo4j,8115.072,8124.147,8129.048,8129.498,True,8132.508,1,ok,False
285,p53a_evt_000285,p53a_000285,285,update_relation,neo4j,8132.519,8142.747,8147.456,8147.963,True,8150.883,1,ok,False
286,p53a_evt_000286,p53a_000286,286,insert_memory,neo4j,8150.894,8158.749,8163.332,8163.793,True,8165.656,1,ok,False
287,p53a_evt_000287,p53a_000287,287,insert_memory,neo4j,8165.668,8173.771,8179.47,8179.945,True,8182.188,1,ok,False
288,p53a_evt_000288,p53a_000288,288,update_relation,neo4j,8182.199,8189.806,8194.812,8195.303,True,8197.271,1,ok,False
289,p53a_evt_000289,p53a_000289,289,insert_memory,neo4j,8197.281,8205.521,8210.215,8210.676,True,8212.992,1,ok,False
290,p53a_evt_000290,p53a_000290,290,insert_memory,neo4j,8213.003,8224.58,8230.858,8231.316,True,8235.267,1,ok,False
291,p53a_evt_000291,p53a_000291,291,replace_relation,neo4j,8235.278,8246.522,8254.346,8254.836,True,8256.776,1,ok,False
292,p53a_evt_000292,p53a_000292,292,insert_memory,neo4j,8256.786,8266.76,8275.143,8275.612,True,8278.765,1,ok,False
293,p53a_evt_000293,p53a_000293,293,update_relation,neo4j,8278.775,8287.375,8292.243,8292.774,True,8297.397,1,ok,False
294,p53a_evt_000294,p53a_000294,294,insert_memory,neo4j,8297.408,8307.126,8311.71,8312.198,True,8314.111,1,ok,False
295,p53a_evt_000295,p53a_000295,295,insert_memory,neo4j,8314.122,8323.05,8329.515,8330.041,True,8332.663,1,ok,False
296,p53a_evt_000296,p53a_000296,296,insert_memory,neo4j,8332.675,8341.674,8348.141,8348.685,True,8352.12,1,ok,False
297,p53a_evt_000297,p53a_000297,297,update_relation,neo4j,8352.132,8360.24,8364.802,8365.28,True,8368.632,1,ok,False
298,p53a_evt_000298,p53a_000298,298,update_relation,neo4j,8368.644,8378.204,8383.86,8384.323,True,8387.829,1,ok,False
299,p53a_evt_000299,p53a_000299,299,update_relation,neo4j,8387.839,8395.227,8401.524,8402.063,True,8404.463,1,ok,False
300,p53a_evt_000300,p53a_000300,300,insert_memory,neo4j,8404.476,8414.779,8421.238,8421.802,True,8426.454,1,ok,False
301,p53a_evt_000301,p53a_000301,301,update_relation,neo4j,8426.465,8435.305,8442.278,8442.834,True,8445.251,1,ok,False
302,p53a_evt_000302,p53a_000302,302,update_relation,neo4j,8445.262,8454.07,8459.012,8459.467,True,8461.505,1,ok,False
303,p53a_evt_000303,p53a_000303,303,update_relation,neo4j,8461.515,8471.937,8479.384,8479.87,True,8482.16,1,ok,False
304,p53a_evt_000304,p53a_000304,304,insert_memory,neo4j,8482.173,8491.094,8495.626,8496.056,True,8498.249,1,ok,False
305,p53a_evt_000305,p53a_000305,305,insert_memory,neo4j,8498.259,8507.052,8511.414,8511.877,True,8514.09,1,ok,False
306,p53a_evt_000306,p53a_000306,306,replace_relation,neo4j,8514.1,8523.311,8529.995,8530.447,True,8533.121,1,ok,False
307,p53a_evt_000307,p53a_000307,307,insert_memory,neo4j,8533.132,8544.683,8550.792,8551.257,True,8553.355,1,ok,False
308,p53a_evt_000308,p53a_000308,308,update_relation,neo4j,8553.366,8562.667,8568.086,8568.554,True,8572.226,1,ok,False
309,p53a_evt_000309,p53a_000309,309,replace_relation,neo4j,8572.24,8579.779,8584.553,8585.133,True,8587.184,1,ok,False
310,p53a_evt_000310,p53a_000310,310,update_relation,neo4j,8587.195,8596.715,8603.277,8603.799,True,8606.515,1,ok,False
311,p53a_evt_000311,p53a_000311,311,insert_memory,neo4j,8606.527,8614.912,8619.581,8620.075,True,8622.469,1,ok,False
312,p53a_evt_000312,p53a_000312,312,update_relation,neo4j,8622.481,8631.104,8646.257,8646.746,True,8649.143,1,ok,False
313,p53a_evt_000313,p53a_000313,313,update_relation,neo4j,8649.156,8659.584,8664.549,8665.013,True,8669.313,1,ok,False
314,p53a_evt_000314,p53a_000314,314,insert_memory,neo4j,8669.324,8678.391,8683.398,8683.897,True,8691.695,1,ok,False
315,p53a_evt_000315,p53a_000315,315,insert_memory,neo4j,8691.708,8699.394,8704.15,8704.673,True,8708.924,1,ok,False
316,p53a_evt_000316,p53a_000316,316,insert_memory,neo4j,8708.936,8717.627,8722.655,8723.211,True,8725.727,1,ok,False
317,p53a_evt_000317,p53a_000317,317,insert_memory,neo4j,8725.737,8732.613,8736.791,8737.269,True,8738.76,1,ok,False
318,p53a_evt_000318,p53a_000318,318,insert_memory,neo4j,8738.77,8745.705,8750.291,8750.734,True,8752.535,1,ok,False
319,p53a_evt_000319,p53a_000319,319,update_relation,neo4j,8752.545,8764.165,8769.163,8769.59,True,8772.993,1,ok,False
320,p53a_evt_000320,p53a_000320,320,insert_memory,neo4j,8773.003,8781.579,8788.771,8789.172,True,8793.649,1,ok,False
321,p53a_evt_000321,p53a_000321,321,insert_memory,neo4j,8793.658,8801.947,8807.893,8808.31,True,8810.749,1,ok,False
322,p53a_evt_000322,p53a_000322,322,insert_memory,neo4j,8810.759,8818.671,8823.37,8823.933,True,8827.318,1,ok,False
323,p53a_evt_000323,p53a_000323,323,insert_memory,neo4j,8827.33,8834.293,8841.539,8842.022,True,8843.825,1,ok,False
324,p53a_evt_000324,p53a_000324,324,update_relation,neo4j,8843.835,8855.087,8860.013,8860.457,True,8863.295,1,ok,False
325,p53a_evt_000325,p53a_000325,325,insert_memory,neo4j,8863.304,8869.291,8877.584,8877.997,True,8882.719,1,ok,False
326,p53a_evt_000326,p53a_000326,326,insert_memory,neo4j,8882.729,8891.332,8899.555,8899.938,True,8905.239,1,ok,False
327,p53a_evt_000327,p53a_000327,327,update_relation,neo4j,8905.248,8912.513,8917.493,8917.992,True,8922.406,1,ok,False
328,p53a_evt_000328,p53a_000328,328,insert_memory,neo4j,8922.419,8931.652,8936.555,8937.06,True,8941.527,1,ok,False
329,p53a_evt_000329,p53a_000329,329,insert_memory,neo4j,8941.538,8948.667,8953.088,8953.563,True,8955.227,1,ok,False
330,p53a_evt_000330,p53a_000330,330,insert_memory,neo4j,8955.237,8962.929,8967.509,8967.948,True,8969.488,1,ok,False
331,p53a_evt_000331,p53a_000331,331,insert_memory,neo4j,8969.497,8977.575,8982.061,8982.536,True,8985.802,1,ok,False
332,p53a_evt_000332,p53a_000332,332,update_relation,neo4j,8985.812,8995.036,8999.356,8999.794,True,9001.404,1,ok,False
333,p53a_evt_000333,p53a_000333,333,insert_memory,neo4j,9001.414,9009.338,9014.276,9014.777,True,9019.804,1,ok,False
334,p53a_evt_000334,p53a_000334,334,update_relation,neo4j,9019.815,9027.277,9031.927,9032.481,True,9034.752,1,ok,False
335,p53a_evt_000335,p53a_000335,335,insert_memory,neo4j,9034.764,9041.625,9045.875,9046.363,True,9047.885,1,ok,False
336,p53a_evt_000336,p53a_000336,336,update_relation,neo4j,9047.896,9056.461,9060.575,9061.05,True,9062.809,1,ok,False
337,p53a_evt_000337,p53a_000337,337,update_relation,neo4j,9062.82,9069.789,9073.749,9074.231,True,9076.207,1,ok,False
338,p53a_evt_000338,p53a_000338,338,insert_memory,neo4j,9076.217,9083.736,9087.968,9088.453,True,9093.119,1,ok,False
339,p53a_evt_000339,p53a_000339,339,insert_memory,neo4j,9093.131,9100.156,9104.448,9104.936,True,9106.48,1,ok,False
340,p53a_evt_000340,p53a_000340,340,insert_memory,neo4j,9106.491,9112.644,9118.205,9118.693,True,9120.59,1,ok,False
341,p53a_evt_000341,p53a_000341,341,insert_memory,neo4j,9120.601,9126.38,9131.274,9131.857,True,9133.939,1,ok,False
342,p53a_evt_000342,p53a_000342,342,update_relation,neo4j,9133.949,9140.138,9145.424,9145.902,True,9150.186,1,ok,False
343,p53a_evt_000343,p53a_000343,343,insert_memory,neo4j,9150.198,9156.642,9160.47,9160.933,True,9163.045,1,ok,False
344,p53a_evt_000344,p53a_000344,344,update_relation,neo4j,9163.056,9168.893,9174.485,9175.023,True,9176.72,1,ok,False
345,p53a_evt_000345,p53a_000345,345,update_relation,neo4j,9176.73,9182.915,9186.84,9187.288,True,9188.952,1,ok,False
346,p53a_evt_000346,p53a_000346,346,insert_memory,neo4j,9188.962,9194.754,9198.601,9199.099,True,9201.163,1,ok,False
347,p53a_evt_000347,p53a_000347,347,insert_memory,neo4j,9201.173,9208.989,9212.964,9213.425,True,9219.142,1,ok,False
348,p53a_evt_000348,p53a_000348,348,update_relation,neo4j,9219.153,9225.767,9230.635,9231.072,True,9232.905,1,ok,False
349,p53a_evt_000349,p53a_000349,349,update_relation,neo4j,9232.915,9238.596,9242.579,9243.032,True,9244.555,1,ok,False
350,p53a_evt_000350,p53a_000350,350,insert_memory,neo4j,9244.564,9250.703,9256.307,9256.733,True,9258.182,1,ok,False
351,p53a_evt_000351,p53a_000351,351,replace_relation,neo4j,9258.192,9265.718,9269.961,9270.403,True,9274.876,1,ok,False
352,p53a_evt_000352,p53a_000352,352,insert_memory,neo4j,9274.886,9281.695,9286.493,9286.97,True,9290.642,1,ok,False
353,p53a_evt_000353,p53a_000353,353,update_relation,neo4j,9290.655,9298.006,9302.365,9302.809,True,9308.003,1,ok,False
354,p53a_evt_000354,p53a_000354,354,insert_memory,neo4j,9308.013,9316.368,9320.415,9320.876,True,9324.896,1,ok,False
355,p53a_evt_000355,p53a_000355,355,update_relation,neo4j,9324.906,9331.755,9335.921,9336.405,True,9337.758,1,ok,False
356,p53a_evt_000356,p53a_000356,356,insert_memory,neo4j,9337.767,9344.47,9348.584,9349.026,True,9350.541,1,ok,False
357,p53a_evt_000357,p53a_000357,357,insert_memory,neo4j,9350.55,9358.384,9362.776,9363.207,True,9365.063,1,ok,False
