query_id,category,split,legacy_gold_memory_ids,canonical_gold_memory_ids,legacy_gold_count,canonical_gold_count,changed,status
conv-42_qa_55,1,dev,conv-42_session_4_D4:6;conv-42_session_7_D7:6;conv-42_session_11_D11:11;conv-42_session_26_D26:3;conv-42_session_26_D26:7;conv-42_session_25_D25:10,conv-42_session_4_D4:6;conv-42_session_7_D7:6;conv-42_session_11_D11:11;conv-42_session_26_D26:3;conv-42_session_26_D26:7;conv-42_session_25_D25:10,6,6,False,mapped
conv-42_qa_56,1,dev,conv-42_session_5_D5:6;conv-42_session_26_D26:9,conv-42_session_5_D5:6;conv-42_session_26_D26:9,2,2,False,mapped
conv-42_qa_57,2,dev,conv-42_session_26_D26:19,conv-42_session_26_D26:19,1,1,False,mapped
conv-42_qa_58,1,dev,conv-42_session_2_D2:14;conv-42_session_9_D9:12;conv-42_session_9_D9:14;conv-42_session_10_D10:11;conv-42_session_19_D19:17;conv-42_session_27_D27:23;conv-42_session_10_D10:19,conv-42_session_2_D2:14;conv-42_session_9_D9:12;conv-42_session_9_D9:14;conv-42_session_10_D10:11;conv-42_session_19_D19:17;conv-42_session_27_D27:23;conv-42_session_20_D20:15,7,7,True,mapped
conv-42_qa_59,1,dev,conv-42_session_15_D15:9;conv-42_session_27_D27:34,conv-42_session_15_D15:9;conv-42_session_27_D27:34,2,2,False,mapped
conv-42_qa_60,3,dev,conv-42_session_27_D27:23,conv-42_session_27_D27:23,1,1,False,mapped
conv-42_qa_61,1,dev,conv-42_session_22_D22:2;conv-42_session_27_D27:21;conv-42_session_27_D27:15,conv-42_session_22_D22:2;conv-42_session_27_D27:21;conv-42_session_27_D27:15,3,3,False,mapped
conv-42_qa_62,1,dev,conv-42_session_14_D14:1;conv-42_session_18_D18:5,conv-42_session_14_D14:1;conv-42_session_18_D18:5,2,2,False,mapped
conv-42_qa_63,1,dev,conv-42_session_10_D10:6;conv-42_session_27_D27:1;conv-42_session_27_D27:23;conv-42_session_1_D1:7;conv-42_session_23_D23:17,conv-42_session_10_D10:6;conv-42_session_27_D27:1;conv-42_session_27_D27:23;conv-42_session_1_D1:7;conv-42_session_23_D23:17,5,5,False,mapped
conv-42_qa_64,2,dev,conv-42_session_27_D27:1,conv-42_session_27_D27:1,1,1,False,mapped
conv-42_qa_65,2,dev,conv-42_session_27_D27:1,conv-42_session_27_D27:1,1,1,False,mapped
conv-42_qa_66,3,dev,conv-42_session_5_D5:8;conv-42_session_19_D19:3;conv-42_session_25_D25:19;conv-42_session_28_D28:25,conv-42_session_5_D5:8;conv-42_session_19_D19:3;conv-42_session_25_D25:19;conv-42_session_28_D28:25,4,4,False,mapped
conv-42_qa_67,1,dev,conv-42_session_8_D8:3;conv-42_session_12_D12:3;conv-42_session_28_D28:23,conv-42_session_8_D8:3;conv-42_session_12_D12:3;conv-42_session_28_D28:23,3,3,False,mapped
conv-42_qa_68,3,dev,conv-42_session_7_D7:6;conv-42_session_11_D11:5;conv-42_session_14_D14:21;conv-42_session_28_D28:22,conv-42_session_7_D7:6;conv-42_session_11_D11:5;conv-42_session_14_D14:21;conv-42_session_28_D28:22,4,4,False,mapped
conv-42_qa_69,1,dev,conv-42_session_8_D8:3;conv-42_session_28_D28:23,conv-42_session_8_D8:3;conv-42_session_28_D28:23,2,2,False,mapped
conv-42_qa_70,1,dev,conv-42_session_25_D25:21;conv-42_session_25_D25:23;conv-42_session_28_D28:31,conv-42_session_25_D25:21;conv-42_session_25_D25:23;conv-42_session_28_D28:31,3,3,False,mapped
conv-42_qa_71,1,dev,conv-42_session_11_D11:9;conv-42_session_28_D28:23,conv-42_session_11_D11:9;conv-42_session_28_D28:23,2,2,False,mapped
conv-42_qa_72,2,dev,conv-42_session_28_D28:32,conv-42_session_28_D28:32,1,1,False,mapped
conv-42_qa_73,3,dev,conv-42_session_28_D28:22,conv-42_session_28_D28:22,1,1,False,mapped
conv-42_qa_74,1,dev,conv-42_session_1_D1:16;conv-42_session_3_D3:17;conv-42_session_15_D15:14;conv-42_session_15_D15:15;conv-42_session_19_D19:15;conv-42_session_19_D19:16;conv-42_session_23_D23:26,conv-42_session_1_D1:16;conv-42_session_3_D3:17;conv-42_session_15_D15:14;conv-42_session_15_D15:15;conv-42_session_19_D19:15;conv-42_session_19_D19:16;conv-42_session_23_D23:26,7,7,False,mapped
conv-42_qa_75,1,dev,conv-42_session_3_D3:4;conv-42_session_3_D3:10;conv-42_session_21_D21:10;conv-42_session_3_D3:12,conv-42_session_3_D3:4;conv-42_session_3_D3:10;conv-42_session_21_D21:10;conv-42_session_3_D3:12,4,4,False,mapped
conv-42_qa_76,1,dev,conv-42_session_18_D18:8;conv-42_session_21_D21:4,conv-42_session_18_D18:8;conv-42_session_21_D21:4,2,2,False,mapped
conv-42_qa_77,2,dev,conv-42_session_10_D10:4,conv-42_session_10_D10:4,1,1,False,mapped
conv-42_qa_78,1,dev,conv-42_session_1_D1:3;conv-42_session_6_D6:7;conv-42_session_10_D10:4;conv-42_session_14_D14:8;conv-42_session_17_D17:1;conv-42_session_19_D19:1;conv-42_session_20_D20:1;conv-42_session_22_D22:2;conv-42_session_27_D27:1,conv-42_session_1_D1:3;conv-42_session_6_D6:7;conv-42_session_10_D10:4;conv-42_session_14_D14:8;conv-42_session_17_D17:1;conv-42_session_19_D19:1;conv-42_session_20_D20:1;conv-42_session_22_D22:2;conv-42_session_27_D27:1,9,9,False,mapped
conv-42_qa_79,1,dev,conv-42_session_2_D2:3;conv-42_session_4_D4:10;conv-42_session_5_D5:1;conv-42_session_12_D12:13;conv-42_session_12_D12:14,conv-42_session_2_D2:3;conv-42_session_4_D4:10;conv-42_session_5_D5:1;conv-42_session_12_D12:13;conv-42_session_12_D12:14,5,5,False,mapped
conv-42_qa_80,1,dev,conv-42_session_1_D1:3;conv-42_session_10_D10:4;conv-42_session_14_D14:8;conv-42_session_17_D17:1;conv-42_session_19_D19:1;conv-42_session_22_D22:2;conv-42_session_27_D27:1,conv-42_session_1_D1:3;conv-42_session_10_D10:4;conv-42_session_14_D14:8;conv-42_session_17_D17:1;conv-42_session_19_D19:1;conv-42_session_22_D22:2;conv-42_session_27_D27:1,7,7,False,mapped
conv-42_qa_81,1,dev,conv-42_session_10_D10:9;conv-42_session_10_D10:11;conv-42_session_19_D19:8;conv-42_session_20_D20:2;conv-42_session_20_D20:10;conv-42_session_21_D21:11;conv-42_session_22_D22:1;conv-42_session_21_D21:3;conv-42_session_21_D21:17,conv-42_session_10_D10:9;conv-42_session_10_D10:11;conv-42_session_19_D19:8;conv-42_session_20_D20:2;conv-42_session_20_D20:10;conv-42_session_21_D21:11;conv-42_session_22_D22:1;conv-42_session_21_D21:3;conv-42_session_21_D21:17,9,9,False,mapped
conv-42_qa_82,1,dev,conv-42_session_3_D3:4;conv-42_session_4_D4:3,conv-42_session_3_D3:4;conv-42_session_4_D4:3,2,2,False,mapped
conv-42_qa_83,1,dev,conv-42_session_18_D18:8;conv-42_session_26_D26:12;conv-42_session_14_D14:16,conv-42_session_18_D18:8;conv-42_session_26_D26:12;conv-42_session_14_D14:16,3,3,False,mapped
conv-42_qa_84,3,dev,conv-42_session_20_D20:1;conv-42_session_21_D21:1,conv-42_session_20_D20:1;conv-42_session_21_D21:1,2,2,False,mapped
conv-42_qa_85,3,dev,conv-42_session_29_D29:1,conv-42_session_29_D29:1,1,1,False,mapped
conv-42_qa_86,2,dev,conv-42_session_29_D29:6,conv-42_session_29_D29:6,1,1,False,mapped
conv-42_qa_87,3,dev,conv-42_session_29_D29:6,conv-42_session_29_D29:6,1,1,False,mapped
conv-42_qa_88,4,dev,conv-42_session_1_D1:18;conv-42_unknown_D;conv-42_session_1_D1:20,conv-42_session_1_D1:18;conv-42_session_1_D1:16;conv-42_session_1_D1:20,3,3,True,mapped
conv-42_qa_89,4,dev,conv-42_session_7_D7:1;conv-42_session_7_D7:3,conv-42_session_7_D7:1;conv-42_session_7_D7:3,2,2,False,mapped
conv-42_qa_90,4,dev,conv-42_session_9_D9:12,conv-42_session_9_D9:12,1,1,False,mapped
conv-42_qa_91,4,dev,conv-42_session_9_D9:14,conv-42_session_9_D9:14,1,1,False,mapped
conv-42_qa_92,4,dev,conv-42_session_10_D10:2,conv-42_session_10_D10:2,1,1,False,mapped
conv-42_qa_93,4,dev,conv-42_session_10_D10:4;conv-42_session_10_D10:6,conv-42_session_10_D10:4;conv-42_session_10_D10:6,2,2,False,mapped
conv-42_qa_94,4,dev,conv-42_session_12_D12:13;conv-42_session_12_D12:14,conv-42_session_12_D12:13;conv-42_session_12_D12:14,2,2,False,mapped
conv-42_qa_95,4,dev,conv-42_session_27_D27:22;conv-42_session_27_D27:23,conv-42_session_27_D27:22;conv-42_session_27_D27:23,2,2,False,mapped
conv-42_qa_96,4,dev,conv-42_session_1_D1:13,conv-42_session_1_D1:13,1,1,False,mapped
conv-42_qa_97,4,dev,conv-42_session_2_D2:3,conv-42_session_2_D2:3,1,1,False,mapped
conv-42_qa_98,4,dev,conv-42_session_2_D2:5,conv-42_session_2_D2:5,1,1,False,mapped
conv-42_qa_99,4,dev,conv-42_session_2_D2:7,conv-42_session_2_D2:7,1,1,False,mapped
conv-42_qa_100,4,dev,conv-42_session_2_D2:12,conv-42_session_2_D2:12,1,1,False,mapped
conv-42_qa_101,4,dev,conv-42_session_3_D3:6,conv-42_session_3_D3:6,1,1,False,mapped
conv-42_qa_102,4,dev,conv-42_session_3_D3:10,conv-42_session_3_D3:10,1,1,False,mapped
conv-42_qa_103,4,dev,conv-42_session_3_D3:17,conv-42_session_3_D3:17,1,1,False,mapped
conv-42_qa_104,4,dev,conv-42_session_3_D3:17,conv-42_session_3_D3:17,1,1,False,mapped
conv-42_qa_105,4,dev,conv-42_session_4_D4:3,conv-42_session_4_D4:3,1,1,False,mapped
conv-42_qa_106,4,dev,conv-42_session_4_D4:16,conv-42_session_4_D4:16,1,1,False,mapped
conv-42_qa_107,4,dev,conv-42_session_5_D5:6,conv-42_session_5_D5:6,1,1,False,mapped
conv-42_qa_108,4,dev,conv-42_session_5_D5:8,conv-42_session_5_D5:8,1,1,False,mapped
conv-42_qa_109,4,dev,conv-42_session_6_D6:2,conv-42_session_6_D6:2,1,1,False,mapped
conv-42_qa_110,4,dev,conv-42_session_7_D7:5,conv-42_session_7_D7:5,1,1,False,mapped
conv-42_qa_111,4,dev,conv-42_session_8_D8:19,conv-42_session_8_D8:19,1,1,False,mapped
conv-42_qa_112,4,dev,conv-42_session_9_D9:3,conv-42_session_9_D9:3,1,1,False,mapped
conv-42_qa_113,4,dev,conv-42_session_9_D9:10,conv-42_session_9_D9:10,1,1,False,mapped
conv-42_qa_114,4,dev,conv-42_session_9_D9:14,conv-42_session_9_D9:14,1,1,False,mapped
conv-42_qa_115,4,dev,conv-42_session_9_D9:9,conv-42_session_9_D9:9,1,1,False,mapped
conv-42_qa_116,4,dev,conv-42_session_9_D9:10,conv-42_session_9_D9:10,1,1,False,mapped
conv-42_qa_117,4,dev,conv-42_session_10_D10:11,conv-42_session_10_D10:11,1,1,False,mapped
conv-42_qa_118,4,dev,conv-42_session_10_D10:11,conv-42_session_10_D10:11,1,1,False,mapped
conv-42_qa_119,4,dev,conv-42_session_11_D11:13,conv-42_session_11_D11:13,1,1,False,mapped
conv-42_qa_120,4,dev,conv-42_session_11_D11:16,conv-42_session_11_D11:16,1,1,False,mapped
conv-42_qa_121,4,dev,conv-42_session_11_D11:17,conv-42_session_11_D11:17,1,1,False,mapped
conv-42_qa_122,4,dev,conv-42_session_13_D13:9,conv-42_session_13_D13:9,1,1,False,mapped
conv-42_qa_123,4,dev,conv-42_session_13_D13:11,conv-42_session_13_D13:11,1,1,False,mapped
conv-42_qa_124,4,dev,conv-42_session_14_D14:20,conv-42_session_14_D14:20,1,1,False,mapped
conv-42_qa_125,4,dev,conv-42_session_14_D14:22,conv-42_session_14_D14:22,1,1,False,mapped
conv-42_qa_126,4,dev,conv-42_session_14_D14:24,conv-42_session_14_D14:24,1,1,False,mapped
conv-42_qa_127,4,dev,conv-42_session_15_D15:1,conv-42_session_15_D15:1,1,1,False,mapped
conv-42_qa_128,4,dev,conv-42_session_15_D15:3,conv-42_session_15_D15:3,1,1,False,mapped
conv-42_qa_129,4,dev,conv-42_session_15_D15:4,conv-42_session_15_D15:4,1,1,False,mapped
conv-42_qa_130,4,dev,conv-42_session_15_D15:7,conv-42_session_15_D15:7,1,1,False,mapped
conv-42_qa_131,4,dev,conv-42_session_15_D15:11,conv-42_session_15_D15:11,1,1,False,mapped
conv-42_qa_132,4,dev,conv-42_session_16_D16:8,conv-42_session_16_D16:8,1,1,False,mapped
conv-42_qa_133,4,dev,conv-42_session_16_D16:6,conv-42_session_16_D16:6,1,1,False,mapped
conv-42_qa_134,4,dev,conv-42_session_16_D16:10,conv-42_session_16_D16:10,1,1,False,mapped
conv-42_qa_135,4,dev,conv-42_session_16_D16:11,conv-42_session_16_D16:11,1,1,False,mapped
conv-42_qa_136,4,dev,conv-42_session_17_D17:1,conv-42_session_17_D17:1,1,1,False,mapped
conv-42_qa_137,4,dev,conv-42_session_17_D17:4,conv-42_session_17_D17:4,1,1,False,mapped
conv-42_qa_138,4,dev,conv-42_session_17_D17:4,conv-42_session_17_D17:4,1,1,False,mapped
conv-42_qa_139,4,dev,conv-42_session_17_D17:16,conv-42_session_17_D17:16,1,1,False,mapped
conv-42_qa_140,4,dev,conv-42_session_17_D17:8,conv-42_session_17_D17:8,1,1,False,mapped
conv-42_qa_141,4,dev,conv-42_session_17_D17:2,conv-42_session_17_D17:2,1,1,False,mapped
conv-42_qa_142,4,dev,conv-42_session_17_D17:1,conv-42_session_17_D17:1,1,1,False,mapped
conv-42_qa_143,4,dev,conv-42_session_18_D18:5,conv-42_session_18_D18:5,1,1,False,mapped
conv-42_qa_144,4,dev,conv-42_session_18_D18:7,conv-42_session_18_D18:7,1,1,False,mapped
conv-42_qa_145,4,dev,conv-42_session_18_D18:5,conv-42_session_18_D18:5,1,1,False,mapped
conv-42_qa_146,4,dev,conv-42_session_18_D18:7,conv-42_session_18_D18:7,1,1,False,mapped
conv-42_qa_147,4,dev,conv-42_session_18_D18:9,conv-42_session_18_D18:9,1,1,False,mapped
conv-42_qa_148,4,dev,conv-42_session_18_D18:12,conv-42_session_18_D18:12,1,1,False,mapped
conv-42_qa_149,4,dev,conv-42_session_19_D19:6,conv-42_session_19_D19:6,1,1,False,mapped
conv-42_qa_150,4,dev,conv-42_session_19_D19:8,conv-42_session_19_D19:8,1,1,False,mapped
conv-42_qa_151,4,dev,conv-42_session_19_D19:9,conv-42_session_19_D19:9,1,1,False,mapped
conv-42_qa_152,4,dev,conv-42_session_20_D20:10,conv-42_session_20_D20:10,1,1,False,mapped
conv-42_qa_153,4,dev,conv-42_session_20_D20:15,conv-42_session_20_D20:15,1,1,False,mapped
conv-42_qa_154,4,dev,conv-42_session_21_D21:4,conv-42_session_21_D21:4,1,1,False,mapped
conv-42_qa_155,4,dev,conv-42_session_21_D21:6,conv-42_session_21_D21:6,1,1,False,mapped
conv-42_qa_156,4,dev,conv-42_session_21_D21:10,conv-42_session_21_D21:10,1,1,False,mapped
conv-42_qa_157,4,dev,conv-42_session_21_D21:11,conv-42_session_21_D21:11,1,1,False,mapped
conv-42_qa_158,4,dev,conv-42_session_21_D21:13,conv-42_session_21_D21:13,1,1,False,mapped
conv-42_qa_159,4,dev,conv-42_session_21_D21:17,conv-42_session_21_D21:17,1,1,False,mapped
conv-42_qa_160,4,dev,conv-42_session_22_D22:8,conv-42_session_22_D22:8,1,1,False,mapped
conv-42_qa_161,4,dev,conv-42_session_22_D22:19,conv-42_session_22_D22:19,1,1,False,mapped
conv-42_qa_162,4,dev,conv-42_session_23_D23:7,conv-42_session_23_D23:7,1,1,False,mapped
conv-42_qa_163,4,dev,conv-42_session_23_D23:17,conv-42_session_23_D23:17,1,1,False,mapped
conv-42_qa_164,4,dev,conv-42_session_23_D23:17,conv-42_session_23_D23:17,1,1,False,mapped
conv-42_qa_165,4,dev,conv-42_session_23_D23:15,conv-42_session_23_D23:15,1,1,False,mapped
conv-42_qa_166,4,dev,conv-42_session_23_D23:18,conv-42_session_23_D23:18,1,1,False,mapped
conv-42_qa_167,4,dev,conv-42_session_23_D23:26,conv-42_session_23_D23:26,1,1,False,mapped
conv-42_qa_168,4,dev,conv-42_session_24_D24:8,conv-42_session_24_D24:8,1,1,False,mapped
conv-42_qa_169,4,dev,conv-42_session_24_D24:4,conv-42_session_24_D24:4,1,1,False,mapped
conv-42_qa_170,4,dev,conv-42_session_24_D24:6,conv-42_session_24_D24:6,1,1,False,mapped
conv-42_qa_171,4,dev,conv-42_session_24_D24:14,conv-42_session_24_D24:14,1,1,False,mapped
conv-42_qa_172,4,dev,conv-42_session_24_D24:15,conv-42_session_24_D24:15,1,1,False,mapped
conv-42_qa_173,4,dev,conv-42_session_24_D24:13,conv-42_session_24_D24:13,1,1,False,mapped
conv-42_qa_174,4,dev,conv-42_session_24_D24:3,conv-42_session_24_D24:3,1,1,False,mapped
conv-42_qa_175,4,dev,conv-42_session_24_D24:6,conv-42_session_24_D24:6,1,1,False,mapped
conv-42_qa_176,4,dev,conv-42_session_25_D25:2,conv-42_session_25_D25:2,1,1,False,mapped
conv-42_qa_177,4,dev,conv-42_session_25_D25:8,conv-42_session_25_D25:8,1,1,False,mapped
conv-42_qa_178,4,dev,conv-42_session_25_D25:10,conv-42_session_25_D25:10,1,1,False,mapped
conv-42_qa_179,4,dev,conv-42_session_25_D25:6,conv-42_session_25_D25:6,1,1,False,mapped
conv-42_qa_180,4,dev,conv-42_session_25_D25:19,conv-42_session_25_D25:19,1,1,False,mapped
conv-42_qa_181,4,dev,conv-42_session_26_D26:18,conv-42_session_26_D26:18,1,1,False,mapped
conv-42_qa_182,4,dev,conv-42_session_26_D26:5,conv-42_session_26_D26:5,1,1,False,mapped
conv-42_qa_183,4,dev,conv-42_session_27_D27:23,conv-42_session_27_D27:23,1,1,False,mapped
conv-42_qa_184,4,dev,conv-42_session_27_D27:29,conv-42_session_27_D27:29,1,1,False,mapped
conv-42_qa_185,4,dev,conv-42_session_27_D27:23,conv-42_session_27_D27:23,1,1,False,mapped
conv-42_qa_186,4,dev,conv-42_session_28_D28:1,conv-42_session_28_D28:1,1,1,False,mapped
conv-42_qa_187,4,dev,conv-42_session_28_D28:12,conv-42_session_28_D28:12,1,1,False,mapped
conv-42_qa_188,4,dev,conv-42_session_28_D28:13,conv-42_session_28_D28:13,1,1,False,mapped
conv-42_qa_189,4,dev,conv-42_session_28_D28:15,conv-42_session_28_D28:15,1,1,False,mapped
conv-42_qa_190,4,dev,conv-42_session_28_D28:13,conv-42_session_28_D28:13,1,1,False,mapped
conv-42_qa_191,4,dev,conv-42_session_28_D28:18,conv-42_session_28_D28:18,1,1,False,mapped
conv-42_qa_192,4,dev,conv-42_session_28_D28:22,conv-42_session_28_D28:22,1,1,False,mapped
conv-42_qa_193,4,dev,conv-42_session_28_D28:22,conv-42_session_28_D28:22,1,1,False,mapped
conv-42_qa_194,4,dev,conv-42_session_28_D28:25,conv-42_session_28_D28:25,1,1,False,mapped
conv-42_qa_195,4,dev,conv-42_session_28_D28:29,conv-42_session_28_D28:29,1,1,False,mapped
conv-42_qa_196,4,dev,conv-42_session_29_D29:6,conv-42_session_29_D29:6,1,1,False,mapped
conv-42_qa_197,4,dev,conv-42_session_29_D29:8,conv-42_session_29_D29:8,1,1,False,mapped
conv-42_qa_198,4,dev,conv-42_session_29_D29:10,conv-42_session_29_D29:10,1,1,False,mapped
conv-43_qa_0,1,test,conv-43_session_1_D1:9;conv-43_session_6_D6:15;conv-43_session_11_D11:17,conv-43_session_1_D1:9;conv-43_session_6_D6:15;conv-43_session_11_D11:17,3,3,False,mapped
conv-43_qa_1,1,test,conv-43_session_6_D6:15;conv-43_session_11_D11:17,conv-43_session_6_D6:15;conv-43_session_11_D11:17,2,2,False,mapped
conv-43_qa_2,1,test,conv-43_session_1_D1:15;conv-43_session_12_D12:18;conv-43_session_27_D27:20,conv-43_session_1_D1:15;conv-43_session_12_D12:18;conv-43_session_27_D27:20,3,3,False,mapped
conv-43_qa_3,3,test,conv-43_session_1_D1:14;conv-43_session_1_D1:16;conv-43_session_1_D1:18,conv-43_session_1_D1:14;conv-43_session_1_D1:16;conv-43_session_1_D1:18,3,3,False,mapped
conv-43_qa_4,1,test,conv-43_session_1_D1:14;conv-43_session_2_D2:7;conv-43_session_6_D6:8;conv-43_session_11_D11:26;conv-43_session_20_D20:21;conv-43_session_26_D26:36;conv-43_session_22_D22:13,conv-43_session_1_D1:14;conv-43_session_2_D2:7;conv-43_session_6_D6:8;conv-43_session_11_D11:26;conv-43_session_20_D20:21;conv-43_session_26_D26:36;conv-43_session_22_D22:13,7,7,False,mapped
conv-43_qa_5,3,test,conv-43_session_2_D2:9,conv-43_session_2_D2:9,1,1,False,mapped
conv-43_qa_6,2,test,conv-43_session_3_D3:1,conv-43_session_3_D3:1,1,1,False,mapped
conv-43_qa_7,1,test,conv-43_session_1_D1:18;conv-43_session_3_D3:2;conv-43_session_14_D14:16,conv-43_session_1_D1:18;conv-43_session_3_D3:2;conv-43_session_14_D14:16,3,3,False,mapped
conv-43_qa_8,3,test,conv-43_session_3_D3:15;conv-43_session_25_D25:2,conv-43_session_3_D3:15;conv-43_session_25_D25:2,2,2,False,mapped
conv-43_qa_9,1,test,conv-43_session_3_D3:13;conv-43_session_3_D3:15;conv-43_session_25_D25:2;conv-43_session_29_D29:4,conv-43_session_3_D3:13;conv-43_session_3_D3:15;conv-43_session_25_D25:2;conv-43_session_29_D29:4,4,4,False,mapped
conv-43_qa_10,2,test,conv-43_session_3_D3:19;conv-43_session_5_D5:2,conv-43_session_3_D3:19;conv-43_session_5_D5:2,2,2,False,mapped
conv-43_qa_11,1,test,conv-43_session_1_D1:7;conv-43_session_2_D2:14;conv-43_session_3_D3:1;conv-43_session_3_D3:25,conv-43_session_1_D1:7;conv-43_session_2_D2:14;conv-43_session_3_D3:1;conv-43_session_3_D3:25,4,4,False,mapped
conv-43_qa_12,2,test,conv-43_session_3_D3:27,conv-43_session_3_D3:27,1,1,False,mapped
conv-43_qa_13,1,test,conv-43_session_2_D2:11;conv-43_session_3_D3:30,conv-43_session_2_D2:11;conv-43_session_3_D3:30,2,2,False,mapped
conv-43_qa_14,1,test,conv-43_session_2_D2:1;conv-43_session_4_D4:3;conv-43_session_4_D4:5;conv-43_session_15_D15:3,conv-43_session_2_D2:1;conv-43_session_4_D4:3;conv-43_session_4_D4:5;conv-43_session_15_D15:3,4,4,False,mapped
conv-43_qa_15,3,test,conv-43_session_4_D4:8,conv-43_session_4_D4:8,1,1,False,mapped
conv-43_qa_16,2,test,conv-43_session_3_D3:2;conv-43_session_5_D5:1,conv-43_session_3_D3:2;conv-43_session_5_D5:1,2,2,False,mapped
conv-43_qa_17,1,test,conv-43_session_3_D3:3;conv-43_session_5_D5:2;conv-43_session_22_D22:4;conv-43_session_23_D23:7;conv-43_session_24_D24:2,conv-43_session_3_D3:3;conv-43_session_5_D5:2;conv-43_session_22_D22:4;conv-43_session_23_D23:7;conv-43_session_24_D24:2,5,5,False,mapped
conv-43_qa_18,1,test,conv-43_session_1_D1:14;conv-43_session_2_D2:7;conv-43_session_4_D4:7;conv-43_session_5_D5:15;conv-43_unknown_D:11:26;conv-43_session_20_D20:21;conv-43_session_26_D26:36,conv-43_session_1_D1:14;conv-43_session_2_D2:7;conv-43_session_4_D4:7;conv-43_session_5_D5:15;conv-43_session_11_D11:26;conv-43_session_20_D20:21;conv-43_session_26_D26:36,7,7,True,mapped
conv-43_qa_19,3,test,conv-43_session_3_D3:13;conv-43_session_3_D3:15;conv-43_session_6_D6:15,conv-43_session_3_D3:13;conv-43_session_3_D3:15;conv-43_session_6_D6:15,3,3,False,mapped
conv-43_qa_20,2,test,conv-43_session_3_D3:19;conv-43_session_5_D5:2;conv-43_session_6_D6:1;conv-43_session_6_D6:3,conv-43_session_3_D3:19;conv-43_session_5_D5:2;conv-43_session_6_D6:1;conv-43_session_6_D6:3,4,4,False,mapped
conv-43_qa_21,1,test,conv-43_session_3_D3:19;conv-43_session_6_D6:3;conv-43_session_9_D9:6,conv-43_session_3_D3:19;conv-43_session_6_D6:3;conv-43_session_9_D9:6,3,3,False,mapped
conv-43_qa_22,2,test,conv-43_session_7_D7:1,conv-43_session_7_D7:1,1,1,False,mapped
conv-43_qa_23,2,test,conv-43_session_7_D7:6,conv-43_session_7_D7:6,1,1,False,mapped
conv-43_qa_24,2,test,conv-43_session_6_D6:1;conv-43_session_6_D6:3;conv-43_session_7_D7:1,conv-43_session_6_D6:1;conv-43_session_6_D6:3;conv-43_session_7_D7:1,3,3,False,mapped
conv-43_qa_25,1,test,conv-43_session_7_D7:7;conv-43_session_7_D7:9;conv-43_session_16_D16:7;conv-43_session_16_D16:9,conv-43_session_7_D7:7;conv-43_session_7_D7:9;conv-43_session_16_D16:7;conv-43_session_16_D16:9,4,4,False,mapped
conv-43_qa_26,1,test,conv-43_session_17_D17:1;conv-43_session_17_D17:11;conv-43_session_26_D26:36,conv-43_session_17_D17:1;conv-43_session_17_D17:11;conv-43_session_26_D26:36,3,3,False,mapped
conv-43_qa_27,3,test,conv-43_session_18_D18:3;conv-43_session_18_D18:7,conv-43_session_18_D18:3;conv-43_session_18_D18:7,2,2,False,mapped
conv-43_qa_28,3,test,conv-43_session_8_D8:14;conv-43_session_8_D8:16,conv-43_session_8_D8:14;conv-43_session_8_D8:16,2,2,False,mapped
conv-43_qa_29,1,test,conv-43_session_6_D6:13;conv-43_session_9_D9:4,conv-43_session_6_D6:13;conv-43_session_9_D9:4,2,2,False,mapped
conv-43_qa_30,1,test,conv-43_session_3_D3:19;conv-43_session_6_D6:3;conv-43_session_9_D9:6;conv-43_session_27_D27:36,conv-43_session_3_D3:19;conv-43_session_6_D6:3;conv-43_session_9_D9:6;conv-43_session_27_D27:36,4,4,False,mapped
conv-43_qa_31,2,test,conv-43_session_10_D10:9,conv-43_session_10_D10:9,1,1,False,mapped
conv-43_qa_32,3,test,conv-43_session_10_D10:9,conv-43_session_10_D10:9,1,1,False,mapped
conv-43_qa_33,2,test,conv-43_session_11_D11:7,conv-43_session_11_D11:7,1,1,False,mapped
conv-43_qa_34,3,test,conv-43_session_11_D11:19;conv-43_session_26_D26:1;conv-43_session_27_D27:26,conv-43_session_11_D11:19;conv-43_session_26_D26:1;conv-43_session_27_D27:26,3,3,False,mapped
conv-43_qa_35,1,test,conv-43_session_3_D3:27;conv-43_session_12_D12:6,conv-43_session_3_D3:27;conv-43_session_12_D12:6,2,2,False,mapped
conv-43_qa_36,1,test,conv-43_session_12_D12:20;conv-43_session_12_D12:22;conv-43_session_16_D16:9,conv-43_session_12_D12:20;conv-43_session_12_D12:22;conv-43_session_16_D16:9,3,3,False,mapped
conv-43_qa_37,2,test,conv-43_session_13_D13:1,conv-43_session_13_D13:1,1,1,False,mapped
conv-43_qa_38,1,test,conv-43_session_1_D1:18;conv-43_session_13_D13:1;conv-43_session_18_D18:1,conv-43_session_1_D1:18;conv-43_session_13_D13:1;conv-43_session_18_D18:1,3,3,False,mapped
conv-43_qa_39,2,test,conv-43_session_14_D14:16,conv-43_session_14_D14:16,1,1,False,mapped
conv-43_qa_40,2,test,conv-43_session_14_D14:16,conv-43_session_14_D14:16,1,1,False,mapped
conv-43_qa_41,1,test,conv-43_session_15_D15:3;conv-43_session_16_D16:1,conv-43_session_15_D15:3;conv-43_session_16_D16:1,2,2,False,mapped
