sequence,update_id,memory_id,version,operation,backend,phase,event_generated_at,backend_committed_at,first_searchable_at,update_to_searchable_ms,queue_wait_ms,backend_commit_ms,visibility_probe_ms,status
209,p53b_evt_000209,p53b_000209,209,insert_memory,cassandra,baseline,2091.145,2114.832,2122.231,31.086,0,23.687,7.4,ok
210,p53b_evt_000210,p53b_000210,210,insert_memory,cassandra,baseline,2100.954,2120.532,2124.928,23.974,0,19.578,4.396,ok
211,p53b_evt_000211,p53b_000211,211,update_relation,cassandra,baseline,2110.524,2124.892,2132.233,21.709,0,14.368,7.341,ok
212,p53b_evt_000212,p53b_000212,212,insert_memory,cassandra,baseline,2120.947,2131.917,2134.964,14.017,0,10.971,3.047,ok
213,p53b_evt_000213,p53b_000213,213,insert_memory,cassandra,baseline,2131.039,2143.175,2148.003,16.964,0,12.136,4.828,ok
214,p53b_evt_000214,p53b_000214,214,insert_memory,cassandra,baseline,2140.664,2151.279,2153.699,13.035,0,10.616,2.42,ok
215,p53b_evt_000215,p53b_000215,215,insert_memory,cassandra,baseline,2150.832,2162.08,2165.861,15.029,0,11.248,3.781,ok
216,p53b_evt_000216,p53b_000216,216,insert_memory,cassandra,baseline,2160.766,2177.423,2182.826,22.059,0,16.657,5.402,ok
217,p53b_evt_000217,p53b_000217,217,update_relation,cassandra,baseline,2170.693,2187.696,2199.92,29.227,0,17.003,12.224,ok
218,p53b_evt_000218,p53b_000218,218,insert_memory,cassandra,baseline,2180.839,2199.83,2211.599,30.76,0,18.991,11.769,ok
219,p53b_evt_000219,p53b_000219,219,update_relation,cassandra,baseline,2190.775,2211.565,2218.016,27.241,0,20.79,6.451,ok
220,p53b_evt_000220,p53b_000220,220,insert_memory,cassandra,baseline,2200.757,2216.309,2220.851,20.095,0,15.552,4.542,ok
221,p53b_evt_000221,p53b_000221,221,update_relation,cassandra,baseline,2210.829,2220.564,2225.989,15.16,0,9.735,5.425,ok
222,p53b_evt_000222,p53b_000222,222,update_relation,cassandra,baseline,2220.97,2234.75,2237.547,16.576,0,13.78,2.796,ok
223,p53b_evt_000223,p53b_000223,223,insert_memory,cassandra,baseline,2230.459,2237.111,2241.652,11.194,0,6.653,4.541,ok
224,p53b_evt_000224,p53b_000224,224,insert_memory,cassandra,baseline,2240.564,2252.18,2261.447,20.883,0,11.616,9.267,ok
225,p53b_evt_000225,p53b_000225,225,insert_memory,cassandra,baseline,2250.956,2263.538,2277.108,26.153,0,12.583,13.57,ok
226,p53b_evt_000226,p53b_000226,226,insert_memory,cassandra,baseline,2260.686,2274.83,2278.299,17.612,0,14.143,3.469,ok
227,p53b_evt_000227,p53b_000227,227,replace_relation,cassandra,baseline,2270.655,2279.029,2295.814,25.159,0,8.374,16.785,ok
228,p53b_evt_000228,p53b_000228,228,update_relation,cassandra,baseline,2280.83,2305.097,2314.521,33.69,0,24.267,9.423,ok
229,p53b_evt_000229,p53b_000229,229,insert_memory,cassandra,baseline,2290.794,2309.335,2318.686,27.891,0,18.54,9.351,ok
230,p53b_evt_000230,p53b_000230,230,insert_memory,cassandra,baseline,2300.699,2319.321,2322.681,21.982,0,18.622,3.36,ok
231,p53b_evt_000231,p53b_000231,231,update_relation,cassandra,baseline,2310.78,2322.207,2324.596,13.815,0,11.427,2.388,ok
232,p53b_evt_000232,p53b_000232,232,insert_memory,cassandra,baseline,2320.616,2324.354,2331.724,11.107,0,3.738,7.37,ok
233,p53b_evt_000233,p53b_000233,233,update_relation,cassandra,baseline,2330.745,2342.715,2348.234,17.489,0,11.97,5.519,ok
234,p53b_evt_000234,p53b_000234,234,insert_memory,cassandra,baseline,2340.54,2349.031,2358.591,18.052,0,8.491,9.561,ok
235,p53b_evt_000235,p53b_000235,235,insert_memory,cassandra,baseline,2350.786,2376.696,2379.324,28.538,0,25.911,2.627,ok
236,p53b_evt_000236,p53b_000236,236,insert_memory,cassandra,baseline,2360.787,2377.608,2380.371,19.585,0,16.822,2.763,ok
237,p53b_evt_000237,p53b_000237,237,update_relation,cassandra,baseline,2370.734,2380.13,2386.852,16.118,0,9.396,6.721,ok
238,p53b_evt_000238,p53b_000238,238,insert_memory,cassandra,baseline,2380.82,2395.63,2398.282,17.462,0,14.81,2.652,ok
239,p53b_evt_000239,p53b_000239,239,update_relation,cassandra,baseline,2390.878,2398.972,2405.471,14.592,0,8.093,6.499,ok
240,p53b_evt_000240,p53b_000240,240,replace_relation,cassandra,baseline,2400.543,2414.686,2425.186,24.643,0,14.143,10.5,ok
242,p53b_evt_000242,p53b_000242,242,replace_relation,cassandra,baseline,2420.701,2427.075,2432.202,11.5,0,6.374,5.126,ok
241,p53b_evt_000241,p53b_000241,241,insert_memory,cassandra,baseline,2410.646,2427.029,2433.661,23.015,0,16.383,6.632,ok
243,p53b_evt_000243,p53b_000243,243,insert_memory,cassandra,baseline,2430.737,2434.42,2442.658,11.921,0,3.683,8.238,ok
244,p53b_evt_000244,p53b_000244,244,insert_memory,cassandra,baseline,2440.559,2449.087,2457.254,16.695,0,8.528,8.167,ok
245,p53b_evt_000245,p53b_000245,245,insert_memory,cassandra,baseline,2450.833,2465.306,2472.137,21.305,0,14.473,6.831,ok
246,p53b_evt_000246,p53b_000246,246,update_relation,cassandra,baseline,2460.65,2472.17,2478.479,17.829,0,11.52,6.309,ok
247,p53b_evt_000247,p53b_000247,247,insert_memory,cassandra,baseline,2470.664,2490.46,2499.842,29.178,0,19.795,9.382,ok
248,p53b_evt_000248,p53b_000248,248,insert_memory,cassandra,baseline,2481.519,2499.612,2507.069,25.55,0,18.093,7.458,ok
249,p53b_evt_000249,p53b_000249,249,update_relation,cassandra,baseline,2490.859,2508.763,2515.903,25.044,0,17.904,7.14,ok
250,p53b_evt_000250,p53b_000250,250,insert_memory,cassandra,baseline,2500.614,2515.655,2523.947,23.333,0,15.041,8.292,ok
251,p53b_evt_000251,p53b_000251,251,update_relation,cassandra,baseline,2515.481,2526.32,2533.672,18.191,0,10.84,7.351,ok
252,p53b_evt_000252,p53b_000252,252,insert_memory,cassandra,baseline,2527.857,2540.971,2549.582,21.725,0,13.114,8.611,ok
253,p53b_evt_000253,p53b_000253,253,replace_relation,cassandra,baseline,2540.363,2556.048,2567.096,26.733,0,15.685,11.047,ok
254,p53b_evt_000254,p53b_000254,254,update_relation,cassandra,baseline,2553.038,2568.438,2571.141,18.103,0,15.4,2.703,ok
256,p53b_evt_000256,p53b_000256,256,insert_memory,cassandra,baseline,2565.45,2570.553,2572.832,7.383,0,5.103,2.28,ok
255,p53b_evt_000255,p53b_000255,255,replace_relation,cassandra,baseline,2565.176,2571.47,2574.181,9.005,0,6.294,2.711,ok
257,p53b_evt_000257,p53b_000257,257,insert_memory,cassandra,baseline,2571.014,2575.358,2583.53,12.517,0,4.345,8.172,ok
258,p53b_evt_000258,p53b_000258,258,update_relation,cassandra,baseline,2580.805,2596.635,2599.565,18.76,0,15.83,2.93,ok
259,p53b_evt_000259,p53b_000259,259,insert_memory,cassandra,baseline,2590.799,2597.668,2601.516,10.717,0,6.868,3.849,ok
260,p53b_evt_000260,p53b_000260,260,update_relation,cassandra,baseline,2600.618,2615.102,2624.675,24.057,0,14.484,9.573,ok
261,p53b_evt_000261,p53b_000261,261,update_relation,cassandra,baseline,2611.068,2626.453,2629.385,18.317,0,15.385,2.932,ok
262,p53b_evt_000262,p53b_000262,262,insert_memory,cassandra,baseline,2620.983,2627.78,2631.101,10.118,0,6.797,3.321,ok
264,p53b_evt_000264,p53b_000264,264,update_relation,cassandra,baseline,2640.79,2646.725,2649.526,8.736,0,5.935,2.801,ok
263,p53b_evt_000263,p53b_000263,263,insert_memory,cassandra,baseline,2630.982,2646.107,2650.979,19.997,0,15.126,4.872,ok
265,p53b_evt_000265,p53b_000265,265,insert_memory,cassandra,baseline,2651.18,2668.307,2670.958,19.778,0,17.127,2.65,ok
266,p53b_evt_000266,p53b_000266,266,insert_memory,cassandra,baseline,2660.8,2670.907,2678.153,17.354,0,10.108,7.246,ok
267,p53b_evt_000267,p53b_000267,267,insert_memory,cassandra,baseline,2671.198,2682.795,2686.85,15.652,0,11.597,4.054,ok
268,p53b_evt_000268,p53b_000268,268,update_relation,cassandra,baseline,2680.764,2686.275,2696.658,15.894,0,5.51,10.383,ok
269,p53b_evt_000269,p53b_000269,269,insert_memory,cassandra,baseline,2692.513,2711.584,2719.541,27.028,0,19.072,7.957,ok
270,p53b_evt_000270,p53b_000270,270,insert_memory,cassandra,baseline,2700.827,2715.169,2721.081,20.254,0,14.343,5.912,ok
271,p53b_evt_000271,p53b_000271,271,insert_memory,cassandra,baseline,2711.197,2720.809,2726.278,15.082,0,9.612,5.469,ok
272,p53b_evt_000272,p53b_000272,272,replace_relation,cassandra,baseline,2721.538,2735.84,2745.9,24.362,0,14.302,10.06,ok
274,p53b_evt_000274,p53b_000274,274,insert_memory,cassandra,baseline,2740.667,2748.504,2751.541,10.873,0,7.837,3.036,ok
273,p53b_evt_000273,p53b_000273,273,insert_memory,cassandra,baseline,2730.889,2748.454,2751.595,20.707,0,17.565,3.142,ok
275,p53b_evt_000275,p53b_000275,275,insert_memory,cassandra,baseline,2750.905,2762.853,2772.06,21.155,0,11.948,9.207,ok
276,p53b_evt_000276,p53b_000276,276,insert_memory,cassandra,baseline,2761.034,2772.726,2781.324,20.29,0,11.692,8.598,ok
277,p53b_evt_000277,p53b_000277,277,insert_memory,cassandra,baseline,2770.674,2782.415,2791.29,20.616,0,11.741,8.875,ok
278,p53b_evt_000278,p53b_000278,278,insert_memory,cassandra,baseline,2780.767,2792.334,2794.544,13.777,0,11.567,2.21,ok
279,p53b_evt_000279,p53b_000279,279,insert_memory,cassandra,baseline,2790.926,2794.639,2800.427,9.501,0,3.713,5.788,ok
281,p53b_evt_000281,p53b_000281,281,update_relation,cassandra,baseline,2816.043,2849.187,2854.423,38.381,0,33.145,5.236,ok
280,p53b_evt_000280,p53b_000280,280,insert_memory,cassandra,baseline,2800.818,2849.236,2855.234,54.416,0,48.418,5.998,ok
282,p53b_evt_000282,p53b_000282,282,update_relation,cassandra,baseline,2820.887,2855.097,2859.02,38.134,0,34.211,3.923,ok
284,p53b_evt_000284,p53b_000284,284,update_relation,cassandra,baseline,2840.737,2855.898,2859.339,18.601,0,15.161,3.44,ok
283,p53b_evt_000283,p53b_000283,283,update_relation,cassandra,baseline,2831.192,2856.63,2861.333,30.141,0,25.438,4.703,ok
285,p53b_evt_000285,p53b_000285,285,update_relation,cassandra,baseline,2851.752,2860.185,2862.521,10.769,0,8.433,2.336,ok
286,p53b_evt_000286,p53b_000286,286,insert_memory,cassandra,baseline,2860.837,2881.793,2883.822,22.984,0,20.956,2.028,ok
287,p53b_evt_000287,p53b_000287,287,insert_memory,cassandra,baseline,2870.536,2884.651,2895.857,25.322,0,14.115,11.206,ok
288,p53b_evt_000288,p53b_000288,288,update_relation,cassandra,baseline,2880.758,2884.817,2895.899,15.141,0,4.06,11.081,ok
289,p53b_evt_000289,p53b_000289,289,insert_memory,cassandra,baseline,2890.657,2908.271,2911.742,21.085,0,17.614,3.471,ok
290,p53b_evt_000290,p53b_000290,290,insert_memory,cassandra,baseline,2900.59,2911.303,2914.249,13.658,0,10.713,2.946,ok
291,p53b_evt_000291,p53b_000291,291,replace_relation,cassandra,baseline,2910.93,2915.185,2924.617,13.687,0,4.255,9.432,ok
292,p53b_evt_000292,p53b_000292,292,insert_memory,cassandra,baseline,2920.647,2932.492,2935.464,14.817,0,11.845,2.972,ok
293,p53b_evt_000293,p53b_000293,293,update_relation,cassandra,baseline,2930.734,2935.082,2942.36,11.625,0,4.347,7.278,ok
294,p53b_evt_000294,p53b_000294,294,insert_memory,cassandra,baseline,2940.68,2958.67,2965.127,24.447,0,17.99,6.458,ok
295,p53b_evt_000295,p53b_000295,295,insert_memory,cassandra,baseline,2950.614,2974.902,2977.738,27.124,0,24.288,2.836,ok
296,p53b_evt_000296,p53b_000296,296,insert_memory,cassandra,baseline,2960.796,2976.731,2979.061,18.265,0,15.935,2.33,ok
297,p53b_evt_000297,p53b_000297,297,update_relation,cassandra,baseline,2970.696,2978.547,2983.397,12.701,0,7.85,4.85,ok
298,p53b_evt_000298,p53b_000298,298,update_relation,cassandra,baseline,2980.674,2992.929,2997.801,17.127,0,12.255,4.872,ok
299,p53b_evt_000299,p53b_000299,299,update_relation,cassandra,baseline,2991.32,2998.991,3009.299,17.978,0,7.67,10.308,ok
300,p53b_evt_000300,p53b_000300,300,insert_memory,cassandra,baseline,3000.589,3019.607,3025.182,24.594,0,19.018,5.575,ok
301,p53b_evt_000301,p53b_000301,301,update_relation,cassandra,baseline,3011.116,3022.154,3027.276,16.16,0,11.038,5.122,ok
302,p53b_evt_000302,p53b_000302,302,update_relation,cassandra,baseline,3020.976,3032.993,3037.372,16.396,0,12.017,4.379,ok
303,p53b_evt_000303,p53b_000303,303,update_relation,cassandra,baseline,3030.68,3036.339,3038.845,8.165,0,5.658,2.507,ok
304,p53b_evt_000304,p53b_000304,304,insert_memory,cassandra,baseline,3040.984,3055.813,3068.575,27.591,0,14.829,12.761,ok
305,p53b_evt_000305,p53b_000305,305,insert_memory,cassandra,baseline,3051.007,3068.847,3076.18,25.173,0,17.84,7.333,ok
306,p53b_evt_000306,p53b_000306,306,replace_relation,cassandra,baseline,3060.543,3075.379,3078.403,17.861,0,14.836,3.024,ok
307,p53b_evt_000307,p53b_000307,307,insert_memory,cassandra,baseline,3070.524,3079.474,3083.065,12.54,0,8.95,3.591,ok
308,p53b_evt_000308,p53b_000308,308,update_relation,cassandra,baseline,3080.835,3099.298,3104.406,23.57,0,18.463,5.108,ok
309,p53b_evt_000309,p53b_000309,309,replace_relation,cassandra,baseline,3090.8,3102.49,3106.049,15.248,0,11.69,3.559,ok
310,p53b_evt_000310,p53b_000310,310,update_relation,cassandra,baseline,3100.556,3105.267,3107.173,6.617,0,4.711,1.906,ok
311,p53b_evt_000311,p53b_000311,311,insert_memory,cassandra,baseline,3110.829,3127.738,3129.79,18.961,0,16.909,2.052,ok
312,p53b_evt_000312,p53b_000312,312,update_relation,cassandra,baseline,3120.584,3128.473,3131.174,10.59,0,7.889,2.701,ok
313,p53b_evt_000313,p53b_000313,313,update_relation,cassandra,baseline,3131.069,3146.941,3150.021,18.951,0,15.872,3.079,ok
314,p53b_evt_000314,p53b_000314,314,insert_memory,cassandra,baseline,3140.475,3148.957,3153.013,12.538,0,8.481,4.056,ok
315,p53b_evt_000315,p53b_000315,315,insert_memory,cassandra,baseline,3150.742,3166.839,3169.965,19.223,0,16.097,3.126,ok
316,p53b_evt_000316,p53b_000316,316,insert_memory,cassandra,baseline,3160.946,3167.706,3171.007,10.061,0,6.76,3.301,ok
317,p53b_evt_000317,p53b_000317,317,insert_memory,cassandra,baseline,3170.613,3182.494,3189.187,18.574,0,11.88,6.694,ok
318,p53b_evt_000318,p53b_000318,318,insert_memory,cassandra,baseline,3181.118,3198.355,3208.475,27.357,0,17.237,10.12,ok
319,p53b_evt_000319,p53b_000319,319,update_relation,cassandra,baseline,3190.84,3209.342,3212.354,21.514,0,18.501,3.013,ok
320,p53b_evt_000320,p53b_000320,320,insert_memory,cassandra,baseline,3200.454,3211.956,3216.472,16.018,0,11.502,4.516,ok
321,p53b_evt_000321,p53b_000321,321,insert_memory,cassandra,baseline,3210.735,3217.429,3224.77,14.035,0,6.694,7.341,ok
322,p53b_evt_000322,p53b_000322,322,insert_memory,cassandra,baseline,3220.532,3230.872,3241.506,20.973,0,10.34,10.633,ok
323,p53b_evt_000323,p53b_000323,323,insert_memory,cassandra,baseline,3230.937,3243.457,3248.29,17.353,0,12.52,4.833,ok
324,p53b_evt_000324,p53b_000324,324,update_relation,cassandra,baseline,3240.637,3248.244,3255.285,14.649,0,7.608,7.041,ok
325,p53b_evt_000325,p53b_000325,325,insert_memory,cassandra,baseline,3250.618,3266.844,3276.519,25.9,0,16.225,9.675,ok
326,p53b_evt_000326,p53b_000326,326,insert_memory,cassandra,baseline,3260.452,3274.583,3278.785,18.333,0,14.131,4.203,ok
327,p53b_evt_000327,p53b_000327,327,update_relation,cassandra,baseline,3270.516,3279.935,3293.027,22.511,0,9.419,13.092,ok
328,p53b_evt_000328,p53b_000328,328,insert_memory,cassandra,baseline,3280.716,3293.617,3298.973,18.257,0,12.901,5.356,ok
329,p53b_evt_000329,p53b_000329,329,insert_memory,cassandra,baseline,3290.809,3297.209,3299.939,9.13,0,6.4,2.73,ok
330,p53b_evt_000330,p53b_000330,330,insert_memory,cassandra,baseline,3300.499,3333.881,3340.058,39.56,0,33.382,6.177,ok
331,p53b_evt_000331,p53b_000331,331,insert_memory,cassandra,baseline,3310.684,3339.993,3343.666,32.982,0,29.309,3.673,ok
332,p53b_evt_000332,p53b_000332,332,update_relation,cassandra,baseline,3320.698,3341.149,3343.706,23.007,0,20.451,2.556,ok
333,p53b_evt_000333,p53b_000333,333,insert_memory,cassandra,baseline,3330.904,3343.812,3350.57,19.665,0,12.908,6.758,ok
334,p53b_evt_000334,p53b_000334,334,update_relation,cassandra,baseline,3340.881,3347.508,3359.544,18.664,0,6.627,12.037,ok
335,p53b_evt_000335,p53b_000335,335,insert_memory,cassandra,baseline,3350.968,3369.869,3371.534,20.566,0,18.902,1.665,ok
336,p53b_evt_000336,p53b_000336,336,update_relation,cassandra,baseline,3360.531,3371.496,3373.343,12.812,0,10.965,1.847,ok
337,p53b_evt_000337,p53b_000337,337,update_relation,cassandra,baseline,3370.944,3378.298,3381.386,10.441,0,7.353,3.088,ok
338,p53b_evt_000338,p53b_000338,338,insert_memory,cassandra,baseline,3380.835,3398.303,3407.63,26.795,0,17.468,9.328,ok
339,p53b_evt_000339,p53b_000339,339,insert_memory,cassandra,baseline,3390.658,3407.074,3409.574,18.916,0,16.416,2.5,ok
340,p53b_evt_000340,p53b_000340,340,insert_memory,cassandra,baseline,3400.803,3408.596,3410.691,9.889,0,7.793,2.096,ok
341,p53b_evt_000341,p53b_000341,341,insert_memory,cassandra,baseline,3411.116,3434.849,3441.896,30.78,0,23.733,7.047,ok
342,p53b_evt_000342,p53b_000342,342,update_relation,cassandra,baseline,3420.581,3435.048,3443.529,22.948,0,14.467,8.481,ok
343,p53b_evt_000343,p53b_000343,343,insert_memory,cassandra,baseline,3430.731,3441.541,3445.861,15.13,0,10.81,4.32,ok
344,p53b_evt_000344,p53b_000344,344,update_relation,cassandra,baseline,3440.603,3449.581,3459.022,18.42,0,8.978,9.441,ok
345,p53b_evt_000345,p53b_000345,345,update_relation,cassandra,baseline,3450.854,3464.602,3473.653,22.799,0,13.748,9.051,ok
346,p53b_evt_000346,p53b_000346,346,insert_memory,cassandra,baseline,3460.846,3473.884,3476.089,15.243,0,13.038,2.204,ok
347,p53b_evt_000347,p53b_000347,347,insert_memory,cassandra,baseline,3470.876,3475.582,3483.559,12.684,0,4.706,7.978,ok
348,p53b_evt_000348,p53b_000348,348,update_relation,cassandra,baseline,3480.818,3498.016,3505.877,25.06,0,17.198,7.861,ok
349,p53b_evt_000349,p53b_000349,349,update_relation,cassandra,baseline,3490.428,3507.737,3516.305,25.877,0,17.309,8.568,ok
350,p53b_evt_000350,p53b_000350,350,insert_memory,cassandra,baseline,3500.705,3516.255,3524.847,24.142,0,15.55,8.592,ok
352,p53b_evt_000352,p53b_000352,352,insert_memory,cassandra,baseline,3520.589,3528.163,3532.444,11.856,0,7.574,4.282,ok
351,p53b_evt_000351,p53b_000351,351,replace_relation,cassandra,baseline,3517.396,3527.759,3532.64,15.245,0,10.364,4.881,ok
353,p53b_evt_000353,p53b_000353,353,update_relation,cassandra,baseline,3530.802,3543.153,3549.71,18.908,0,12.351,6.557,ok
354,p53b_evt_000354,p53b_000354,354,insert_memory,cassandra,baseline,3540.789,3550.479,3558.594,17.805,0,9.691,8.115,ok
355,p53b_evt_000355,p53b_000355,355,update_relation,cassandra,baseline,3550.686,3564.385,3576.151,25.465,0,13.7,11.766,ok
356,p53b_evt_000356,p53b_000356,356,insert_memory,cassandra,baseline,3560.623,3577.66,3582.163,21.539,0,17.036,4.503,ok
357,p53b_evt_000357,p53b_000357,357,insert_memory,cassandra,baseline,3570.808,3581.969,3591.918,21.11,0,11.16,9.949,ok
358,p53b_evt_000358,p53b_000358,358,update_relation,cassandra,baseline,3580.761,3596.012,3600.345,19.584,0,15.251,4.333,ok
359,p53b_evt_000359,p53b_000359,359,update_relation,cassandra,baseline,3590.793,3601.811,3605.905,15.112,0,11.018,4.094,ok
360,p53b_evt_000360,p53b_000360,360,insert_memory,cassandra,baseline,3600.784,3615.229,3625.491,24.707,0,14.445,10.262,ok
361,p53b_evt_000361,p53b_000361,361,insert_memory,cassandra,baseline,3610.677,3629.088,3632.195,21.518,0,18.412,3.107,ok
362,p53b_evt_000362,p53b_000362,362,insert_memory,cassandra,baseline,3620.616,3631.96,3641.195,20.579,0,11.344,9.235,ok
363,p53b_evt_000363,p53b_000363,363,replace_relation,cassandra,baseline,3630.56,3644.844,3649.919,19.36,0,14.285,5.075,ok
364,p53b_evt_000364,p53b_000364,364,insert_memory,cassandra,baseline,3640.878,3653.213,3660.073,19.195,0,12.335,6.86,ok
365,p53b_evt_000365,p53b_000365,365,insert_memory,cassandra,baseline,3651.003,3671.802,3678.951,27.948,0,20.798,7.15,ok
366,p53b_evt_000366,p53b_000366,366,update_relation,cassandra,baseline,3660.73,3681.358,3686.637,25.907,0,20.628,5.279,ok
367,p53b_evt_000367,p53b_000367,367,insert_memory,cassandra,baseline,3670.724,3681.399,3688.722,17.998,0,10.675,7.323,ok
368,p53b_evt_000368,p53b_000368,368,update_relation,cassandra,baseline,3680.907,3691.102,3698.382,17.475,0,10.195,7.281,ok
369,p53b_evt_000369,p53b_000369,369,update_relation,cassandra,baseline,3690.847,3711.677,3714.638,23.791,0,20.831,2.96,ok
370,p53b_evt_000370,p53b_000370,370,insert_memory,cassandra,baseline,3700.414,3715.789,3724.971,24.557,0,15.374,9.182,ok
371,p53b_evt_000371,p53b_000371,371,insert_memory,cassandra,baseline,3710.856,3724.93,3734.692,23.836,0,14.074,9.762,ok
372,p53b_evt_000372,p53b_000372,372,update_relation,cassandra,baseline,3720.545,3738.075,3741.776,21.231,0,17.53,3.702,ok
373,p53b_evt_000373,p53b_000373,373,insert_memory,cassandra,baseline,3730.732,3740.73,3746.758,16.025,0,9.998,6.028,ok
374,p53b_evt_000374,p53b_000374,374,insert_memory,cassandra,baseline,3740.921,3756.513,3768.826,27.905,0,15.592,12.313,ok
