qa_id,conv,n_dense,n_bm25,legacy_top10,current_top10,same_set,same_order,legacy_gold_rank,current_gold_rank,same_gold_rank,legacy_hit1,current_hit1
conv-43_qa_149,conv-43,10,10,conv-43_session_22_D22:12;conv-43_session_28_D28:16;conv-43_session_28_D28:17;conv-43_session_14_D14:22;conv-43_session_19_D19:18;conv-43_session_22_D22:15;conv-43_session_27_D27:19;conv-43_session_11_D11:24;conv-43_session_4_D4:10;conv-43_session_2_D2:1,conv-43_session_22_D22:12;conv-43_session_28_D28:16;conv-43_session_28_D28:17;conv-43_session_14_D14:22;conv-43_session_19_D19:18;conv-43_session_22_D22:15;conv-43_session_27_D27:19;conv-43_session_11_D11:24;conv-43_session_4_D4:10;conv-43_session_2_D2:1,1,1,99,99,1,0,0
conv-43_qa_15,conv-43,10,10,conv-43_session_4_D4:8;conv-43_session_16_D16:8;conv-43_session_9_D9:7;conv-43_session_21_D21:8;conv-43_session_9_D9:6;conv-43_session_12_D12:23;conv-43_session_9_D9:5;conv-43_session_6_D6:15;conv-43_session_9_D9:4;conv-43_session_14_D14:9,conv-43_session_4_D4:8;conv-43_session_16_D16:8;conv-43_session_9_D9:7;conv-43_session_21_D21:8;conv-43_session_9_D9:6;conv-43_session_12_D12:23;conv-43_session_9_D9:5;conv-43_session_6_D6:15;conv-43_session_9_D9:4;conv-43_session_14_D14:9,1,1,1,1,1,1,1
conv-43_qa_150,conv-43,10,10,conv-43_session_11_D11:23;conv-43_session_22_D22:12;conv-43_session_2_D2:7;conv-43_session_19_D19:18;conv-43_session_22_D22:13;conv-43_session_19_D19:17;conv-43_session_22_D22:10;conv-43_session_19_D19:19;conv-43_session_29_D29:1;conv-43_session_28_D28:17,conv-43_session_11_D11:23;conv-43_session_22_D22:12;conv-43_session_2_D2:7;conv-43_session_19_D19:18;conv-43_session_22_D22:13;conv-43_session_19_D19:17;conv-43_session_22_D22:10;conv-43_session_19_D19:19;conv-43_session_29_D29:1;conv-43_session_28_D28:17,1,1,5,5,1,0,0
conv-43_qa_151,conv-43,10,10,conv-43_session_17_D17:1;conv-43_session_25_D25:1;conv-43_session_11_D11:1;conv-43_session_1_D1:1;conv-43_session_11_D11:2;conv-43_session_23_D23:1;conv-43_session_14_D14:1;conv-43_session_17_D17:2;conv-43_session_29_D29:1;conv-43_session_15_D15:33,conv-43_session_17_D17:1;conv-43_session_25_D25:1;conv-43_session_11_D11:1;conv-43_session_1_D1:1;conv-43_session_11_D11:2;conv-43_session_23_D23:1;conv-43_session_14_D14:1;conv-43_session_17_D17:2;conv-43_session_29_D29:1;conv-43_session_15_D15:33,1,1,6,6,1,0,0
conv-43_qa_152,conv-43,10,10,conv-43_session_16_D16:10;conv-43_session_24_D24:3;conv-43_session_23_D23:3;conv-43_session_23_D23:7;conv-43_session_28_D28:11;conv-43_session_25_D25:3;conv-43_session_3_D3:3;conv-43_session_15_D15:13;conv-43_session_23_D23:5;conv-43_session_3_D3:1,conv-43_session_16_D16:10;conv-43_session_24_D24:3;conv-43_session_23_D23:3;conv-43_session_23_D23:7;conv-43_session_28_D28:11;conv-43_session_25_D25:3;conv-43_session_3_D3:3;conv-43_session_15_D15:13;conv-43_session_23_D23:5;conv-43_session_3_D3:1,1,1,3,3,1,0,0
conv-43_qa_153,conv-43,10,10,conv-43_session_23_D23:9;conv-43_session_26_D26:11;conv-43_session_14_D14:3;conv-43_session_19_D19:10;conv-43_session_8_D8:12;conv-43_session_9_D9:2;conv-43_session_14_D14:21;conv-43_session_9_D9:1;conv-43_session_14_D14:7;conv-43_session_6_D6:21,conv-43_session_23_D23:9;conv-43_session_26_D26:11;conv-43_session_14_D14:3;conv-43_session_19_D19:10;conv-43_session_8_D8:12;conv-43_session_9_D9:2;conv-43_session_14_D14:21;conv-43_session_9_D9:1;conv-43_session_14_D14:7;conv-43_session_6_D6:21,1,1,1,1,1,1,1
conv-43_qa_154,conv-43,10,10,conv-43_session_24_D24:3;conv-43_session_23_D23:3;conv-43_session_6_D6:5;conv-43_session_23_D23:5;conv-43_session_28_D28:11;conv-43_session_12_D12:26;conv-43_session_3_D3:10;conv-43_session_29_D29:5;conv-43_session_23_D23:4;conv-43_session_3_D3:3,conv-43_session_24_D24:3;conv-43_session_23_D23:3;conv-43_session_6_D6:5;conv-43_session_23_D23:5;conv-43_session_28_D28:11;conv-43_session_12_D12:26;conv-43_session_3_D3:10;conv-43_session_29_D29:5;conv-43_session_23_D23:4;conv-43_session_3_D3:3,1,1,4,4,1,0,0
conv-43_qa_155,conv-43,10,10,conv-43_session_24_D24:14;conv-43_session_24_D24:16;conv-43_session_24_D24:15;conv-43_session_29_D29:5;conv-43_session_23_D23:4;conv-43_session_15_D15:13;conv-43_session_7_D7:15;conv-43_session_13_D13:8;conv-43_session_26_D26:2;conv-43_session_19_D19:7,conv-43_session_24_D24:14;conv-43_session_24_D24:16;conv-43_session_24_D24:15;conv-43_session_29_D29:5;conv-43_session_23_D23:4;conv-43_session_15_D15:13;conv-43_session_7_D7:15;conv-43_session_13_D13:8;conv-43_session_26_D26:2;conv-43_session_19_D19:7,1,1,2,2,1,0,0
conv-43_qa_156,conv-43,10,10,conv-43_session_25_D25:3;conv-43_session_3_D3:15;conv-43_session_1_D1:3;conv-43_session_29_D29:5;conv-43_session_15_D15:13;conv-43_session_25_D25:2;conv-43_session_26_D26:2;conv-43_session_29_D29:6;conv-43_session_10_D10:1;conv-43_session_7_D7:9,conv-43_session_25_D25:3;conv-43_session_3_D3:15;conv-43_session_1_D1:3;conv-43_session_29_D29:5;conv-43_session_15_D15:13;conv-43_session_25_D25:2;conv-43_session_26_D26:2;conv-43_session_29_D29:6;conv-43_session_10_D10:1;conv-43_session_7_D7:9,1,1,6,6,1,0,0
conv-43_qa_157,conv-43,10,10,conv-43_session_25_D25:3;conv-43_session_25_D25:4;conv-43_session_25_D25:2;conv-43_session_25_D25:5;conv-43_session_3_D3:13;conv-43_session_14_D14:15;conv-43_session_29_D29:5;conv-43_session_20_D20:28;conv-43_session_25_D25:1;conv-43_session_3_D3:15,conv-43_session_25_D25:3;conv-43_session_25_D25:4;conv-43_session_25_D25:2;conv-43_session_25_D25:5;conv-43_session_3_D3:13;conv-43_session_14_D14:15;conv-43_session_29_D29:5;conv-43_session_20_D20:28;conv-43_session_25_D25:1;conv-43_session_3_D3:15,1,1,2,2,1,0,0
conv-43_qa_158,conv-43,10,10,conv-43_session_25_D25:13;conv-43_session_25_D25:14;conv-43_session_25_D25:12;conv-43_session_14_D14:7;conv-43_session_19_D19:13;conv-43_session_14_D14:3;conv-43_session_26_D26:27;conv-43_session_19_D19:17;conv-43_session_8_D8:9;conv-43_session_15_D15:18,conv-43_session_25_D25:13;conv-43_session_25_D25:14;conv-43_session_25_D25:12;conv-43_session_14_D14:7;conv-43_session_19_D19:13;conv-43_session_14_D14:3;conv-43_session_26_D26:27;conv-43_session_19_D19:17;conv-43_session_8_D8:9;conv-43_session_15_D15:18,1,1,2,2,1,0,0
conv-43_qa_159,conv-43,10,10,conv-43_session_26_D26:3;conv-43_session_26_D26:1;conv-43_session_25_D25:1;conv-43_session_26_D26:37;conv-43_session_26_D26:13;conv-43_session_29_D29:1;conv-43_session_15_D15:33;conv-43_session_19_D19:16;conv-43_session_24_D24:3;conv-43_session_26_D26:35,conv-43_session_26_D26:3;conv-43_session_26_D26:1;conv-43_session_25_D25:1;conv-43_session_26_D26:37;conv-43_session_26_D26:13;conv-43_session_29_D29:1;conv-43_session_15_D15:33;conv-43_session_19_D19:16;conv-43_session_24_D24:3;conv-43_session_26_D26:35,1,1,2,2,1,0,0
conv-43_qa_16,conv-43,10,10,conv-43_session_3_D3:2;conv-43_session_1_D1:2;conv-43_session_5_D5:1;conv-43_session_1_D1:14;conv-43_session_22_D22:2;conv-43_session_13_D13:1;conv-43_session_26_D26:27;conv-43_session_27_D27:19;conv-43_session_22_D22:1;conv-43_session_1_D1:16,conv-43_session_3_D3:2;conv-43_session_1_D1:2;conv-43_session_5_D5:1;conv-43_session_1_D1:14;conv-43_session_22_D22:2;conv-43_session_13_D13:1;conv-43_session_26_D26:27;conv-43_session_27_D27:19;conv-43_session_22_D22:1;conv-43_session_1_D1:16,1,1,1,1,1,1,1
conv-43_qa_160,conv-43,10,10,conv-43_session_26_D26:6;conv-43_session_26_D26:9;conv-43_session_6_D6:6;conv-43_session_23_D23:1;conv-43_session_26_D26:8;conv-43_session_4_D4:2;conv-43_session_26_D26:10;conv-43_session_15_D15:9;conv-43_session_27_D27:35;conv-43_session_15_D15:29,conv-43_session_26_D26:6;conv-43_session_26_D26:9;conv-43_session_6_D6:6;conv-43_session_23_D23:1;conv-43_session_26_D26:8;conv-43_session_4_D4:2;conv-43_session_26_D26:10;conv-43_session_15_D15:9;conv-43_session_27_D27:35;conv-43_session_15_D15:29,1,1,99,99,1,0,0
conv-43_qa_161,conv-43,10,10,conv-43_session_26_D26:19;conv-43_session_15_D15:10;conv-43_session_26_D26:21;conv-43_session_27_D27:9;conv-43_session_6_D6:17;conv-43_session_25_D25:1;conv-43_session_27_D27:26;conv-43_session_15_D15:33;conv-43_session_26_D26:17;conv-43_session_11_D11:19,conv-43_session_26_D26:19;conv-43_session_15_D15:10;conv-43_session_26_D26:21;conv-43_session_27_D27:9;conv-43_session_6_D6:17;conv-43_session_25_D25:1;conv-43_session_27_D27:26;conv-43_session_15_D15:33;conv-43_session_26_D26:17;conv-43_session_11_D11:19,1,1,3,3,1,0,0
conv-43_qa_162,conv-43,10,10,conv-43_session_26_D26:34;conv-43_session_26_D26:36;conv-43_session_26_D26:33;conv-43_session_4_D4:7;conv-43_session_1_D1:3;conv-43_session_26_D26:38;conv-43_session_20_D20:22;conv-43_session_22_D22:15;conv-43_session_20_D20:21;conv-43_session_26_D26:32,conv-43_session_26_D26:34;conv-43_session_26_D26:36;conv-43_session_26_D26:33;conv-43_session_4_D4:7;conv-43_session_1_D1:3;conv-43_session_26_D26:38;conv-43_session_20_D20:22;conv-43_session_22_D22:15;conv-43_session_20_D20:21;conv-43_session_26_D26:32,1,1,2,2,1,0,0
conv-43_qa_163,conv-43,10,10,conv-43_session_27_D27:11;conv-43_session_27_D27:7;conv-43_session_27_D27:9;conv-43_session_27_D27:5;conv-43_session_21_D21:2;conv-43_session_27_D27:6;conv-43_session_21_D21:9;conv-43_session_27_D27:13;conv-43_session_27_D27:8;conv-43_session_11_D11:1,conv-43_session_27_D27:11;conv-43_session_27_D27:7;conv-43_session_27_D27:9;conv-43_session_27_D27:5;conv-43_session_21_D21:2;conv-43_session_27_D27:6;conv-43_session_21_D21:9;conv-43_session_27_D27:13;conv-43_session_27_D27:8;conv-43_session_11_D11:1,1,1,4,4,1,0,0
conv-43_qa_164,conv-43,10,10,conv-43_session_27_D27:5;conv-43_session_27_D27:7;conv-43_session_27_D27:6;conv-43_session_27_D27:13;conv-43_session_27_D27:11;conv-43_session_27_D27:12;conv-43_session_9_D9:2;conv-43_session_20_D20:31;conv-43_session_27_D27:9;conv-43_session_21_D21:2,conv-43_session_27_D27:5;conv-43_session_27_D27:7;conv-43_session_27_D27:6;conv-43_session_27_D27:13;conv-43_session_27_D27:11;conv-43_session_27_D27:12;conv-43_session_9_D9:2;conv-43_session_20_D20:31;conv-43_session_27_D27:9;conv-43_session_21_D21:2,1,1,3,3,1,0,0
conv-43_qa_165,conv-43,10,10,conv-43_session_27_D27:4;conv-43_session_19_D19:18;conv-43_session_27_D27:2;conv-43_session_4_D4:11;conv-43_session_4_D4:2;conv-43_session_19_D19:15;conv-43_session_28_D28:16;conv-43_session_19_D19:21;conv-43_session_27_D27:30;conv-43_session_19_D19:19,conv-43_session_27_D27:4;conv-43_session_19_D19:18;conv-43_session_27_D27:2;conv-43_session_4_D4:11;conv-43_session_4_D4:2;conv-43_session_19_D19:15;conv-43_session_28_D28:16;conv-43_session_19_D19:21;conv-43_session_27_D27:30;conv-43_session_19_D19:19,1,1,1,1,1,1,1
conv-43_qa_166,conv-43,10,10,conv-43_session_27_D27:20;conv-43_session_20_D20:22;conv-43_session_27_D27:19;conv-43_session_26_D26:36;conv-43_session_5_D5:14;conv-43_session_19_D19:14;conv-43_session_2_D2:7;conv-43_session_6_D6:7;conv-43_session_17_D17:9;conv-43_session_23_D23:2,conv-43_session_27_D27:20;conv-43_session_20_D20:22;conv-43_session_27_D27:19;conv-43_session_26_D26:36;conv-43_session_5_D5:14;conv-43_session_19_D19:14;conv-43_session_2_D2:7;conv-43_session_6_D6:7;conv-43_session_17_D17:9;conv-43_session_23_D23:2,1,1,3,3,1,0,0
conv-43_qa_167,conv-43,10,10,conv-43_session_27_D27:22;conv-43_session_27_D27:24;conv-43_session_26_D26:32;conv-43_session_27_D27:30;conv-43_session_19_D19:14;conv-43_session_27_D27:25;conv-43_session_27_D27:20;conv-43_session_27_D27:21;conv-43_session_20_D20:20;conv-43_session_3_D3:24,conv-43_session_27_D27:22;conv-43_session_27_D27:24;conv-43_session_26_D26:32;conv-43_session_27_D27:30;conv-43_session_19_D19:14;conv-43_session_27_D27:25;conv-43_session_27_D27:20;conv-43_session_27_D27:21;conv-43_session_20_D20:20;conv-43_session_3_D3:24,1,1,2,2,1,0,0
conv-43_qa_168,conv-43,10,10,conv-43_session_27_D27:22;conv-43_session_27_D27:30;conv-43_session_27_D27:24;conv-43_session_27_D27:27;conv-43_session_26_D26:32;conv-43_session_24_D24:3;conv-43_session_20_D20:31;conv-43_session_27_D27:20;conv-43_session_26_D26:27;conv-43_session_26_D26:33,conv-43_session_27_D27:22;conv-43_session_27_D27:30;conv-43_session_27_D27:24;conv-43_session_27_D27:27;conv-43_session_26_D26:32;conv-43_session_24_D24:3;conv-43_session_20_D20:31;conv-43_session_27_D27:20;conv-43_session_26_D26:27;conv-43_session_26_D26:33,1,1,2,2,1,0,0
conv-43_qa_169,conv-43,10,10,conv-43_session_27_D27:28;conv-43_session_24_D24:8;conv-43_session_2_D2:8;conv-43_session_20_D20:18;conv-43_session_20_D20:31;conv-43_session_15_D15:16;conv-43_session_4_D4:4;conv-43_session_7_D7:9;conv-43_session_2_D2:11;conv-43_session_2_D2:12,conv-43_session_27_D27:28;conv-43_session_24_D24:8;conv-43_session_2_D2:8;conv-43_session_20_D20:18;conv-43_session_20_D20:31;conv-43_session_15_D15:16;conv-43_session_4_D4:4;conv-43_session_7_D7:9;conv-43_session_2_D2:11;conv-43_session_2_D2:12,1,1,1,1,1,1,1
conv-43_qa_17,conv-43,10,10,conv-43_session_24_D24:6;conv-43_session_16_D16:5;conv-43_session_24_D24:1;conv-43_session_24_D24:3;conv-43_session_21_D21:4;conv-43_session_24_D24:5;conv-43_session_3_D3:1;conv-43_session_5_D5:5;conv-43_session_13_D13:3;conv-43_session_23_D23:7,conv-43_session_24_D24:6;conv-43_session_16_D16:5;conv-43_session_24_D24:1;conv-43_session_24_D24:3;conv-43_session_21_D21:4;conv-43_session_24_D24:5;conv-43_session_3_D3:1;conv-43_session_5_D5:5;conv-43_session_13_D13:3;conv-43_session_23_D23:7,1,1,10,10,1,0,0
conv-43_qa_170,conv-43,10,10,conv-43_session_27_D27:30;conv-43_session_27_D27:28;conv-43_session_24_D24:8;conv-43_session_27_D27:24;conv-43_session_27_D27:27;conv-43_session_20_D20:31;conv-43_session_27_D27:22;conv-43_session_20_D20:20;conv-43_session_7_D7:9;conv-43_session_14_D14:10,conv-43_session_27_D27:30;conv-43_session_27_D27:28;conv-43_session_24_D24:8;conv-43_session_27_D27:24;conv-43_session_27_D27:27;conv-43_session_20_D20:31;conv-43_session_27_D27:22;conv-43_session_20_D20:20;conv-43_session_7_D7:9;conv-43_session_14_D14:10,1,1,2,2,1,0,0
conv-43_qa_171,conv-43,10,10,conv-43_session_27_D27:32;conv-43_session_27_D27:33;conv-43_session_1_D1:14;conv-43_session_27_D27:39;conv-43_session_20_D20:31;conv-43_session_28_D28:6;conv-43_session_14_D14:10;conv-43_session_21_D21:2;conv-43_session_20_D20:42;conv-43_session_3_D3:18,conv-43_session_27_D27:32;conv-43_session_27_D27:33;conv-43_session_1_D1:14;conv-43_session_27_D27:39;conv-43_session_20_D20:31;conv-43_session_28_D28:6;conv-43_session_14_D14:10;conv-43_session_21_D21:2;conv-43_session_20_D20:42;conv-43_session_3_D3:18,1,1,2,2,1,0,0
conv-43_qa_172,conv-43,10,10,conv-43_session_28_D28:1;conv-43_session_28_D28:2;conv-43_session_29_D29:3;conv-43_session_11_D11:8;conv-43_session_14_D14:1;conv-43_session_29_D29:11;conv-43_session_29_D29:2;conv-43_session_12_D12:2;conv-43_session_27_D27:2;conv-43_session_11_D11:1,conv-43_session_28_D28:1;conv-43_session_28_D28:2;conv-43_session_29_D29:3;conv-43_session_11_D11:8;conv-43_session_14_D14:1;conv-43_session_29_D29:11;conv-43_session_29_D29:2;conv-43_session_12_D12:2;conv-43_session_27_D27:2;conv-43_session_11_D11:1,1,1,1,1,1,1,1
conv-43_qa_173,conv-43,10,10,conv-43_session_28_D28:1;conv-43_session_28_D28:3;conv-43_session_19_D19:2;conv-43_session_18_D18:4;conv-43_session_28_D28:4;conv-43_session_18_D18:2;conv-43_session_28_D28:7;conv-43_session_29_D29:13;conv-43_session_9_D9:6;conv-43_session_11_D11:8,conv-43_session_28_D28:1;conv-43_session_28_D28:3;conv-43_session_19_D19:2;conv-43_session_18_D18:4;conv-43_session_28_D28:4;conv-43_session_18_D18:2;conv-43_session_28_D28:7;conv-43_session_29_D29:13;conv-43_session_9_D9:6;conv-43_session_11_D11:8,1,1,2,2,1,0,0
conv-43_qa_174,conv-43,10,10,conv-43_session_26_D26:19;conv-43_session_28_D28:13;conv-43_session_6_D6:17;conv-43_session_6_D6:2;conv-43_session_22_D22:2;conv-43_session_28_D28:10;conv-43_session_15_D15:13;conv-43_session_28_D28:12;conv-43_session_26_D26:17;conv-43_session_26_D26:2,conv-43_session_26_D26:19;conv-43_session_28_D28:13;conv-43_session_6_D6:17;conv-43_session_6_D6:2;conv-43_session_22_D22:2;conv-43_session_28_D28:10;conv-43_session_15_D15:13;conv-43_session_28_D28:12;conv-43_session_26_D26:17;conv-43_session_26_D26:2,1,1,6,6,1,0,0
conv-43_qa_175,conv-43,10,10,conv-43_session_26_D26:2;conv-43_session_4_D4:2;conv-43_session_10_D10:5;conv-43_session_26_D26:4;conv-43_session_15_D15:13;conv-43_session_23_D23:1;conv-43_session_28_D28:2;conv-43_session_3_D3:2;conv-43_session_10_D10:1;conv-43_session_14_D14:6,conv-43_session_26_D26:2;conv-43_session_4_D4:2;conv-43_session_10_D10:5;conv-43_session_26_D26:4;conv-43_session_15_D15:13;conv-43_session_23_D23:1;conv-43_session_28_D28:2;conv-43_session_3_D3:2;conv-43_session_10_D10:1;conv-43_session_14_D14:6,1,1,99,99,1,0,0
conv-43_qa_176,conv-43,10,10,conv-43_session_29_D29:4;conv-43_session_29_D29:5;conv-43_session_25_D25:2;conv-43_session_7_D7:9;conv-43_session_29_D29:6;conv-43_session_25_D25:3;conv-43_session_3_D3:15;conv-43_session_3_D3:13;conv-43_session_11_D11:22;conv-43_session_13_D13:10,conv-43_session_29_D29:4;conv-43_session_29_D29:5;conv-43_session_25_D25:2;conv-43_session_7_D7:9;conv-43_session_29_D29:6;conv-43_session_25_D25:3;conv-43_session_3_D3:15;conv-43_session_3_D3:13;conv-43_session_11_D11:22;conv-43_session_13_D13:10,1,1,5,5,1,0,0
conv-43_qa_177,conv-43,10,10,conv-43_session_29_D29:11;conv-43_session_11_D11:7;conv-43_session_15_D15:13;conv-43_session_11_D11:8;conv-43_session_4_D4:2;conv-43_session_26_D26:2;conv-43_session_28_D28:2;conv-43_session_10_D10:1;conv-43_session_11_D11:9;conv-43_session_13_D13:17,conv-43_session_29_D29:11;conv-43_session_11_D11:7;conv-43_session_15_D15:13;conv-43_session_11_D11:8;conv-43_session_4_D4:2;conv-43_session_26_D26:2;conv-43_session_28_D28:2;conv-43_session_10_D10:1;conv-43_session_11_D11:9;conv-43_session_13_D13:17,1,1,99,99,1,0,0
conv-43_qa_18,conv-43,10,10,conv-43_session_19_D19:18;conv-43_session_22_D22:14;conv-43_session_4_D4:5;conv-43_session_11_D11:25;conv-43_session_28_D28:17;conv-43_session_19_D19:15;conv-43_session_19_D19:19;conv-43_session_12_D12:18;conv-43_session_15_D15:10;conv-43_session_20_D20:23,conv-43_session_19_D19:18;conv-43_session_22_D22:14;conv-43_session_4_D4:5;conv-43_session_11_D11:25;conv-43_session_28_D28:17;conv-43_session_19_D19:15;conv-43_session_19_D19:19;conv-43_session_12_D12:18;conv-43_session_15_D15:10;conv-43_session_20_D20:23,1,1,99,99,1,0,0
conv-43_qa_19,conv-43,10,10,conv-43_session_11_D11:19;conv-43_session_6_D6:17;conv-43_session_6_D6:15;conv-43_session_6_D6:18;conv-43_session_12_D12:26;conv-43_session_26_D26:19;conv-43_session_26_D26:21;conv-43_session_6_D6:16;conv-43_session_26_D26:17;conv-43_session_6_D6:10,conv-43_session_11_D11:19;conv-43_session_6_D6:17;conv-43_session_6_D6:15;conv-43_session_6_D6:18;conv-43_session_12_D12:26;conv-43_session_26_D26:19;conv-43_session_26_D26:21;conv-43_session_6_D6:16;conv-43_session_26_D26:17;conv-43_session_6_D6:10,1,1,3,3,1,0,0
conv-43_qa_2,conv-43,10,10,conv-43_session_12_D12:18;conv-43_session_20_D20:18;conv-43_session_20_D20:31;conv-43_session_2_D2:8;conv-43_session_14_D14:10;conv-43_session_20_D20:42;conv-43_session_6_D6:7;conv-43_session_8_D8:30;conv-43_session_9_D9:6;conv-43_session_12_D12:16,conv-43_session_12_D12:18;conv-43_session_20_D20:18;conv-43_session_20_D20:31;conv-43_session_2_D2:8;conv-43_session_14_D14:10;conv-43_session_20_D20:42;conv-43_session_6_D6:7;conv-43_session_8_D8:30;conv-43_session_9_D9:6;conv-43_session_12_D12:16,1,1,1,1,1,1,1
conv-43_qa_20,conv-43,10,10,conv-43_session_6_D6:3;conv-43_session_11_D11:7;conv-43_session_27_D27:36;conv-43_session_6_D6:4;conv-43_session_9_D9:8;conv-43_session_27_D27:39;conv-43_session_1_D1:17;conv-43_session_9_D9:10;conv-43_session_27_D27:37;conv-43_session_3_D3:19,conv-43_session_6_D6:3;conv-43_session_11_D11:7;conv-43_session_27_D27:36;conv-43_session_6_D6:4;conv-43_session_9_D9:8;conv-43_session_27_D27:39;conv-43_session_1_D1:17;conv-43_session_9_D9:10;conv-43_session_27_D27:37;conv-43_session_3_D3:19,1,1,1,1,1,1,1
conv-43_qa_21,conv-43,10,10,conv-43_session_29_D29:11;conv-43_session_11_D11:8;conv-43_session_9_D9:9;conv-43_session_3_D3:19;conv-43_session_1_D1:17;conv-43_session_9_D9:6;conv-43_session_15_D15:1;conv-43_session_9_D9:10;conv-43_session_20_D20:31;conv-43_session_6_D6:3,conv-43_session_29_D29:11;conv-43_session_11_D11:8;conv-43_session_9_D9:9;conv-43_session_3_D3:19;conv-43_session_1_D1:17;conv-43_session_9_D9:6;conv-43_session_15_D15:1;conv-43_session_9_D9:10;conv-43_session_20_D20:31;conv-43_session_6_D6:3,1,1,4,4,1,0,0
conv-43_qa_22,conv-43,10,10,conv-43_session_6_D6:3;conv-43_session_7_D7:1;conv-43_session_7_D7:8;conv-43_session_15_D15:13;conv-43_session_14_D14:3;conv-43_session_21_D21:2;conv-43_session_11_D11:3;conv-43_session_26_D26:2;conv-43_session_11_D11:5;conv-43_session_1_D1:2,conv-43_session_6_D6:3;conv-43_session_7_D7:1;conv-43_session_7_D7:8;conv-43_session_15_D15:13;conv-43_session_14_D14:3;conv-43_session_21_D21:2;conv-43_session_11_D11:3;conv-43_session_26_D26:2;conv-43_session_11_D11:5;conv-43_session_1_D1:2,1,1,2,2,1,0,0
conv-43_qa_23,conv-43,10,10,conv-43_session_7_D7:6;conv-43_session_7_D7:7;conv-43_session_13_D13:1;conv-43_session_28_D28:16;conv-43_session_11_D11:1;conv-43_session_2_D2:1;conv-43_session_10_D10:11;conv-43_session_14_D14:22;conv-43_session_1_D1:16;conv-43_session_9_D9:6,conv-43_session_7_D7:6;conv-43_session_7_D7:7;conv-43_session_13_D13:1;conv-43_session_28_D28:16;conv-43_session_11_D11:1;conv-43_session_2_D2:1;conv-43_session_10_D10:11;conv-43_session_14_D14:22;conv-43_session_1_D1:16;conv-43_session_9_D9:6,1,1,1,1,1,1,1
conv-43_qa_24,conv-43,10,10,conv-43_session_11_D11:7;conv-43_session_25_D25:1;conv-43_session_11_D11:9;conv-43_session_29_D29:1;conv-43_session_15_D15:33;conv-43_session_9_D9:12;conv-43_session_24_D24:3;conv-43_session_3_D3:17;conv-43_session_11_D11:2;conv-43_session_28_D28:6,conv-43_session_11_D11:7;conv-43_session_25_D25:1;conv-43_session_11_D11:9;conv-43_session_29_D29:1;conv-43_session_15_D15:33;conv-43_session_9_D9:12;conv-43_session_24_D24:3;conv-43_session_3_D3:17;conv-43_session_11_D11:2;conv-43_session_28_D28:6,1,1,99,99,1,0,0
conv-43_qa_25,conv-43,10,10,conv-43_session_23_D23:8;conv-43_session_26_D26:1;conv-43_session_28_D28:16;conv-43_session_12_D12:18;conv-43_session_8_D8:1;conv-43_session_26_D26:21;conv-43_session_16_D16:7;conv-43_session_19_D19:9;conv-43_session_11_D11:1;conv-43_session_6_D6:11,conv-43_session_23_D23:8;conv-43_session_26_D26:1;conv-43_session_28_D28:16;conv-43_session_12_D12:18;conv-43_session_8_D8:1;conv-43_session_26_D26:21;conv-43_session_16_D16:7;conv-43_session_19_D19:9;conv-43_session_11_D11:1;conv-43_session_6_D6:11,1,1,7,7,1,0,0
conv-43_qa_26,conv-43,10,10,conv-43_session_26_D26:34;conv-43_session_22_D22:15;conv-43_session_2_D2:15;conv-43_session_26_D26:36;conv-43_session_8_D8:16;conv-43_session_4_D4:7;conv-43_session_8_D8:17;conv-43_session_26_D26:38;conv-43_session_8_D8:27;conv-43_session_20_D20:31,conv-43_session_26_D26:34;conv-43_session_22_D22:15;conv-43_session_2_D2:15;conv-43_session_26_D26:36;conv-43_session_8_D8:16;conv-43_session_4_D4:7;conv-43_session_8_D8:17;conv-43_session_26_D26:38;conv-43_session_8_D8:27;conv-43_session_20_D20:31,1,1,4,4,1,0,0
conv-43_qa_27,conv-43,10,10,conv-43_session_9_D9:2;conv-43_session_18_D18:3;conv-43_session_14_D14:1;conv-43_session_18_D18:7;conv-43_session_18_D18:5;conv-43_session_14_D14:20;conv-43_session_20_D20:21;conv-43_session_20_D20:22;conv-43_session_9_D9:1;conv-43_session_20_D20:31,conv-43_session_9_D9:2;conv-43_session_18_D18:3;conv-43_session_14_D14:1;conv-43_session_18_D18:7;conv-43_session_18_D18:5;conv-43_session_14_D14:20;conv-43_session_20_D20:21;conv-43_session_20_D20:22;conv-43_session_9_D9:1;conv-43_session_20_D20:31,1,1,2,2,1,0,0
conv-43_qa_28,conv-43,10,10,conv-43_session_8_D8:14;conv-43_session_21_D21:12;conv-43_session_16_D16:12;conv-43_session_21_D21:11;conv-43_session_27_D27:25;conv-43_session_21_D21:10;conv-43_session_27_D27:17;conv-43_session_12_D12:16;conv-43_session_4_D4:13;conv-43_session_20_D20:21,conv-43_session_8_D8:14;conv-43_session_21_D21:12;conv-43_session_16_D16:12;conv-43_session_21_D21:11;conv-43_session_27_D27:25;conv-43_session_21_D21:10;conv-43_session_27_D27:17;conv-43_session_12_D12:16;conv-43_session_4_D4:13;conv-43_session_20_D20:21,1,1,1,1,1,1,1
