query_id,ranking_mismatch,score_mismatch,first_mismatch_rank,official_memory_id,rebuilt_memory_id,max_abs_score_diff_for_same_ranked_ids
conv-43_qa_148,0,1,,conv-43_session_21_D21:12,conv-43_session_21_D21:12,0.03530912383450158
conv-43_qa_149,0,1,,conv-43_session_28_D28:17,conv-43_session_28_D28:17,0.020546732410472668
conv-43_qa_150,0,1,,conv-43_session_22_D22:13,conv-43_session_22_D22:13,0.021733157034451
conv-43_qa_151,0,1,,conv-43_session_25_D25:1,conv-43_session_25_D25:1,0.018943426223856807
conv-43_qa_152,0,1,,conv-43_session_23_D23:3,conv-43_session_23_D23:3,0.022751712098115995
conv-43_qa_153,0,1,,conv-43_session_23_D23:9,conv-43_session_23_D23:9,0.03442231275564556
conv-43_qa_154,0,1,,conv-43_session_6_D6:5,conv-43_session_6_D6:5,0.017799201445091395
conv-43_qa_155,0,1,,conv-43_session_24_D24:14,conv-43_session_24_D24:14,0.0390626160841232
conv-43_qa_156,0,1,,conv-43_session_25_D25:2,conv-43_session_25_D25:2,0.018268926717716738
conv-43_qa_157,0,1,,conv-43_session_25_D25:3,conv-43_session_25_D25:3,0.03915125128114294
conv-43_qa_158,0,1,,conv-43_session_25_D25:13,conv-43_session_25_D25:13,0.0499451145422638
conv-43_qa_159,0,1,,conv-43_session_26_D26:3,conv-43_session_26_D26:3,0.04512311401099023
conv-43_qa_160,0,1,,conv-43_session_26_D26:6,conv-43_session_26_D26:6,0.03499100163234603
conv-43_qa_161,0,1,,conv-43_session_26_D26:19,conv-43_session_26_D26:19,0.047756503538659345
conv-43_qa_162,0,1,,conv-43_session_26_D26:34,conv-43_session_26_D26:34,0.04747077720990678
conv-43_qa_163,0,1,,conv-43_session_27_D27:11,conv-43_session_27_D27:11,0.03692425149679801
conv-43_qa_164,0,1,,conv-43_session_27_D27:5,conv-43_session_27_D27:5,0.036113515107012883
conv-43_qa_165,0,1,,conv-43_session_27_D27:4,conv-43_session_27_D27:4,0.03947806623165073
conv-43_qa_166,0,1,,conv-43_session_27_D27:19,conv-43_session_27_D27:19,0.01675784694449267
conv-43_qa_167,0,1,,conv-43_session_27_D27:24,conv-43_session_27_D27:24,0.03843649085854528
conv-43_qa_168,0,1,,conv-43_session_27_D27:24,conv-43_session_27_D27:24,0.035334262799858074
conv-43_qa_169,0,1,,conv-43_session_27_D27:28,conv-43_session_27_D27:28,0.052638697321825134
conv-43_qa_170,0,1,,conv-43_session_27_D27:28,conv-43_session_27_D27:28,0.028058036573650913
conv-43_qa_171,0,1,,conv-43_session_27_D27:32,conv-43_session_27_D27:32,0.035015210973532884
conv-43_qa_172,0,1,,conv-43_session_28_D28:1,conv-43_session_28_D28:1,0.046634480969320435
conv-43_qa_173,0,1,,conv-43_session_28_D28:1,conv-43_session_28_D28:1,0.04497864404645657
conv-43_qa_174,0,1,,conv-43_session_26_D26:19,conv-43_session_26_D26:19,0.027290278459668915
conv-43_qa_175,0,1,,conv-43_session_26_D26:2,conv-43_session_26_D26:2,0.02044351231643038
conv-43_qa_176,0,1,,conv-43_session_29_D29:4,conv-43_session_29_D29:4,0.0424893475097905
conv-43_qa_177,0,1,,conv-43_session_11_D11:7,conv-43_session_11_D11:7,0.02240645652622586
conv-44_qa_0,0,1,,conv-44_session_19_D19:26,conv-44_session_19_D19:26,0.021659679717999758
conv-44_qa_1,0,1,,conv-44_session_1_D1:2,conv-44_session_1_D1:2,0.06376784533224278
conv-44_qa_2,0,1,,conv-44_session_3_D3:11,conv-44_session_3_D3:11,0.02598180808536643
conv-44_qa_3,0,1,,conv-44_session_3_D3:11,conv-44_session_3_D3:11,0.04077198003149718
conv-44_qa_4,0,1,,conv-44_session_3_D3:18,conv-44_session_3_D3:18,0.013024685281119552
conv-44_qa_5,0,1,,conv-44_session_4_D4:1,conv-44_session_4_D4:1,0.03906030142051975
conv-44_qa_6,0,1,,conv-44_session_2_D2:1,conv-44_session_2_D2:1,0.03367598920736503
conv-44_qa_7,0,1,,conv-44_session_2_D2:5,conv-44_session_2_D2:5,0.03782437359174251
conv-44_qa_8,0,1,,conv-44_session_1_D1:12,conv-44_session_1_D1:12,0.013602657556160747
conv-44_qa_9,0,1,,conv-44_session_27_D27:2,conv-44_session_27_D27:2,0.024506623062162003
conv-44_qa_10,0,1,,conv-44_session_6_D6:4,conv-44_session_6_D6:4,0.0387829790537606
conv-44_qa_11,0,1,,conv-44_session_8_D8:3,conv-44_session_8_D8:3,0.03494826969401377
conv-44_qa_12,0,1,,conv-44_session_8_D8:7,conv-44_session_8_D8:7,0.02022602734838963
conv-44_qa_13,0,1,,conv-44_session_9_D9:1,conv-44_session_9_D9:1,0.03611852957803352
conv-44_qa_14,0,1,,conv-44_session_4_D4:4,conv-44_session_4_D4:4,0.020330915875770295
conv-44_qa_15,0,1,,conv-44_session_15_D15:1,conv-44_session_15_D15:1,0.018986460846323938
conv-44_qa_16,0,1,,conv-44_session_26_D26:23,conv-44_session_26_D26:23,0.028148718638241643
conv-44_qa_17,0,1,,conv-44_session_26_D26:18,conv-44_session_26_D26:18,0.014374552249412753
conv-44_qa_18,0,1,,conv-44_session_2_D2:1,conv-44_session_2_D2:1,0.03009133952505172
conv-44_qa_19,0,1,,conv-44_session_9_D9:8,conv-44_session_9_D9:8,0.022272407876112954
conv-44_qa_20,0,1,,conv-44_session_10_D10:27,conv-44_session_10_D10:27,0.021642472981319383
conv-44_qa_21,0,1,,conv-44_session_14_D14:2,conv-44_session_14_D14:2,0.03522372224298609
conv-44_qa_22,0,1,,conv-44_session_16_D16:13,conv-44_session_16_D16:13,0.022393061549257354
conv-44_qa_23,0,1,,conv-44_session_18_D18:17,conv-44_session_18_D18:17,0.027053345051128552
conv-44_qa_24,0,1,,conv-44_session_27_D27:9,conv-44_session_27_D27:9,0.010425803838063796
conv-44_qa_25,0,1,,conv-44_session_17_D17:1,conv-44_session_17_D17:1,0.046257975070910895
conv-44_qa_26,0,1,,conv-44_session_21_D21:5,conv-44_session_21_D21:5,0.027591761539485393
conv-44_qa_27,0,1,,conv-44_session_3_D3:9,conv-44_session_3_D3:9,0.019537268606220515
conv-44_qa_28,0,1,,conv-44_session_17_D17:8,conv-44_session_17_D17:8,0.026916399812869418
conv-44_qa_29,0,1,,conv-44_session_1_D1:7,conv-44_session_1_D1:7,0.015295665595542074
conv-44_qa_30,0,1,,conv-44_session_20_D20:1,conv-44_session_20_D20:1,0.04267497798617548
conv-44_qa_31,0,1,,conv-44_session_4_D4:20,conv-44_session_4_D4:20,0.023744336449391668
conv-44_qa_32,0,1,,conv-44_session_3_D3:26,conv-44_session_3_D3:26,0.03365765402055132
conv-44_qa_33,0,1,,conv-44_session_27_D27:9,conv-44_session_27_D27:9,0.01704123014493364
conv-44_qa_34,0,1,,conv-44_session_24_D24:6,conv-44_session_24_D24:6,0.03371992587382522
conv-44_qa_35,0,1,,conv-44_session_1_D1:6,conv-44_session_1_D1:6,0.033249539036648734
conv-44_qa_36,0,1,,conv-44_session_10_D10:27,conv-44_session_10_D10:27,0.033649555120639274
conv-44_qa_37,0,1,,conv-44_session_8_D8:12,conv-44_session_8_D8:12,0.017724509131942456
conv-44_qa_38,0,1,,conv-44_session_25_D25:1,conv-44_session_25_D25:1,0.050675726964521495
conv-44_qa_39,0,1,,conv-44_session_17_D17:8,conv-44_session_17_D17:8,0.021039136578413054
conv-44_qa_40,0,1,,conv-44_session_5_D5:7,conv-44_session_5_D5:7,0.019286563176126537
conv-44_qa_41,0,1,,conv-44_session_19_D19:12,conv-44_session_19_D19:12,0.017767529300540152
conv-44_qa_42,0,1,,conv-44_session_26_D26:5,conv-44_session_26_D26:5,0.02259076368468893
conv-44_qa_43,0,1,,conv-44_session_5_D5:6,conv-44_session_5_D5:6,0.019437511658274564
conv-44_qa_44,0,1,,conv-44_session_26_D26:14,conv-44_session_26_D26:14,0.02275438928207052
conv-44_qa_45,0,1,,conv-44_session_1_D1:12,conv-44_session_1_D1:12,0.038768562704030174
conv-44_qa_46,0,1,,conv-44_session_1_D1:12,conv-44_session_1_D1:12,0.0329144619147681
conv-44_qa_47,0,1,,conv-44_session_28_D28:13,conv-44_session_28_D28:13,0.03279635571519579
conv-44_qa_48,0,1,,conv-44_session_1_D1:12,conv-44_session_1_D1:12,0.026362585298345564
conv-44_qa_49,0,1,,conv-44_session_15_D15:15,conv-44_session_15_D15:15,0.015524597660512063
conv-44_qa_50,0,1,,conv-44_session_16_D16:6,conv-44_session_16_D16:6,0.01747680897702364
conv-44_qa_51,0,1,,conv-44_session_17_D17:8,conv-44_session_17_D17:8,0.029987966828724844
conv-44_qa_52,0,1,,conv-44_session_20_D20:15,conv-44_session_20_D20:15,0.027504437094676426
conv-44_qa_53,0,1,,conv-44_session_1_D1:12,conv-44_session_1_D1:12,0.04466700086685993
conv-44_qa_54,0,1,,conv-44_session_23_D23:10,conv-44_session_23_D23:10,0.0276164104453982
conv-44_qa_55,0,1,,conv-44_session_9_D9:8,conv-44_session_9_D9:8,0.034082271591704405
conv-44_qa_56,0,1,,conv-44_session_2_D2:12,conv-44_session_2_D2:12,0.021869380073057165
conv-44_qa_57,0,1,,conv-44_session_28_D28:14,conv-44_session_28_D28:14,0.026116574344353438
conv-44_qa_58,0,1,,conv-44_session_26_D26:21,conv-44_session_26_D26:21,0.019675884141199695
conv-44_qa_59,0,1,,conv-44_session_24_D24:4,conv-44_session_24_D24:4,0.013354683756206631
conv-44_qa_60,0,1,,conv-44_session_27_D27:5,conv-44_session_27_D27:5,0.01822046872557359
conv-44_qa_61,0,1,,conv-44_session_1_D1:15,conv-44_session_1_D1:15,0.02800522341519507
conv-44_qa_62,0,1,,conv-44_session_2_D2:18,conv-44_session_2_D2:18,0.02027419817506604
conv-44_qa_63,0,1,,conv-44_session_3_D3:13,conv-44_session_3_D3:13,0.03606141637284965
conv-44_qa_64,0,1,,conv-44_session_19_D19:19,conv-44_session_19_D19:19,0.019067948038813176
conv-44_qa_65,0,1,,conv-44_session_4_D4:25,conv-44_session_4_D4:25,0.028360886581682898
conv-44_qa_66,0,1,,conv-44_session_5_D5:1,conv-44_session_5_D5:1,0.025783953375679847
conv-44_qa_67,0,1,,conv-44_session_5_D5:7,conv-44_session_5_D5:7,0.0545877245780666
conv-44_qa_68,0,1,,conv-44_session_6_D6:3,conv-44_session_6_D6:3,0.021618501231939646
conv-44_qa_69,0,1,,conv-44_session_6_D6:3,conv-44_session_6_D6:3,0.026753630929682526
conv-44_qa_70,0,1,,conv-44_session_6_D6:4,conv-44_session_6_D6:4,0.04238674656557073
conv-44_qa_71,0,1,,conv-44_session_24_D24:1,conv-44_session_24_D24:1,0.030357187889578086
conv-44_qa_72,0,1,,conv-44_session_6_D6:12,conv-44_session_6_D6:12,0.04322251049620984
conv-44_qa_73,0,1,,conv-44_session_7_D7:8,conv-44_session_7_D7:8,0.032118943831392244
conv-44_qa_74,0,1,,conv-44_session_5_D5:5,conv-44_session_5_D5:5,0.03560344575720098
conv-44_qa_75,0,1,,conv-44_session_8_D8:1,conv-44_session_8_D8:1,0.03415809877748144
conv-44_qa_76,0,1,,conv-44_session_8_D8:14,conv-44_session_8_D8:14,0.02884934978404141
conv-44_qa_77,0,1,,conv-44_session_9_D9:5,conv-44_session_9_D9:5,0.04431368110054379
conv-44_qa_78,0,1,,conv-44_session_9_D9:23,conv-44_session_9_D9:23,0.02604055329164101
conv-44_qa_79,0,1,,conv-44_session_10_D10:23,conv-44_session_10_D10:23,0.02169190278275357
conv-44_qa_80,0,1,,conv-44_session_10_D10:22,conv-44_session_10_D10:22,0.04164325549226966
conv-44_qa_81,0,1,,conv-44_session_20_D20:1,conv-44_session_20_D20:1,0.027837614300170177
conv-44_qa_82,0,1,,conv-44_session_13_D13:8,conv-44_session_13_D13:8,0.04283492700960512
conv-44_qa_83,0,1,,conv-44_session_13_D13:8,conv-44_session_13_D13:8,0.04252957134914759
conv-44_qa_84,0,1,,conv-44_session_19_D19:26,conv-44_session_19_D19:26,0.04030106362341135
conv-44_qa_85,0,1,,conv-44_session_14_D14:2,conv-44_session_14_D14:2,0.03390431658273174
conv-44_qa_86,0,1,,conv-44_session_14_D14:4,conv-44_session_14_D14:4,0.01688283026875581
conv-44_qa_87,0,1,,conv-44_session_7_D7:3,conv-44_session_7_D7:3,0.01327660383756668
conv-44_qa_88,0,1,,conv-44_session_19_D19:5,conv-44_session_19_D19:5,0.01909019419885638
conv-44_qa_89,0,1,,conv-44_session_17_D17:4,conv-44_session_17_D17:4,0.03557166660178712
conv-44_qa_90,0,1,,conv-44_session_18_D18:6,conv-44_session_18_D18:6,0.02912517127912917
conv-44_qa_91,0,1,,conv-44_session_18_D18:10,conv-44_session_18_D18:10,0.045347057992771944
conv-44_qa_92,0,1,,conv-44_session_18_D18:10,conv-44_session_18_D18:10,0.02977250182703539
conv-44_qa_93,0,1,,conv-44_session_19_D19:4,conv-44_session_19_D19:4,0.023796580334613626
conv-44_qa_94,0,1,,conv-44_session_3_D3:6,conv-44_session_3_D3:6,0.02069273747021727
conv-44_qa_95,0,1,,conv-44_session_19_D19:22,conv-44_session_19_D19:22,0.025885758605024733
conv-44_qa_96,0,1,,conv-44_session_20_D20:23,conv-44_session_20_D20:23,0.04354281103342483
conv-44_qa_97,0,1,,conv-44_session_20_D20:33,conv-44_session_20_D20:33,0.05221480285662672
conv-44_qa_98,0,1,,conv-44_session_20_D20:35,conv-44_session_20_D20:35,0.04772494143092665
conv-44_qa_99,0,1,,conv-44_session_21_D21:2,conv-44_session_21_D21:2,0.038265946064611533
conv-44_qa_100,0,1,,conv-44_session_22_D22:1,conv-44_session_22_D22:1,0.027447807368996546
conv-44_qa_101,0,1,,conv-44_session_22_D22:7,conv-44_session_22_D22:7,0.03732237333340205
conv-44_qa_102,0,1,,conv-44_session_22_D22:6,conv-44_session_22_D22:6,0.036488144867841577
conv-44_qa_103,0,1,,conv-44_session_22_D22:7,conv-44_session_22_D22:7,0.04569758691021519
conv-44_qa_104,0,1,,conv-44_session_13_D13:4,conv-44_session_13_D13:4,0.026027642386170502
conv-44_qa_105,0,1,,conv-44_session_23_D23:13,conv-44_session_23_D23:13,0.02881815026107093
conv-44_qa_106,0,1,,conv-44_session_23_D23:2,conv-44_session_23_D23:2,0.04488800266656945
conv-44_qa_107,0,1,,conv-44_session_23_D23:12,conv-44_session_23_D23:12,0.023062758058844945
conv-44_qa_108,0,1,,conv-44_session_17_D17:8,conv-44_session_17_D17:8,0.021309587467051916
conv-44_qa_109,0,1,,conv-44_session_23_D23:24,conv-44_session_23_D23:24,0.01972640561609862
conv-44_qa_110,0,1,,conv-44_session_24_D24:8,conv-44_session_24_D24:8,0.042173790671443
conv-44_qa_111,0,1,,conv-44_session_24_D24:8,conv-44_session_24_D24:8,0.05589944746391229
conv-44_qa_112,0,1,,conv-44_session_3_D3:11,conv-44_session_3_D3:11,0.03390700221669629
conv-44_qa_113,0,1,,conv-44_session_25_D25:8,conv-44_session_25_D25:8,0.030311364194485435
conv-44_qa_114,0,1,,conv-44_session_26_D26:20,conv-44_session_26_D26:20,0.051698354751287035
conv-44_qa_115,0,1,,conv-44_session_26_D26:20,conv-44_session_26_D26:20,0.028957725102704224
conv-44_qa_116,0,1,,conv-44_session_26_D26:36,conv-44_session_26_D26:36,0.03848366078307963
conv-44_qa_117,0,1,,conv-44_session_10_D10:1,conv-44_session_10_D10:1,0.0170321152638222
conv-44_qa_118,0,1,,conv-44_session_27_D27:4,conv-44_session_27_D27:4,0.041054897889162056
conv-44_qa_119,0,1,,conv-44_session_27_D27:10,conv-44_session_27_D27:10,0.025378524148492954
conv-44_qa_120,0,1,,conv-44_session_27_D27:14,conv-44_session_27_D27:14,0.038171649775433636
conv-44_qa_121,0,1,,conv-44_session_28_D28:10,conv-44_session_28_D28:10,0.042938461494394176
conv-44_qa_122,0,1,,conv-44_session_28_D28:13,conv-44_session_28_D28:13,0.03948249067704834
conv-47_qa_0,0,1,,conv-47_session_9_D9:5,conv-47_session_9_D9:5,0.012202889201059497
conv-47_qa_1,0,1,,conv-47_session_14_D14:19,conv-47_session_14_D14:19,0.036265475035172745
conv-47_qa_2,0,1,,conv-47_session_6_D6:16,conv-47_session_6_D6:16,0.015742912146064825
conv-47_qa_3,0,1,,conv-47_session_15_D15:1,conv-47_session_15_D15:1,0.018512518044826676
conv-47_qa_4,0,1,,conv-47_session_24_D24:15,conv-47_session_24_D24:15,0.04835311739378678
conv-47_qa_5,0,1,,conv-47_session_28_D28:26,conv-47_session_28_D28:26,0.020081750230164674
conv-47_qa_6,0,1,,conv-47_session_14_D14:17,conv-47_session_14_D14:17,0.01308243731023917
conv-47_qa_7,0,1,,conv-47_session_5_D5:1,conv-47_session_5_D5:1,0.02827610500887756
conv-47_qa_8,0,1,,conv-47_session_9_D9:16,conv-47_session_9_D9:16,0.017349311955757063
conv-47_qa_9,0,1,,conv-47_session_31_D31:13,conv-47_session_31_D31:13,0.02157502073374662
conv-47_qa_10,0,1,,conv-47_session_21_D21:3,conv-47_session_21_D21:3,0.04084887505420376
conv-47_qa_11,0,1,,conv-47_session_16_D16:12,conv-47_session_16_D16:12,0.01808288371190714
conv-47_qa_12,0,1,,conv-47_session_23_D23:1,conv-47_session_23_D23:1,0.03556107809884912
conv-47_qa_13,0,1,,conv-47_session_6_D6:12,conv-47_session_6_D6:12,0.04052880821933336
conv-47_qa_14,0,1,,conv-47_session_8_D8:11,conv-47_session_8_D8:11,0.044318542316949205
conv-47_qa_15,0,1,,conv-47_session_8_D8:22,conv-47_session_8_D8:22,0.04168543617590004
conv-47_qa_16,0,1,,conv-47_session_8_D8:34,conv-47_session_8_D8:34,0.051324690834094966
conv-47_qa_17,0,1,,conv-47_session_24_D24:2,conv-47_session_24_D24:2,0.02849263663313062
conv-47_qa_18,0,1,,conv-47_session_14_D14:11,conv-47_session_14_D14:11,0.042461707100061474
conv-47_qa_19,0,1,,conv-47_session_29_D29:8,conv-47_session_29_D29:8,0.023565492722930514
conv-47_qa_20,0,1,,conv-47_session_10_D10:5,conv-47_session_10_D10:5,0.0284454975326196
conv-47_qa_21,0,1,,conv-47_session_10_D10:5,conv-47_session_10_D10:5,0.03375549396878075
conv-47_qa_22,0,1,,conv-47_session_10_D10:5,conv-47_session_10_D10:5,0.03355128164122734
conv-47_qa_23,0,1,,conv-47_session_13_D13:5,conv-47_session_13_D13:5,0.035839994578967804
conv-47_qa_24,0,1,,conv-47_session_3_D3:18,conv-47_session_3_D3:18,0.01891492847681664
conv-47_qa_25,0,1,,conv-47_session_13_D13:13,conv-47_session_13_D13:13,0.019152683840758078
conv-47_qa_26,0,1,,conv-47_session_6_D6:14,conv-47_session_6_D6:14,0.04277861215334333
conv-47_qa_27,1,1,7,conv-47_session_6_D6:1,conv-47_session_1_D1:6,0.013591563347469915
conv-47_qa_28,0,1,,conv-47_session_15_D15:11,conv-47_session_15_D15:11,0.03757506748978212
conv-47_qa_29,0,1,,conv-47_session_31_D31:1,conv-47_session_31_D31:1,0.012458004297188019
conv-47_qa_30,0,1,,conv-47_session_16_D16:13,conv-47_session_16_D16:13,0.030112075632484636
conv-47_qa_31,0,1,,conv-47_session_16_D16:13,conv-47_session_16_D16:13,0.03131841500841759
conv-47_qa_32,0,1,,conv-47_session_16_D16:13,conv-47_session_16_D16:13,0.056953513533112954
conv-47_qa_33,0,1,,conv-47_session_28_D28:9,conv-47_session_28_D28:9,0.015981823775813142
conv-47_qa_34,0,1,,conv-47_session_16_D16:13,conv-47_session_16_D16:13,0.030896098365756686
conv-47_qa_35,0,1,,conv-47_session_16_D16:10,conv-47_session_16_D16:10,0.030309150295463105
conv-47_qa_36,0,1,,conv-47_session_17_D17:25,conv-47_session_17_D17:25,0.04901731881999005
conv-47_qa_37,0,1,,conv-47_session_17_D17:29,conv-47_session_17_D17:29,0.03957256183505731
conv-47_qa_38,0,1,,conv-47_session_13_D13:4,conv-47_session_13_D13:4,0.020529226567304715
conv-47_qa_39,0,1,,conv-47_session_13_D13:5,conv-47_session_13_D13:5,0.029299028746186728
conv-47_qa_40,0,1,,conv-47_session_2_D2:17,conv-47_session_2_D2:17,0.029956832472610717
conv-47_qa_41,0,1,,conv-47_session_29_D29:8,conv-47_session_29_D29:8,0.035305653588092234
conv-47_qa_42,0,1,,conv-47_session_19_D19:12,conv-47_session_19_D19:12,0.05320569322977864
conv-47_qa_43,0,1,,conv-47_session_20_D20:15,conv-47_session_20_D20:15,0.02781830858221479
conv-47_qa_44,0,1,,conv-47_session_21_D21:14,conv-47_session_21_D21:14,0.04325450497959071
conv-47_qa_45,0,1,,conv-47_session_23_D23:3,conv-47_session_23_D23:3,0.03266980361626759
conv-47_qa_46,0,1,,conv-47_session_23_D23:3,conv-47_session_23_D23:3,0.03660927006705794
conv-47_qa_47,1,1,7,conv-47_session_4_D4:11,conv-47_session_4_D4:7,0.03895064867800313
conv-47_qa_48,0,1,,conv-47_session_23_D23:5,conv-47_session_23_D23:5,0.05986934068487759
conv-47_qa_49,0,1,,conv-47_session_23_D23:8,conv-47_session_23_D23:8,0.03630012553283901
conv-47_qa_50,0,1,,conv-47_session_23_D23:13,conv-47_session_23_D23:13,0.03528590969171619
conv-47_qa_51,0,1,,conv-47_session_26_D26:9,conv-47_session_26_D26:9,0.01699415969839224
conv-47_qa_52,0,1,,conv-47_session_25_D25:7,conv-47_session_25_D25:7,0.03514739448102855
conv-47_qa_53,0,1,,conv-47_session_27_D27:7,conv-47_session_27_D27:7,0.020710254289638907
conv-47_qa_54,0,1,,conv-47_session_10_D10:8,conv-47_session_10_D10:8,0.019446477328323608
conv-47_qa_55,0,1,,conv-47_session_27_D27:1,conv-47_session_27_D27:1,0.03202635911152951
conv-47_qa_56,0,1,,conv-47_session_17_D17:31,conv-47_session_17_D17:31,0.02039231790331053
conv-47_qa_57,0,1,,conv-47_session_28_D28:19,conv-47_session_28_D28:19,0.02344692795418224
conv-47_qa_58,0,1,,conv-47_session_28_D28:27,conv-47_session_28_D28:27,0.052700713133284616
conv-47_qa_59,0,1,,conv-47_session_10_D10:4,conv-47_session_10_D10:4,0.03082000130758633
conv-47_qa_60,0,1,,conv-47_session_29_D29:2,conv-47_session_29_D29:2,0.024417941233529916
conv-47_qa_61,0,1,,conv-47_session_29_D29:8,conv-47_session_29_D29:8,0.030795460694180488
conv-47_qa_62,0,1,,conv-47_session_29_D29:8,conv-47_session_29_D29:8,0.043812887390843436
conv-47_qa_63,0,1,,conv-47_session_30_D30:1,conv-47_session_30_D30:1,0.04028325749269923
conv-47_qa_64,0,1,,conv-47_session_30_D30:4,conv-47_session_30_D30:4,0.036389342068770425
conv-47_qa_65,0,1,,conv-47_session_31_D31:9,conv-47_session_31_D31:9,0.04223179238814101
conv-47_qa_66,0,1,,conv-47_session_31_D31:2,conv-47_session_31_D31:2,0.035563603744200645
conv-47_qa_67,0,1,,conv-47_session_1_D1:10,conv-47_session_1_D1:10,0.03887537429216037
conv-47_qa_68,0,1,,conv-47_session_1_D1:11,conv-47_session_1_D1:11,0.03414160734420246
conv-47_qa_69,0,1,,conv-47_session_1_D1:14,conv-47_session_1_D1:14,0.03753227419361371
conv-47_qa_70,0,1,,conv-47_session_2_D2:10,conv-47_session_2_D2:10,0.05409379233821188
conv-47_qa_71,0,1,,conv-47_session_2_D2:19,conv-47_session_2_D2:19,0.017983828231598276
conv-47_qa_72,0,1,,conv-47_session_24_D24:13,conv-47_session_24_D24:13,0.028153283264843676
conv-47_qa_73,0,1,,conv-47_session_24_D24:15,conv-47_session_24_D24:15,0.03485050371581666
conv-47_qa_74,0,1,,conv-47_session_3_D3:11,conv-47_session_3_D3:11,0.031217375478746145
conv-47_qa_75,0,1,,conv-47_session_4_D4:2,conv-47_session_4_D4:2,0.02804062480752112
conv-47_qa_76,0,1,,conv-47_session_4_D4:14,conv-47_session_4_D4:14,0.04401248263220925
conv-47_qa_77,0,1,,conv-47_session_4_D4:7,conv-47_session_4_D4:7,0.03479448041980815
conv-47_qa_78,0,1,,conv-47_session_15_D15:5,conv-47_session_15_D15:5,0.01952500567962656
conv-47_qa_79,0,1,,conv-47_session_31_D31:21,conv-47_session_31_D31:21,0.031689594960849554
conv-47_qa_80,0,1,,conv-47_session_6_D6:6,conv-47_session_6_D6:6,0.048732998205029965
conv-47_qa_81,0,1,,conv-47_session_6_D6:4,conv-47_session_6_D6:4,0.032465372013859906
conv-47_qa_82,0,1,,conv-47_session_16_D16:10,conv-47_session_16_D16:10,0.026362776696289725
conv-47_qa_83,0,1,,conv-47_session_6_D6:15,conv-47_session_6_D6:15,0.05659447155408781
conv-47_qa_84,0,1,,conv-47_session_7_D7:13,conv-47_session_7_D7:13,0.04565057751122659
conv-47_qa_85,0,1,,conv-47_session_9_D9:12,conv-47_session_9_D9:12,0.02646470221772157
conv-47_qa_86,0,1,,conv-47_session_9_D9:20,conv-47_session_9_D9:20,0.03432169600286583
conv-47_qa_87,0,1,,conv-47_session_9_D9:19,conv-47_session_9_D9:19,0.04066145816811506
conv-47_qa_88,0,1,,conv-47_session_20_D20:17,conv-47_session_20_D20:17,0.03633812548931026
conv-47_qa_89,0,1,,conv-47_session_10_D10:10,conv-47_session_10_D10:10,0.04684813211933836
conv-47_qa_90,0,1,,conv-47_session_10_D10:10,conv-47_session_10_D10:10,0.03302916212574658
conv-47_qa_91,0,1,,conv-47_session_11_D11:1,conv-47_session_11_D11:1,0.03607926875787504
conv-47_qa_92,0,1,,conv-47_session_11_D11:5,conv-47_session_11_D11:5,0.041167292518361265
conv-47_qa_93,0,1,,conv-47_session_12_D12:4,conv-47_session_12_D12:4,0.03497624300452662
conv-47_qa_94,0,1,,conv-47_session_1_D1:20,conv-47_session_1_D1:20,0.02381769864791483
conv-47_qa_95,0,1,,conv-47_session_13_D13:12,conv-47_session_13_D13:12,0.02611904253938757
conv-47_qa_96,0,1,,conv-47_session_13_D13:13,conv-47_session_13_D13:13,0.019577986972929784
conv-47_qa_97,0,1,,conv-47_session_13_D13:15,conv-47_session_13_D13:15,0.02910053188485584
conv-47_qa_98,0,1,,conv-47_session_14_D14:13,conv-47_session_14_D14:13,0.028760984737018713
conv-47_qa_99,0,1,,conv-47_session_15_D15:11,conv-47_session_15_D15:11,0.03402364965404381
conv-47_qa_100,0,1,,conv-47_session_15_D15:14,conv-47_session_15_D15:14,0.02973799512680131
conv-47_qa_101,0,1,,conv-47_session_16_D16:8,conv-47_session_16_D16:8,0.030489024266886933
conv-47_qa_102,0,1,,conv-47_session_16_D16:9,conv-47_session_16_D16:9,0.04619349267810513
conv-47_qa_103,0,1,,conv-47_session_23_D23:19,conv-47_session_23_D23:19,0.02808095332403182
conv-47_qa_104,0,1,,conv-47_session_16_D16:11,conv-47_session_16_D16:11,0.038290783605114065
conv-47_qa_105,0,1,,conv-47_session_16_D16:13,conv-47_session_16_D16:13,0.04147692686349824
conv-47_qa_106,0,1,,conv-47_session_19_D19:3,conv-47_session_19_D19:3,0.02531540068385363
conv-47_qa_107,0,1,,conv-47_session_18_D18:1,conv-47_session_18_D18:1,0.05021002655998785
conv-47_qa_108,0,1,,conv-47_session_10_D10:4,conv-47_session_10_D10:4,0.03171839324848502
conv-47_qa_109,0,1,,conv-47_session_18_D18:14,conv-47_session_18_D18:14,0.048583120523407075
conv-47_qa_110,0,1,,conv-47_session_19_D19:3,conv-47_session_19_D19:3,0.05236889152648505
conv-47_qa_111,0,1,,conv-47_session_5_D5:4,conv-47_session_5_D5:4,0.02885675834932888
conv-47_qa_112,0,1,,conv-47_session_19_D19:7,conv-47_session_19_D19:7,0.030010534338405392
conv-47_qa_113,0,1,,conv-47_session_19_D19:14,conv-47_session_19_D19:14,0.03735254431510926
