variant,query_id,category,category_label,gold_count,MRR@10,Hit@1,Hit@5,Hit@10,Recall@10,nDCG@10
RawER,conv-44_qa_62,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_63,4,Single-Hop,1,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333
RawER,conv-44_qa_64,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-44_qa_65,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_66,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_67,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_68,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-44_qa_69,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_70,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_71,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-44_qa_72,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_73,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_74,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_75,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_76,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_77,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_78,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_79,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_80,4,Single-Hop,1,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333
RawER,conv-44_qa_81,4,Single-Hop,1,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222
RawER,conv-44_qa_82,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_83,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_84,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-44_qa_85,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_86,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-44_qa_87,4,Single-Hop,1,0.25,0.0,1.0,1.0,1.0,0.43067655807339306
RawER,conv-44_qa_88,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-44_qa_89,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_90,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_91,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_92,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-44_qa_93,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_94,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-44_qa_95,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-44_qa_96,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_97,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_98,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_99,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_100,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_101,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_102,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_103,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_104,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_105,4,Single-Hop,1,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333
RawER,conv-44_qa_106,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_107,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_108,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_109,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_110,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_111,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-44_qa_112,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-44_qa_113,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_114,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_115,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_116,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_117,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-44_qa_118,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_119,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_120,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_121,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-44_qa_122,4,Single-Hop,1,0.125,0.0,0.0,1.0,1.0,0.31546487678572877
RawER,conv-47_qa_0,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_1,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_2,1,Multi-Hop,4,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_3,1,Multi-Hop,2,0.25,0.0,1.0,1.0,0.5,0.2640681225725909
RawER,conv-47_qa_4,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_5,1,Multi-Hop,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_6,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_7,3,Open-Domain,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_8,1,Multi-Hop,3,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_9,1,Multi-Hop,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_10,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_11,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_12,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_13,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_14,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_15,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_16,3,Open-Domain,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_17,3,Open-Domain,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_18,1,Multi-Hop,2,0.1111111111111111,0.0,0.0,1.0,0.5,0.18457569677956817
RawER,conv-47_qa_19,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_20,1,Multi-Hop,2,0.125,0.0,0.0,1.0,0.5,0.19342640361727081
RawER,conv-47_qa_21,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_22,1,Multi-Hop,3,0.1,0.0,0.0,1.0,0.3333333333333333,0.13565197343244778
RawER,conv-47_qa_23,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_24,1,Multi-Hop,3,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_25,3,Open-Domain,2,0.1,0.0,0.0,1.0,0.5,0.17723928678404774
RawER,conv-47_qa_26,1,Multi-Hop,4,1.0,1.0,1.0,1.0,0.75,0.787702056960637
RawER,conv-47_qa_27,1,Multi-Hop,2,0.5,0.0,1.0,1.0,0.5,0.38685280723454163
RawER,conv-47_qa_28,2,Temporal,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_29,2,Temporal,1,0.25,0.0,1.0,1.0,1.0,0.43067655807339306
RawER,conv-47_qa_30,3,Open-Domain,2,0.3333333333333333,0.0,1.0,1.0,1.0,0.48381288316677695
RawER,conv-47_qa_31,2,Temporal,2,1.0,1.0,1.0,1.0,1.0,0.8772153153380493
RawER,conv-47_qa_32,2,Temporal,1,0.125,0.0,0.0,1.0,1.0,0.31546487678572877
RawER,conv-47_qa_33,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_34,1,Multi-Hop,2,0.1,0.0,0.0,1.0,0.5,0.17723928678404774
RawER,conv-47_qa_35,3,Open-Domain,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_36,3,Open-Domain,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_37,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_38,1,Multi-Hop,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.7039180890341347
RawER,conv-47_qa_39,2,Temporal,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_40,1,Multi-Hop,4,1.0,1.0,1.0,1.0,0.25,0.3903800499921017
RawER,conv-47_qa_41,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_42,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_43,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_44,3,Open-Domain,2,1.0,1.0,1.0,1.0,0.5,0.6131471927654584
RawER,conv-47_qa_45,1,Multi-Hop,3,1.0,1.0,1.0,1.0,1.0,0.9134015924715543
RawER,conv-47_qa_46,2,Temporal,1,0.25,0.0,1.0,1.0,1.0,0.43067655807339306
RawER,conv-47_qa_47,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_48,2,Temporal,2,1.0,1.0,1.0,1.0,0.5,0.6131471927654584
RawER,conv-47_qa_49,1,Multi-Hop,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.7653606369886217
RawER,conv-47_qa_50,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_51,1,Multi-Hop,6,0.1,0.0,0.0,1.0,0.16666666666666666,0.0874717141014082
RawER,conv-47_qa_52,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_53,2,Temporal,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_54,1,Multi-Hop,2,0.1,0.0,0.0,1.0,0.5,0.17723928678404774
RawER,conv-47_qa_55,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_56,1,Multi-Hop,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_57,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_58,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_59,2,Temporal,1,0.25,0.0,1.0,1.0,1.0,0.43067655807339306
RawER,conv-47_qa_60,1,Multi-Hop,3,0.3333333333333333,0.0,1.0,1.0,1.0,0.5833416105149332
RawER,conv-47_qa_61,2,Temporal,2,1.0,1.0,1.0,1.0,0.5,0.6131471927654584
RawER,conv-47_qa_62,2,Temporal,3,1.0,1.0,1.0,1.0,1.0,0.8278123145308894
RawER,conv-47_qa_63,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_64,2,Temporal,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6713860725233041
RawER,conv-47_qa_65,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_66,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_67,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_68,4,Single-Hop,1,0.25,0.0,1.0,1.0,1.0,0.43067655807339306
RawER,conv-47_qa_69,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_70,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_71,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_72,4,Single-Hop,2,0.5,0.0,1.0,1.0,1.0,0.6052602440527057
RawER,conv-47_qa_73,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-47_qa_74,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_75,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_76,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_77,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_78,4,Single-Hop,1,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333
RawER,conv-47_qa_79,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_80,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_81,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_82,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_83,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_84,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_85,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_86,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-47_qa_87,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_88,4,Single-Hop,1,0.14285714285714285,0.0,0.0,1.0,1.0,0.3333333333333333
RawER,conv-47_qa_89,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_90,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_91,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_92,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_93,4,Single-Hop,2,0.5,0.0,1.0,1.0,1.0,0.6934264036172708
RawER,conv-47_qa_94,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_95,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_96,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_97,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_98,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_99,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_100,4,Single-Hop,1,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222
RawER,conv-47_qa_101,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_102,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_103,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_104,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_105,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_106,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_107,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_108,4,Single-Hop,1,0.1111111111111111,0.0,0.0,1.0,1.0,0.3010299956639812
RawER,conv-47_qa_109,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_110,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_111,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-47_qa_112,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_113,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_114,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_115,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_116,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_117,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-47_qa_118,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_119,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_120,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_121,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_122,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_123,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_124,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_125,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_126,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_127,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_128,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_129,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_130,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_131,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_132,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_133,4,Single-Hop,1,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222
RawER,conv-47_qa_134,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_135,4,Single-Hop,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-47_qa_136,4,Single-Hop,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-47_qa_137,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_138,4,Single-Hop,1,0.1,0.0,0.0,1.0,1.0,0.2890648263178879
RawER,conv-47_qa_139,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_140,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_141,4,Single-Hop,2,0.14285714285714285,0.0,0.0,1.0,0.5,0.20438239758848611
RawER,conv-47_qa_142,4,Single-Hop,2,0.125,0.0,0.0,1.0,0.5,0.19342640361727081
RawER,conv-47_qa_143,4,Single-Hop,2,1.0,1.0,1.0,1.0,1.0,0.8175295903539445
RawER,conv-47_qa_144,4,Single-Hop,1,0.1,0.0,0.0,1.0,1.0,0.2890648263178879
RawER,conv-47_qa_145,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_146,4,Single-Hop,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-47_qa_147,4,Single-Hop,1,0.2,0.0,1.0,1.0,1.0,0.38685280723454163
RawER,conv-47_qa_148,4,Single-Hop,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-47_qa_149,4,Single-Hop,1,0.125,0.0,0.0,1.0,1.0,0.31546487678572877
RawER,conv-49_qa_0,1,Multi-Hop,5,0.3333333333333333,0.0,1.0,1.0,0.8,0.5676648326913505
RawER,conv-49_qa_1,1,Multi-Hop,5,0.14285714285714285,0.0,0.0,1.0,0.2,0.11305340175787204
RawER,conv-49_qa_2,1,Multi-Hop,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.7653606369886217
RawER,conv-49_qa_3,1,Multi-Hop,2,0.5,0.0,1.0,1.0,1.0,0.6934264036172708
RawER,conv-49_qa_4,2,Temporal,1,0.5,0.0,1.0,1.0,1.0,0.6309297535714575
RawER,conv-49_qa_5,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_6,1,Multi-Hop,2,0.3333333333333333,0.0,1.0,1.0,0.5,0.3065735963827292
RawER,conv-49_qa_7,1,Multi-Hop,10,1.0,1.0,1.0,1.0,0.3,0.4440973278132557
RawER,conv-49_qa_8,1,Multi-Hop,4,0.5,0.0,1.0,1.0,0.5,0.44149241373678083
RawER,conv-49_qa_9,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_10,3,Open-Domain,4,0.2,0.0,1.0,1.0,0.25,0.15101961822780524
RawER,conv-49_qa_11,1,Multi-Hop,19,0.5,0.0,1.0,1.0,0.21052631578947367,0.3706355185414171
RawER,conv-49_qa_12,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_13,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_14,1,Multi-Hop,4,0.3333333333333333,0.0,1.0,1.0,0.5,0.36331756126716835
RawER,conv-49_qa_15,1,Multi-Hop,1,0.16666666666666666,0.0,0.0,1.0,1.0,0.3562071871080222
RawER,conv-49_qa_16,1,Multi-Hop,2,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_17,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_18,1,Multi-Hop,5,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_19,3,Open-Domain,11,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_20,3,Open-Domain,17,0.25,0.0,1.0,1.0,0.11764705882352941,0.1584091525685025
RawER,conv-49_qa_21,1,Multi-Hop,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.46927872602275644
RawER,conv-49_qa_22,2,Temporal,1,0.1,0.0,0.0,1.0,1.0,0.2890648263178879
RawER,conv-49_qa_23,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_24,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_25,2,Temporal,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_26,1,Multi-Hop,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.46927872602275644
RawER,conv-49_qa_27,3,Open-Domain,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_28,1,Multi-Hop,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_29,1,Multi-Hop,2,1.0,1.0,1.0,1.0,1.0,0.9197207891481876
RawER,conv-49_qa_30,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_31,3,Open-Domain,3,0.5,0.0,1.0,1.0,1.0,0.6005491084563833
RawER,conv-49_qa_32,1,Multi-Hop,2,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_33,1,Multi-Hop,2,0.5,0.0,1.0,1.0,1.0,0.6934264036172708
RawER,conv-49_qa_34,1,Multi-Hop,2,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_35,2,Temporal,1,1.0,1.0,1.0,1.0,1.0,1.0
RawER,conv-49_qa_36,1,Multi-Hop,3,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_37,1,Multi-Hop,7,0.25,0.0,1.0,1.0,0.14285714285714285,0.11838279295536291
RawER,conv-49_qa_38,3,Open-Domain,4,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_39,2,Temporal,2,0.5,0.0,1.0,1.0,1.0,0.6934264036172708
RawER,conv-49_qa_40,2,Temporal,1,0.3333333333333333,0.0,1.0,1.0,1.0,0.5
RawER,conv-49_qa_41,2,Temporal,1,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_42,1,Multi-Hop,4,1.0,1.0,1.0,1.0,0.5,0.6366824387328317
RawER,conv-49_qa_43,3,Open-Domain,3,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_44,1,Multi-Hop,5,0.5,0.0,1.0,1.0,0.2,0.21398626473452756
RawER,conv-49_qa_45,2,Temporal,3,0.1111111111111111,0.0,0.0,1.0,0.3333333333333333,0.14126697285982898
RawER,conv-49_qa_46,3,Open-Domain,4,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_47,2,Temporal,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.7653606369886217
RawER,conv-49_qa_48,1,Multi-Hop,4,1.0,1.0,1.0,1.0,0.5,0.5294362295028773
RawER,conv-49_qa_49,1,Multi-Hop,6,0.1111111111111111,0.0,0.0,1.0,0.3333333333333333,0.17856411732486627
RawER,conv-49_qa_50,1,Multi-Hop,8,0.3333333333333333,0.0,1.0,1.0,0.125,0.12647135138382856
RawER,conv-49_qa_51,3,Open-Domain,4,0.0,0.0,0.0,0.0,0.0,0.0
RawER,conv-49_qa_52,2,Temporal,3,0.25,0.0,1.0,1.0,0.3333333333333333,0.20210734650054757
RawER,conv-49_qa_53,2,Temporal,3,0.25,0.0,1.0,1.0,1.0,0.5400753810454857
RawER,conv-49_qa_54,1,Multi-Hop,3,0.1111111111111111,0.0,0.0,1.0,0.3333333333333333,0.14126697285982898
RawER,conv-49_qa_55,1,Multi-Hop,2,0.3333333333333333,0.0,1.0,1.0,0.5,0.3065735963827292
