qa_id,category,cell,scope_id,gold_memory_id,projection_ok,candidate_count,candidate_parity,commit_ms,rawerk_ms,sparse_index_ms,dense_index_ms,backend_fetch_ms,fusion_ms,time_to_top10_ms,fresh_hit_at_10,gold_rank,top10_ids
conv-43_qa_41,1,cassandra-materialized,conv-43,conv-43_session_15_D15:3,1,680,1,40.199,48.734,92.2018,100.4994,9.3495,3.8023,,0,,"[""conv-43_session_27_D27:35"", ""conv-43_session_4_D4:1"", ""conv-43_session_6_D6:6"", ""conv-43_session_4_D4:3"", ""conv-43_session_19_D19:3"", ""conv-43_session_4_D4:5"", ""conv-43_session_15_D15:9"", ""conv-43_session_19_D19:17"", ""conv-43_session_9_D9:5"", ""conv-43_session_20_D20:23""]"
conv-43_qa_41,1,neo4j-native,conv-43,conv-43_session_15_D15:3,1,680,1,42.0897,67.8375,97.6856,148.6101,49.0482,1.8294,,0,,"[""conv-43_session_27_D27:35"", ""conv-43_session_4_D4:1"", ""conv-43_session_6_D6:6"", ""conv-43_session_4_D4:3"", ""conv-43_session_19_D19:3"", ""conv-43_session_4_D4:5"", ""conv-43_session_15_D15:9"", ""conv-43_session_19_D19:17"", ""conv-43_session_9_D9:5"", ""conv-43_session_20_D20:23""]"
conv-43_qa_41,1,neo4j-materialized,conv-43,conv-43_session_15_D15:3,1,680,1,50.3278,51.8403,96.7985,147.5103,54.4056,1.4288,,0,,"[""conv-43_session_27_D27:35"", ""conv-43_session_4_D4:1"", ""conv-43_session_6_D6:6"", ""conv-43_session_4_D4:3"", ""conv-43_session_19_D19:3"", ""conv-43_session_4_D4:5"", ""conv-43_session_15_D15:9"", ""conv-43_session_19_D19:17"", ""conv-43_session_9_D9:5"", ""conv-43_session_20_D20:23""]"
conv-43_qa_42,1,cassandra-base,conv-43,conv-43_session_10_D10:4,1,680,1,4.7606,67.6779,95.4658,105.4275,8.4214,1.8082,,0,,"[""conv-43_session_15_D15:33"", ""conv-43_session_15_D15:32"", ""conv-43_session_24_D24:3"", ""conv-43_session_18_D18:12"", ""conv-43_session_26_D26:5"", ""conv-43_session_1_D1:17"", ""conv-43_session_10_D10:8"", ""conv-43_session_26_D26:37"", ""conv-43_session_15_D15:30"", ""conv-43_session_1_D1:5""]"
conv-43_qa_42,1,cassandra-materialized,conv-43,conv-43_session_10_D10:4,1,680,1,4.0461,24.7067,94.4181,105.3965,11.5543,1.5721,,0,,"[""conv-43_session_15_D15:33"", ""conv-43_session_15_D15:32"", ""conv-43_session_24_D24:3"", ""conv-43_session_18_D18:12"", ""conv-43_session_26_D26:5"", ""conv-43_session_1_D1:17"", ""conv-43_session_10_D10:8"", ""conv-43_session_26_D26:37"", ""conv-43_session_15_D15:30"", ""conv-43_session_1_D1:5""]"
conv-43_qa_42,1,neo4j-native,conv-43,conv-43_session_10_D10:4,1,680,1,6.0756,41.8445,95.6232,105.5541,41.1943,1.8377,,0,,"[""conv-43_session_15_D15:33"", ""conv-43_session_15_D15:32"", ""conv-43_session_24_D24:3"", ""conv-43_session_18_D18:12"", ""conv-43_session_26_D26:5"", ""conv-43_session_1_D1:17"", ""conv-43_session_10_D10:8"", ""conv-43_session_26_D26:37"", ""conv-43_session_15_D15:30"", ""conv-43_session_1_D1:5""]"
conv-43_qa_42,1,neo4j-materialized,conv-43,conv-43_session_10_D10:4,1,680,1,3.8435,5.7118,93.9795,105.506,46.598,1.4202,,0,,"[""conv-43_session_15_D15:33"", ""conv-43_session_15_D15:32"", ""conv-43_session_24_D24:3"", ""conv-43_session_18_D18:12"", ""conv-43_session_26_D26:5"", ""conv-43_session_1_D1:17"", ""conv-43_session_10_D10:8"", ""conv-43_session_26_D26:37"", ""conv-43_session_15_D15:30"", ""conv-43_session_1_D1:5""]"
conv-43_qa_43,1,cassandra-base,conv-43,conv-43_session_12_D12:20,1,680,1,40.3571,96.0392,125.7571,136.5675,14.4899,3.2427,154.3001,1,2,"[""conv-43_session_16_D16:12"", ""conv-43_session_12_D12:20"", ""conv-43_session_16_D16:9"", ""conv-43_session_12_D12:23"", ""conv-43_session_6_D6:15"", ""conv-43_session_12_D12:24"", ""conv-43_session_24_D24:3"", ""conv-43_session_12_D12:22"", ""conv-43_session_12_D12:21"", ""conv-43_session_16_D16:10""]"
conv-43_qa_43,1,cassandra-materialized,conv-43,conv-43_session_12_D12:20,1,680,1,40.1626,70.8488,124.4168,135.7962,15.8505,4.1346,155.7813,1,2,"[""conv-43_session_16_D16:12"", ""conv-43_session_12_D12:20"", ""conv-43_session_16_D16:9"", ""conv-43_session_12_D12:23"", ""conv-43_session_6_D6:15"", ""conv-43_session_12_D12:24"", ""conv-43_session_24_D24:3"", ""conv-43_session_12_D12:22"", ""conv-43_session_12_D12:21"", ""conv-43_session_16_D16:10""]"
conv-43_qa_43,1,neo4j-native,conv-43,conv-43_session_12_D12:20,1,680,1,28.1326,44.2732,123.6099,134.995,40.5359,2.0646,177.5955,1,2,"[""conv-43_session_16_D16:12"", ""conv-43_session_12_D12:20"", ""conv-43_session_16_D16:9"", ""conv-43_session_12_D12:23"", ""conv-43_session_6_D6:15"", ""conv-43_session_12_D12:24"", ""conv-43_session_24_D24:3"", ""conv-43_session_12_D12:22"", ""conv-43_session_12_D12:21"", ""conv-43_session_16_D16:10""]"
conv-43_qa_43,1,neo4j-materialized,conv-43,conv-43_session_12_D12:20,1,680,1,5.4197,6.7792,107.9001,135.8661,47.7681,1.5558,185.19,1,2,"[""conv-43_session_16_D16:12"", ""conv-43_session_12_D12:20"", ""conv-43_session_16_D16:9"", ""conv-43_session_12_D12:23"", ""conv-43_session_6_D6:15"", ""conv-43_session_12_D12:24"", ""conv-43_session_24_D24:3"", ""conv-43_session_12_D12:22"", ""conv-43_session_12_D12:21"", ""conv-43_session_16_D16:10""]"
conv-43_qa_44,2,cassandra-base,conv-43,conv-43_session_16_D16:14,1,680,1,23.4011,79.4801,106.1159,115.1303,9.9659,3.008,128.1042,1,1,"[""conv-43_session_16_D16:14"", ""conv-43_session_17_D17:3"", ""conv-43_session_11_D11:7"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:6"", ""conv-43_session_27_D27:4"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:4"", ""conv-43_session_1_D1:17"", ""conv-43_session_8_D8:35""]"
conv-43_qa_44,2,cassandra-materialized,conv-43,conv-43_session_16_D16:14,1,680,1,23.501,55.8003,105.8263,116.4301,13.3176,2.7007,132.4484,1,1,"[""conv-43_session_16_D16:14"", ""conv-43_session_17_D17:3"", ""conv-43_session_11_D11:7"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:6"", ""conv-43_session_27_D27:4"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:4"", ""conv-43_session_1_D1:17"", ""conv-43_session_8_D8:35""]"
conv-43_qa_44,2,neo4j-native,conv-43,conv-43_session_16_D16:14,1,680,1,5.1254,31.2534,106.0092,116.6141,44.569,1.7571,162.9402,1,1,"[""conv-43_session_16_D16:14"", ""conv-43_session_17_D17:3"", ""conv-43_session_11_D11:7"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:6"", ""conv-43_session_27_D27:4"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:4"", ""conv-43_session_1_D1:17"", ""conv-43_session_8_D8:35""]"
conv-43_qa_44,2,neo4j-materialized,conv-43,conv-43_session_16_D16:14,1,680,1,3.1521,4.1586,101.6197,114.2169,49.9493,1.3416,165.5078,1,1,"[""conv-43_session_16_D16:14"", ""conv-43_session_17_D17:3"", ""conv-43_session_11_D11:7"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:6"", ""conv-43_session_27_D27:4"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:4"", ""conv-43_session_1_D1:17"", ""conv-43_session_8_D8:35""]"
conv-43_qa_45,2,cassandra-base,conv-43,conv-43_session_18_D18:1,1,680,1,15.1058,71.8599,97.6482,106.7321,11.0622,3.5979,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_29_D29:13"", ""conv-43_session_29_D29:3"", ""conv-43_session_27_D27:3"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:1"", ""conv-43_session_21_D21:1"", ""conv-43_session_29_D29:9"", ""conv-43_session_11_D11:8"", ""conv-43_session_27_D27:5""]"
conv-43_qa_45,2,cassandra-materialized,conv-43,conv-43_session_18_D18:1,1,680,1,22.7437,49.5299,98.8107,108.9977,14.5151,2.8393,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_29_D29:13"", ""conv-43_session_29_D29:3"", ""conv-43_session_27_D27:3"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:1"", ""conv-43_session_21_D21:1"", ""conv-43_session_29_D29:9"", ""conv-43_session_11_D11:8"", ""conv-43_session_27_D27:5""]"
conv-43_qa_45,2,neo4j-native,conv-43,conv-43_session_18_D18:1,1,680,1,5.8551,6.9954,97.0268,108.8577,44.4742,1.887,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_29_D29:13"", ""conv-43_session_29_D29:3"", ""conv-43_session_27_D27:3"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:1"", ""conv-43_session_21_D21:1"", ""conv-43_session_29_D29:9"", ""conv-43_session_11_D11:8"", ""conv-43_session_27_D27:5""]"
conv-43_qa_45,2,neo4j-materialized,conv-43,conv-43_session_18_D18:1,1,680,1,5.6773,27.4692,98.4915,107.5791,49.5165,1.3661,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_29_D29:13"", ""conv-43_session_29_D29:3"", ""conv-43_session_27_D27:3"", ""conv-43_session_27_D27:2"", ""conv-43_session_28_D28:1"", ""conv-43_session_21_D21:1"", ""conv-43_session_29_D29:9"", ""conv-43_session_11_D11:8"", ""conv-43_session_27_D27:5""]"
conv-43_qa_46,2,cassandra-base,conv-43,conv-43_session_18_D18:1,1,680,1,2.0002,29.8573,102.9699,111.6854,11.2125,2.151,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_28_D28:9"", ""conv-43_session_29_D29:3"", ""conv-43_session_28_D28:1"", ""conv-43_session_6_D6:1"", ""conv-43_session_27_D27:2"", ""conv-43_session_18_D18:3"", ""conv-43_session_3_D3:18"", ""conv-43_session_28_D28:2"", ""conv-43_session_3_D3:2""]"
conv-43_qa_46,2,cassandra-materialized,conv-43,conv-43_session_18_D18:1,1,680,1,2.257,4.263,101.5647,111.2323,16.7949,2.42,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_28_D28:9"", ""conv-43_session_29_D29:3"", ""conv-43_session_28_D28:1"", ""conv-43_session_6_D6:1"", ""conv-43_session_27_D27:2"", ""conv-43_session_18_D18:3"", ""conv-43_session_3_D3:18"", ""conv-43_session_28_D28:2"", ""conv-43_session_3_D3:2""]"
conv-43_qa_46,2,neo4j-native,conv-43,conv-43_session_18_D18:1,1,680,1,22.7576,75.4193,103.5382,112.8413,41.1968,2.475,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_28_D28:9"", ""conv-43_session_29_D29:3"", ""conv-43_session_28_D28:1"", ""conv-43_session_6_D6:1"", ""conv-43_session_27_D27:2"", ""conv-43_session_18_D18:3"", ""conv-43_session_3_D3:18"", ""conv-43_session_28_D28:2"", ""conv-43_session_3_D3:2""]"
conv-43_qa_46,2,neo4j-materialized,conv-43,conv-43_session_18_D18:1,1,680,1,23.8487,54.0498,103.7901,112.8266,47.9951,1.3438,,0,,"[""conv-43_session_29_D29:11"", ""conv-43_session_28_D28:9"", ""conv-43_session_29_D29:3"", ""conv-43_session_28_D28:1"", ""conv-43_session_6_D6:1"", ""conv-43_session_27_D27:2"", ""conv-43_session_18_D18:3"", ""conv-43_session_3_D3:18"", ""conv-43_session_28_D28:2"", ""conv-43_session_3_D3:2""]"
conv-43_qa_47,2,cassandra-base,conv-43,conv-43_session_12_D12:2,1,680,1,37.1943,68.2685,94.5968,103.7386,7.3227,2.0027,113.064,1,5,"[""conv-43_session_12_D12:4"", ""conv-43_session_12_D12:8"", ""conv-43_session_12_D12:3"", ""conv-43_session_8_D8:31"", ""conv-43_session_12_D12:2"", ""conv-43_session_12_D12:6"", ""conv-43_session_14_D14:15"", ""conv-43_session_15_D15:13"", ""conv-43_session_12_D12:12"", ""conv-43_session_12_D12:7""]"
conv-43_qa_47,2,cassandra-materialized,conv-43,conv-43_session_12_D12:2,1,680,1,37.5856,46.2893,94.2641,104.6069,10.2948,2.094,116.9957,1,5,"[""conv-43_session_12_D12:4"", ""conv-43_session_12_D12:8"", ""conv-43_session_12_D12:3"", ""conv-43_session_8_D8:31"", ""conv-43_session_12_D12:2"", ""conv-43_session_12_D12:6"", ""conv-43_session_14_D14:15"", ""conv-43_session_15_D15:13"", ""conv-43_session_12_D12:12"", ""conv-43_session_12_D12:7""]"
conv-43_qa_47,2,neo4j-native,conv-43,conv-43_session_12_D12:2,1,680,1,3.5585,22.2606,92.063,102.3902,43.0765,1.607,147.0737,1,5,"[""conv-43_session_12_D12:4"", ""conv-43_session_12_D12:8"", ""conv-43_session_12_D12:3"", ""conv-43_session_8_D8:31"", ""conv-43_session_12_D12:2"", ""conv-43_session_12_D12:6"", ""conv-43_session_14_D14:15"", ""conv-43_session_15_D15:13"", ""conv-43_session_12_D12:12"", ""conv-43_session_12_D12:7""]"
conv-43_qa_47,2,neo4j-materialized,conv-43,conv-43_session_12_D12:2,1,680,1,2.5462,3.4384,93.0275,102.3771,46.4849,1.3923,150.2543,1,5,"[""conv-43_session_12_D12:4"", ""conv-43_session_12_D12:8"", ""conv-43_session_12_D12:3"", ""conv-43_session_8_D8:31"", ""conv-43_session_12_D12:2"", ""conv-43_session_12_D12:6"", ""conv-43_session_14_D14:15"", ""conv-43_session_15_D15:13"", ""conv-43_session_12_D12:12"", ""conv-43_session_12_D12:7""]"
conv-43_qa_48,1,cassandra-base,conv-43,conv-43_session_18_D18:2,1,680,1,2.4372,43.3412,90.0812,100.5204,12.7223,3.3242,116.5669,1,2,"[""conv-43_session_19_D19:6"", ""conv-43_session_18_D18:2"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:1"", ""conv-43_session_18_D18:4"", ""conv-43_session_8_D8:1"", ""conv-43_session_1_D1:5"", ""conv-43_session_13_D13:4"", ""conv-43_session_1_D1:3"", ""conv-43_session_18_D18:13""]"
conv-43_qa_48,1,cassandra-materialized,conv-43,conv-43_session_18_D18:2,1,680,1,2.6588,4.1918,89.974,100.0909,14.7274,3.3514,118.1697,1,2,"[""conv-43_session_19_D19:6"", ""conv-43_session_18_D18:2"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:1"", ""conv-43_session_18_D18:4"", ""conv-43_session_8_D8:1"", ""conv-43_session_1_D1:5"", ""conv-43_session_13_D13:4"", ""conv-43_session_1_D1:3"", ""conv-43_session_18_D18:13""]"
conv-43_qa_48,1,neo4j-native,conv-43,conv-43_session_18_D18:2,1,680,1,31.9076,68.3079,92.7055,102.4825,46.0708,2.4929,151.0462,1,2,"[""conv-43_session_19_D19:6"", ""conv-43_session_18_D18:2"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:1"", ""conv-43_session_18_D18:4"", ""conv-43_session_8_D8:1"", ""conv-43_session_1_D1:5"", ""conv-43_session_13_D13:4"", ""conv-43_session_1_D1:3"", ""conv-43_session_18_D18:13""]"
conv-43_qa_48,1,neo4j-materialized,conv-43,conv-43_session_18_D18:2,1,680,1,3.6086,25.1733,91.5954,101.0581,51.1081,1.4175,153.5837,1,2,"[""conv-43_session_19_D19:6"", ""conv-43_session_18_D18:2"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:1"", ""conv-43_session_18_D18:4"", ""conv-43_session_8_D8:1"", ""conv-43_session_1_D1:5"", ""conv-43_session_13_D13:4"", ""conv-43_session_1_D1:3"", ""conv-43_session_18_D18:13""]"
conv-43_qa_49,1,cassandra-base,conv-43,conv-43_session_18_D18:2,1,680,1,39.7258,73.5549,97.9449,107.4845,8.4889,4.27,120.2434,1,5,"[""conv-43_session_19_D19:6"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:10"", ""conv-43_session_24_D24:12"", ""conv-43_session_18_D18:2"", ""conv-43_session_21_D21:4"", ""conv-43_session_12_D12:24"", ""conv-43_session_15_D15:18"", ""conv-43_session_21_D21:8"", ""conv-43_session_16_D16:10""]"
conv-43_qa_49,1,cassandra-materialized,conv-43,conv-43_session_18_D18:2,1,680,1,37.984,51.146,95.2529,106.5824,7.8066,2.1426,116.5316,1,5,"[""conv-43_session_19_D19:6"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:10"", ""conv-43_session_24_D24:12"", ""conv-43_session_18_D18:2"", ""conv-43_session_21_D21:4"", ""conv-43_session_12_D12:24"", ""conv-43_session_15_D15:18"", ""conv-43_session_21_D21:8"", ""conv-43_session_16_D16:10""]"
conv-43_qa_49,1,neo4j-native,conv-43,conv-43_session_18_D18:2,1,680,1,5.1563,6.2282,51.0458,106.0997,42.7842,1.6715,150.5554,1,5,"[""conv-43_session_19_D19:6"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:10"", ""conv-43_session_24_D24:12"", ""conv-43_session_18_D18:2"", ""conv-43_session_21_D21:4"", ""conv-43_session_12_D12:24"", ""conv-43_session_15_D15:18"", ""conv-43_session_21_D21:8"", ""conv-43_session_16_D16:10""]"
conv-43_qa_49,1,neo4j-materialized,conv-43,conv-43_session_18_D18:2,1,680,1,3.7935,18.4898,49.8863,105.5681,45.7621,1.3338,152.664,1,5,"[""conv-43_session_19_D19:6"", ""conv-43_session_24_D24:10"", ""conv-43_session_19_D19:10"", ""conv-43_session_24_D24:12"", ""conv-43_session_18_D18:2"", ""conv-43_session_21_D21:4"", ""conv-43_session_12_D12:24"", ""conv-43_session_15_D15:18"", ""conv-43_session_21_D21:8"", ""conv-43_session_16_D16:10""]"
conv-43_qa_50,1,cassandra-base,conv-43,conv-43_session_19_D19:20,1,680,1,3.1374,67.4633,94.2572,104.3859,7.1472,3.4211,,0,,"[""conv-43_session_4_D4:10"", ""conv-43_session_5_D5:12"", ""conv-43_session_19_D19:6"", ""conv-43_session_22_D22:10"", ""conv-43_session_28_D28:16"", ""conv-43_session_14_D14:21"", ""conv-43_session_19_D19:16"", ""conv-43_session_18_D18:2"", ""conv-43_session_19_D19:17"", ""conv-43_session_19_D19:19""]"
conv-43_qa_50,1,cassandra-materialized,conv-43,conv-43_session_19_D19:20,1,680,1,4.099,24.1553,94.2809,104.5456,9.5153,4.6731,,0,,"[""conv-43_session_4_D4:10"", ""conv-43_session_5_D5:12"", ""conv-43_session_19_D19:6"", ""conv-43_session_22_D22:10"", ""conv-43_session_28_D28:16"", ""conv-43_session_14_D14:21"", ""conv-43_session_19_D19:16"", ""conv-43_session_18_D18:2"", ""conv-43_session_19_D19:17"", ""conv-43_session_19_D19:19""]"
conv-43_qa_50,1,neo4j-native,conv-43,conv-43_session_19_D19:20,1,680,1,18.2193,41.8034,94.3697,104.4555,47.8137,1.9192,,0,,"[""conv-43_session_4_D4:10"", ""conv-43_session_5_D5:12"", ""conv-43_session_19_D19:6"", ""conv-43_session_22_D22:10"", ""conv-43_session_28_D28:16"", ""conv-43_session_14_D14:21"", ""conv-43_session_19_D19:16"", ""conv-43_session_18_D18:2"", ""conv-43_session_19_D19:17"", ""conv-43_session_19_D19:19""]"
conv-43_qa_50,1,neo4j-materialized,conv-43,conv-43_session_19_D19:20,1,680,1,4.4232,5.6675,93.478,104.6965,51.714,1.6469,,0,,"[""conv-43_session_4_D4:10"", ""conv-43_session_5_D5:12"", ""conv-43_session_19_D19:6"", ""conv-43_session_22_D22:10"", ""conv-43_session_28_D28:16"", ""conv-43_session_14_D14:21"", ""conv-43_session_19_D19:16"", ""conv-43_session_18_D18:2"", ""conv-43_session_19_D19:17"", ""conv-43_session_19_D19:19""]"
conv-43_qa_51,3,cassandra-base,conv-43,conv-43_session_20_D20:2,1,680,1,20.9339,80.1866,103.0289,113.2635,4.5708,5.1261,122.9604,1,2,"[""conv-43_session_20_D20:4"", ""conv-43_session_20_D20:2"", ""conv-43_session_20_D20:8"", ""conv-43_session_20_D20:6"", ""conv-43_session_20_D20:10"", ""conv-43_session_20_D20:5"", ""conv-43_session_20_D20:3"", ""conv-43_session_20_D20:7"", ""conv-43_session_8_D8:10"", ""conv-43_session_8_D8:9""]"
conv-43_qa_51,3,cassandra-materialized,conv-43,conv-43_session_20_D20:2,1,680,1,22.3356,52.6136,103.8329,114.266,6.3828,2.3944,123.0432,1,2,"[""conv-43_session_20_D20:4"", ""conv-43_session_20_D20:2"", ""conv-43_session_20_D20:8"", ""conv-43_session_20_D20:6"", ""conv-43_session_20_D20:10"", ""conv-43_session_20_D20:5"", ""conv-43_session_20_D20:3"", ""conv-43_session_20_D20:7"", ""conv-43_session_8_D8:10"", ""conv-43_session_8_D8:9""]"
conv-43_qa_51,3,neo4j-native,conv-43,conv-43_session_20_D20:2,1,680,1,6.1756,32.9105,104.569,114.106,44.361,1.7633,160.2303,1,2,"[""conv-43_session_20_D20:4"", ""conv-43_session_20_D20:2"", ""conv-43_session_20_D20:8"", ""conv-43_session_20_D20:6"", ""conv-43_session_20_D20:10"", ""conv-43_session_20_D20:5"", ""conv-43_session_20_D20:3"", ""conv-43_session_20_D20:7"", ""conv-43_session_8_D8:10"", ""conv-43_session_8_D8:9""]"
conv-43_qa_51,3,neo4j-materialized,conv-43,conv-43_session_20_D20:2,1,680,1,5.0904,6.3248,102.0369,112.677,49.0366,1.4536,163.1672,1,2,"[""conv-43_session_20_D20:4"", ""conv-43_session_20_D20:2"", ""conv-43_session_20_D20:8"", ""conv-43_session_20_D20:6"", ""conv-43_session_20_D20:10"", ""conv-43_session_20_D20:5"", ""conv-43_session_20_D20:3"", ""conv-43_session_20_D20:7"", ""conv-43_session_8_D8:10"", ""conv-43_session_8_D8:9""]"
conv-43_qa_52,1,cassandra-base,conv-43,conv-43_session_8_D8:5,1,680,1,5.7953,65.46,95.5807,104.1403,13.4174,4.4327,121.9904,1,2,"[""conv-43_session_8_D8:8"", ""conv-43_session_8_D8:5"", ""conv-43_session_8_D8:7"", ""conv-43_session_27_D27:14"", ""conv-43_session_11_D11:17"", ""conv-43_session_23_D23:9"", ""conv-43_session_6_D6:15"", ""conv-43_session_21_D21:8"", ""conv-43_session_1_D1:9"", ""conv-43_session_8_D8:9""]"
conv-43_qa_52,1,cassandra-materialized,conv-43,conv-43_session_8_D8:5,1,680,1,4.4983,46.1043,93.0798,104.2576,13.3722,1.5793,119.2091,1,2,"[""conv-43_session_8_D8:8"", ""conv-43_session_8_D8:5"", ""conv-43_session_8_D8:7"", ""conv-43_session_27_D27:14"", ""conv-43_session_11_D11:17"", ""conv-43_session_23_D23:9"", ""conv-43_session_6_D6:15"", ""conv-43_session_21_D21:8"", ""conv-43_session_1_D1:9"", ""conv-43_session_8_D8:9""]"
conv-43_qa_52,1,neo4j-native,conv-43,conv-43_session_8_D8:5,1,680,1,4.6629,22.1911,93.8832,103.9401,45.2792,1.6165,150.8358,1,2,"[""conv-43_session_8_D8:8"", ""conv-43_session_8_D8:5"", ""conv-43_session_8_D8:7"", ""conv-43_session_27_D27:14"", ""conv-43_session_11_D11:17"", ""conv-43_session_23_D23:9"", ""conv-43_session_6_D6:15"", ""conv-43_session_21_D21:8"", ""conv-43_session_1_D1:9"", ""conv-43_session_8_D8:9""]"
conv-43_qa_52,1,neo4j-materialized,conv-43,conv-43_session_8_D8:5,1,680,1,3.2214,4.5068,93.3324,103.4358,47.8637,1.365,152.6645,1,2,"[""conv-43_session_8_D8:8"", ""conv-43_session_8_D8:5"", ""conv-43_session_8_D8:7"", ""conv-43_session_27_D27:14"", ""conv-43_session_11_D11:17"", ""conv-43_session_23_D23:9"", ""conv-43_session_6_D6:15"", ""conv-43_session_21_D21:8"", ""conv-43_session_1_D1:9"", ""conv-43_session_8_D8:9""]"
conv-43_qa_53,3,cassandra-base,conv-43,conv-43_session_8_D8:5,1,680,1,33.5286,77.4104,104.0305,113.9737,7.1668,4.1772,125.3177,1,3,"[""conv-43_session_8_D8:8"", ""conv-43_session_11_D11:17"", ""conv-43_session_8_D8:5"", ""conv-43_session_27_D27:14"", ""conv-43_session_24_D24:12"", ""conv-43_session_23_D23:9"", ""conv-43_session_8_D8:7"", ""conv-43_session_1_D1:9"", ""conv-43_session_11_D11:13"", ""conv-43_session_19_D19:10""]"
conv-43_qa_53,3,cassandra-materialized,conv-43,conv-43_session_8_D8:5,1,680,1,27.1276,37.6544,104.8002,115.1516,7.6112,4.8911,127.6539,1,3,"[""conv-43_session_8_D8:8"", ""conv-43_session_11_D11:17"", ""conv-43_session_8_D8:5"", ""conv-43_session_27_D27:14"", ""conv-43_session_24_D24:12"", ""conv-43_session_23_D23:9"", ""conv-43_session_8_D8:7"", ""conv-43_session_1_D1:9"", ""conv-43_session_11_D11:13"", ""conv-43_session_19_D19:10""]"
conv-43_qa_53,3,neo4j-native,conv-43,conv-43_session_8_D8:5,1,680,1,17.8141,53.5306,104.5883,114.0366,48.4601,1.3776,163.8743,1,3,"[""conv-43_session_8_D8:8"", ""conv-43_session_11_D11:17"", ""conv-43_session_8_D8:5"", ""conv-43_session_27_D27:14"", ""conv-43_session_24_D24:12"", ""conv-43_session_23_D23:9"", ""conv-43_session_8_D8:7"", ""conv-43_session_1_D1:9"", ""conv-43_session_11_D11:13"", ""conv-43_session_19_D19:10""]"
conv-43_qa_53,3,neo4j-materialized,conv-43,conv-43_session_8_D8:5,1,680,1,4.9333,5.8661,103.6216,113.6164,46.1127,1.59,161.3191,1,3,"[""conv-43_session_8_D8:8"", ""conv-43_session_11_D11:17"", ""conv-43_session_8_D8:5"", ""conv-43_session_27_D27:14"", ""conv-43_session_24_D24:12"", ""conv-43_session_23_D23:9"", ""conv-43_session_8_D8:7"", ""conv-43_session_1_D1:9"", ""conv-43_session_11_D11:13"", ""conv-43_session_19_D19:10""]"
conv-43_qa_54,2,cassandra-base,conv-43,conv-43_session_20_D20:40,1,680,1,21.5432,49.499,100.1878,109.5907,9.0001,4.9741,123.5649,1,1,"[""conv-43_session_20_D20:40"", ""conv-43_session_20_D20:36"", ""conv-43_session_26_D26:9"", ""conv-43_session_28_D28:6"", ""conv-43_session_1_D1:17"", ""conv-43_session_11_D11:7"", ""conv-43_session_20_D20:37"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:5"", ""conv-43_session_25_D25:8""]"
conv-43_qa_54,2,cassandra-materialized,conv-43,conv-43_session_20_D20:40,1,680,1,20.8172,28.9345,99.3692,108.2406,10.0827,3.3465,121.6698,1,1,"[""conv-43_session_20_D20:40"", ""conv-43_session_20_D20:36"", ""conv-43_session_26_D26:9"", ""conv-43_session_28_D28:6"", ""conv-43_session_1_D1:17"", ""conv-43_session_11_D11:7"", ""conv-43_session_20_D20:37"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:5"", ""conv-43_session_25_D25:8""]"
conv-43_qa_54,2,neo4j-native,conv-43,conv-43_session_20_D20:40,1,680,1,4.7613,6.0655,99.5474,109.7918,44.5167,2.044,156.3525,1,1,"[""conv-43_session_20_D20:40"", ""conv-43_session_20_D20:36"", ""conv-43_session_26_D26:9"", ""conv-43_session_28_D28:6"", ""conv-43_session_1_D1:17"", ""conv-43_session_11_D11:7"", ""conv-43_session_20_D20:37"", ""conv-43_session_27_D27:36"", ""conv-43_session_17_D17:5"", ""conv-43_session_25_D25:8""]"
