method,qa_id,hit10_resolved
BM25_compact,conv-50_qa_37,0
BM25_compact,conv-50_qa_38,1
BM25_compact,conv-50_qa_39,0
BM25_compact,conv-50_qa_4,0
BM25_compact,conv-50_qa_40,1
BM25_compact,conv-50_qa_41,0
BM25_compact,conv-50_qa_42,0
BM25_compact,conv-50_qa_43,0
BM25_compact,conv-50_qa_44,1
BM25_compact,conv-50_qa_45,0
BM25_compact,conv-50_qa_46,0
BM25_compact,conv-50_qa_47,1
BM25_compact,conv-50_qa_48,0
BM25_compact,conv-50_qa_49,1
BM25_compact,conv-50_qa_5,0
BM25_compact,conv-50_qa_50,1
BM25_compact,conv-50_qa_51,1
BM25_compact,conv-50_qa_52,1
BM25_compact,conv-50_qa_53,0
BM25_compact,conv-50_qa_54,1
BM25_compact,conv-50_qa_55,1
BM25_compact,conv-50_qa_56,0
BM25_compact,conv-50_qa_57,0
BM25_compact,conv-50_qa_58,0
BM25_compact,conv-50_qa_59,0
BM25_compact,conv-50_qa_6,1
BM25_compact,conv-50_qa_60,1
BM25_compact,conv-50_qa_61,1
BM25_compact,conv-50_qa_62,1
BM25_compact,conv-50_qa_63,0
BM25_compact,conv-50_qa_64,1
BM25_compact,conv-50_qa_65,0
BM25_compact,conv-50_qa_66,0
BM25_compact,conv-50_qa_67,1
BM25_compact,conv-50_qa_68,0
BM25_compact,conv-50_qa_69,0
BM25_compact,conv-50_qa_7,0
BM25_compact,conv-50_qa_70,0
BM25_compact,conv-50_qa_71,1
BM25_compact,conv-50_qa_72,0
BM25_compact,conv-50_qa_73,0
BM25_compact,conv-50_qa_74,1
BM25_compact,conv-50_qa_75,0
BM25_compact,conv-50_qa_76,1
BM25_compact,conv-50_qa_77,1
BM25_compact,conv-50_qa_78,0
BM25_compact,conv-50_qa_79,0
BM25_compact,conv-50_qa_8,1
BM25_compact,conv-50_qa_80,1
BM25_compact,conv-50_qa_81,1
BM25_compact,conv-50_qa_82,1
BM25_compact,conv-50_qa_83,1
BM25_compact,conv-50_qa_84,1
BM25_compact,conv-50_qa_85,1
BM25_compact,conv-50_qa_86,1
BM25_compact,conv-50_qa_87,0
BM25_compact,conv-50_qa_88,1
BM25_compact,conv-50_qa_89,1
BM25_compact,conv-50_qa_9,1
BM25_compact,conv-50_qa_90,1
BM25_compact,conv-50_qa_91,1
BM25_compact,conv-50_qa_92,0
BM25_compact,conv-50_qa_93,0
BM25_compact,conv-50_qa_94,1
BM25_compact,conv-50_qa_95,1
BM25_compact,conv-50_qa_96,0
BM25_compact,conv-50_qa_97,0
BM25_compact,conv-50_qa_98,1
BM25_compact,conv-50_qa_99,1
RRF_raw,conv-26_qa_0,1
RRF_raw,conv-26_qa_1,0
RRF_raw,conv-26_qa_10,1
RRF_raw,conv-26_qa_100,1
RRF_raw,conv-26_qa_101,1
RRF_raw,conv-26_qa_102,1
RRF_raw,conv-26_qa_103,1
RRF_raw,conv-26_qa_104,1
RRF_raw,conv-26_qa_105,0
RRF_raw,conv-26_qa_106,0
RRF_raw,conv-26_qa_107,1
RRF_raw,conv-26_qa_108,0
RRF_raw,conv-26_qa_109,1
RRF_raw,conv-26_qa_11,1
RRF_raw,conv-26_qa_110,1
RRF_raw,conv-26_qa_111,1
RRF_raw,conv-26_qa_112,1
RRF_raw,conv-26_qa_113,1
RRF_raw,conv-26_qa_114,1
RRF_raw,conv-26_qa_115,1
RRF_raw,conv-26_qa_116,0
RRF_raw,conv-26_qa_117,1
RRF_raw,conv-26_qa_118,1
RRF_raw,conv-26_qa_119,1
RRF_raw,conv-26_qa_12,1
RRF_raw,conv-26_qa_120,1
RRF_raw,conv-26_qa_121,0
RRF_raw,conv-26_qa_122,1
RRF_raw,conv-26_qa_123,1
RRF_raw,conv-26_qa_124,0
RRF_raw,conv-26_qa_125,1
RRF_raw,conv-26_qa_126,1
RRF_raw,conv-26_qa_127,1
RRF_raw,conv-26_qa_128,1
RRF_raw,conv-26_qa_129,1
RRF_raw,conv-26_qa_13,1
RRF_raw,conv-26_qa_130,1
RRF_raw,conv-26_qa_131,1
RRF_raw,conv-26_qa_132,1
RRF_raw,conv-26_qa_133,1
RRF_raw,conv-26_qa_134,0
RRF_raw,conv-26_qa_135,0
RRF_raw,conv-26_qa_136,0
RRF_raw,conv-26_qa_137,0
RRF_raw,conv-26_qa_138,0
RRF_raw,conv-26_qa_139,0
RRF_raw,conv-26_qa_14,1
RRF_raw,conv-26_qa_140,1
RRF_raw,conv-26_qa_141,1
RRF_raw,conv-26_qa_142,0
RRF_raw,conv-26_qa_143,1
RRF_raw,conv-26_qa_144,1
RRF_raw,conv-26_qa_145,1
RRF_raw,conv-26_qa_146,1
RRF_raw,conv-26_qa_147,1
RRF_raw,conv-26_qa_148,1
RRF_raw,conv-26_qa_149,0
RRF_raw,conv-26_qa_15,1
RRF_raw,conv-26_qa_150,0
RRF_raw,conv-26_qa_151,1
RRF_raw,conv-26_qa_16,1
RRF_raw,conv-26_qa_17,1
RRF_raw,conv-26_qa_18,1
RRF_raw,conv-26_qa_19,0
RRF_raw,conv-26_qa_2,1
RRF_raw,conv-26_qa_20,1
RRF_raw,conv-26_qa_21,1
RRF_raw,conv-26_qa_22,1
RRF_raw,conv-26_qa_23,1
RRF_raw,conv-26_qa_24,1
RRF_raw,conv-26_qa_25,1
RRF_raw,conv-26_qa_26,1
RRF_raw,conv-26_qa_27,1
RRF_raw,conv-26_qa_28,1
RRF_raw,conv-26_qa_29,1
RRF_raw,conv-26_qa_3,0
RRF_raw,conv-26_qa_30,0
RRF_raw,conv-26_qa_31,1
RRF_raw,conv-26_qa_32,1
RRF_raw,conv-26_qa_33,1
RRF_raw,conv-26_qa_34,0
RRF_raw,conv-26_qa_35,0
RRF_raw,conv-26_qa_36,1
RRF_raw,conv-26_qa_37,0
RRF_raw,conv-26_qa_38,0
RRF_raw,conv-26_qa_39,1
RRF_raw,conv-26_qa_4,0
RRF_raw,conv-26_qa_40,1
RRF_raw,conv-26_qa_41,1
RRF_raw,conv-26_qa_42,0
RRF_raw,conv-26_qa_43,1
RRF_raw,conv-26_qa_44,1
RRF_raw,conv-26_qa_45,1
RRF_raw,conv-26_qa_46,0
RRF_raw,conv-26_qa_47,0
RRF_raw,conv-26_qa_48,1
RRF_raw,conv-26_qa_49,1
RRF_raw,conv-26_qa_5,1
RRF_raw,conv-26_qa_50,0
RRF_raw,conv-26_qa_51,1
RRF_raw,conv-26_qa_52,1
RRF_raw,conv-26_qa_53,1
RRF_raw,conv-26_qa_54,1
RRF_raw,conv-26_qa_55,0
RRF_raw,conv-26_qa_56,1
RRF_raw,conv-26_qa_57,1
RRF_raw,conv-26_qa_58,1
RRF_raw,conv-26_qa_59,1
RRF_raw,conv-26_qa_6,1
RRF_raw,conv-26_qa_60,1
RRF_raw,conv-26_qa_61,0
RRF_raw,conv-26_qa_62,1
RRF_raw,conv-26_qa_63,1
RRF_raw,conv-26_qa_64,1
RRF_raw,conv-26_qa_65,1
RRF_raw,conv-26_qa_66,1
RRF_raw,conv-26_qa_67,1
RRF_raw,conv-26_qa_68,1
RRF_raw,conv-26_qa_69,0
RRF_raw,conv-26_qa_7,1
RRF_raw,conv-26_qa_70,1
RRF_raw,conv-26_qa_71,1
RRF_raw,conv-26_qa_72,1
RRF_raw,conv-26_qa_73,0
RRF_raw,conv-26_qa_74,1
RRF_raw,conv-26_qa_75,0
RRF_raw,conv-26_qa_76,1
RRF_raw,conv-26_qa_77,1
RRF_raw,conv-26_qa_78,1
RRF_raw,conv-26_qa_79,1
RRF_raw,conv-26_qa_8,1
RRF_raw,conv-26_qa_80,1
RRF_raw,conv-26_qa_81,0
RRF_raw,conv-26_qa_82,1
RRF_raw,conv-26_qa_83,1
RRF_raw,conv-26_qa_84,0
RRF_raw,conv-26_qa_85,0
RRF_raw,conv-26_qa_86,1
RRF_raw,conv-26_qa_87,1
RRF_raw,conv-26_qa_88,0
RRF_raw,conv-26_qa_89,0
RRF_raw,conv-26_qa_9,1
RRF_raw,conv-26_qa_90,0
RRF_raw,conv-26_qa_91,1
RRF_raw,conv-26_qa_92,1
RRF_raw,conv-26_qa_93,1
RRF_raw,conv-26_qa_94,1
RRF_raw,conv-26_qa_95,1
RRF_raw,conv-26_qa_96,1
RRF_raw,conv-26_qa_97,1
RRF_raw,conv-26_qa_98,1
RRF_raw,conv-26_qa_99,1
RRF_raw,conv-30_qa_0,1
RRF_raw,conv-30_qa_1,1
RRF_raw,conv-30_qa_10,1
RRF_raw,conv-30_qa_11,1
RRF_raw,conv-30_qa_12,1
RRF_raw,conv-30_qa_13,1
RRF_raw,conv-30_qa_14,1
RRF_raw,conv-30_qa_15,1
RRF_raw,conv-30_qa_16,0
RRF_raw,conv-30_qa_17,0
RRF_raw,conv-30_qa_18,0
RRF_raw,conv-30_qa_19,1
RRF_raw,conv-30_qa_2,0
RRF_raw,conv-30_qa_20,1
RRF_raw,conv-30_qa_21,1
RRF_raw,conv-30_qa_22,1
RRF_raw,conv-30_qa_23,0
RRF_raw,conv-30_qa_24,1
RRF_raw,conv-30_qa_25,1
RRF_raw,conv-30_qa_26,1
RRF_raw,conv-30_qa_27,1
RRF_raw,conv-30_qa_28,1
RRF_raw,conv-30_qa_29,1
RRF_raw,conv-30_qa_3,0
RRF_raw,conv-30_qa_30,0
RRF_raw,conv-30_qa_31,0
RRF_raw,conv-30_qa_32,1
RRF_raw,conv-30_qa_33,1
RRF_raw,conv-30_qa_34,1
RRF_raw,conv-30_qa_35,1
RRF_raw,conv-30_qa_36,1
RRF_raw,conv-30_qa_37,1
RRF_raw,conv-30_qa_38,1
RRF_raw,conv-30_qa_39,0
RRF_raw,conv-30_qa_4,1
RRF_raw,conv-30_qa_40,1
RRF_raw,conv-30_qa_41,1
RRF_raw,conv-30_qa_42,1
RRF_raw,conv-30_qa_43,0
RRF_raw,conv-30_qa_44,0
RRF_raw,conv-30_qa_45,0
RRF_raw,conv-30_qa_46,1
RRF_raw,conv-30_qa_47,1
RRF_raw,conv-30_qa_48,1
RRF_raw,conv-30_qa_49,1
RRF_raw,conv-30_qa_5,1
RRF_raw,conv-30_qa_50,0
RRF_raw,conv-30_qa_51,1
RRF_raw,conv-30_qa_52,1
RRF_raw,conv-30_qa_53,1
RRF_raw,conv-30_qa_54,1
RRF_raw,conv-30_qa_55,1
RRF_raw,conv-30_qa_56,0
RRF_raw,conv-30_qa_57,0
RRF_raw,conv-30_qa_58,1
RRF_raw,conv-30_qa_59,1
RRF_raw,conv-30_qa_6,1
RRF_raw,conv-30_qa_60,0
RRF_raw,conv-30_qa_61,1
RRF_raw,conv-30_qa_62,1
RRF_raw,conv-30_qa_63,1
RRF_raw,conv-30_qa_64,1
RRF_raw,conv-30_qa_65,1
RRF_raw,conv-30_qa_66,1
RRF_raw,conv-30_qa_67,1
RRF_raw,conv-30_qa_68,0
RRF_raw,conv-30_qa_69,1
RRF_raw,conv-30_qa_7,1
RRF_raw,conv-30_qa_70,1
RRF_raw,conv-30_qa_71,0
RRF_raw,conv-30_qa_72,0
RRF_raw,conv-30_qa_73,1
RRF_raw,conv-30_qa_74,0
RRF_raw,conv-30_qa_75,0
RRF_raw,conv-30_qa_76,1
RRF_raw,conv-30_qa_77,1
RRF_raw,conv-30_qa_78,1
RRF_raw,conv-30_qa_8,1
RRF_raw,conv-30_qa_80,0
RRF_raw,conv-30_qa_81,0
RRF_raw,conv-30_qa_9,1
RRF_raw,conv-41_qa_0,1
RRF_raw,conv-41_qa_1,1
RRF_raw,conv-41_qa_10,0
RRF_raw,conv-41_qa_100,1
RRF_raw,conv-41_qa_101,1
RRF_raw,conv-41_qa_102,1
RRF_raw,conv-41_qa_103,1
RRF_raw,conv-41_qa_104,1
RRF_raw,conv-41_qa_105,0
RRF_raw,conv-41_qa_106,1
RRF_raw,conv-41_qa_107,0
RRF_raw,conv-41_qa_108,1
RRF_raw,conv-41_qa_109,1
RRF_raw,conv-41_qa_11,1
RRF_raw,conv-41_qa_110,1
RRF_raw,conv-41_qa_111,1
RRF_raw,conv-41_qa_112,1
RRF_raw,conv-41_qa_113,1
RRF_raw,conv-41_qa_114,1
RRF_raw,conv-41_qa_115,0
RRF_raw,conv-41_qa_116,1
RRF_raw,conv-41_qa_117,1
RRF_raw,conv-41_qa_118,0
RRF_raw,conv-41_qa_119,0
RRF_raw,conv-41_qa_12,1
RRF_raw,conv-41_qa_120,1
RRF_raw,conv-41_qa_121,1
RRF_raw,conv-41_qa_122,0
RRF_raw,conv-41_qa_123,1
RRF_raw,conv-41_qa_124,1
RRF_raw,conv-41_qa_125,0
RRF_raw,conv-41_qa_126,1
RRF_raw,conv-41_qa_127,1
RRF_raw,conv-41_qa_128,1
RRF_raw,conv-41_qa_129,1
RRF_raw,conv-41_qa_13,1
RRF_raw,conv-41_qa_130,1
RRF_raw,conv-41_qa_131,0
RRF_raw,conv-41_qa_132,1
RRF_raw,conv-41_qa_133,1
RRF_raw,conv-41_qa_134,0
RRF_raw,conv-41_qa_135,1
RRF_raw,conv-41_qa_136,1
RRF_raw,conv-41_qa_137,1
RRF_raw,conv-41_qa_138,1
RRF_raw,conv-41_qa_139,1
RRF_raw,conv-41_qa_14,0
RRF_raw,conv-41_qa_140,1
RRF_raw,conv-41_qa_141,1
RRF_raw,conv-41_qa_142,1
RRF_raw,conv-41_qa_143,1
RRF_raw,conv-41_qa_144,1
RRF_raw,conv-41_qa_145,1
RRF_raw,conv-41_qa_146,1
RRF_raw,conv-41_qa_147,1
RRF_raw,conv-41_qa_148,0
RRF_raw,conv-41_qa_149,0
RRF_raw,conv-41_qa_15,1
RRF_raw,conv-41_qa_150,0
RRF_raw,conv-41_qa_151,1
RRF_raw,conv-41_qa_16,0
RRF_raw,conv-41_qa_17,1
RRF_raw,conv-41_qa_18,1
RRF_raw,conv-41_qa_19,1
RRF_raw,conv-41_qa_2,1
RRF_raw,conv-41_qa_20,1
RRF_raw,conv-41_qa_21,1
RRF_raw,conv-41_qa_22,1
RRF_raw,conv-41_qa_23,1
RRF_raw,conv-41_qa_24,1
RRF_raw,conv-41_qa_25,1
RRF_raw,conv-41_qa_26,1
RRF_raw,conv-41_qa_27,0
RRF_raw,conv-41_qa_28,1
RRF_raw,conv-41_qa_29,1
RRF_raw,conv-41_qa_3,0
RRF_raw,conv-41_qa_30,0
RRF_raw,conv-41_qa_31,1
RRF_raw,conv-41_qa_32,0
RRF_raw,conv-41_qa_33,1
RRF_raw,conv-41_qa_34,1
RRF_raw,conv-41_qa_35,1
RRF_raw,conv-41_qa_36,1
RRF_raw,conv-41_qa_37,1
RRF_raw,conv-41_qa_38,0
RRF_raw,conv-41_qa_39,0
RRF_raw,conv-41_qa_4,1
RRF_raw,conv-41_qa_40,0
RRF_raw,conv-41_qa_41,0
RRF_raw,conv-41_qa_42,1
RRF_raw,conv-41_qa_43,1
RRF_raw,conv-41_qa_44,1
RRF_raw,conv-41_qa_45,0
RRF_raw,conv-41_qa_46,1
RRF_raw,conv-41_qa_47,1
RRF_raw,conv-41_qa_48,1
RRF_raw,conv-41_qa_49,1
RRF_raw,conv-41_qa_5,1
RRF_raw,conv-41_qa_50,0
RRF_raw,conv-41_qa_51,1
RRF_raw,conv-41_qa_52,1
RRF_raw,conv-41_qa_53,1
RRF_raw,conv-41_qa_54,1
RRF_raw,conv-41_qa_55,1
RRF_raw,conv-41_qa_56,1
RRF_raw,conv-41_qa_57,1
RRF_raw,conv-41_qa_58,1
RRF_raw,conv-41_qa_59,1
RRF_raw,conv-41_qa_6,1
RRF_raw,conv-41_qa_60,1
RRF_raw,conv-41_qa_61,1
RRF_raw,conv-41_qa_62,1
RRF_raw,conv-41_qa_63,1
RRF_raw,conv-41_qa_64,0
RRF_raw,conv-41_qa_65,1
RRF_raw,conv-41_qa_66,1
RRF_raw,conv-41_qa_67,0
RRF_raw,conv-41_qa_68,1
RRF_raw,conv-41_qa_69,1
RRF_raw,conv-41_qa_7,1
RRF_raw,conv-41_qa_70,1
RRF_raw,conv-41_qa_71,1
RRF_raw,conv-41_qa_72,1
RRF_raw,conv-41_qa_73,1
RRF_raw,conv-41_qa_74,1
RRF_raw,conv-41_qa_75,0
RRF_raw,conv-41_qa_76,1
RRF_raw,conv-41_qa_77,1
RRF_raw,conv-41_qa_78,1
RRF_raw,conv-41_qa_79,1
RRF_raw,conv-41_qa_8,1
RRF_raw,conv-41_qa_80,1
RRF_raw,conv-41_qa_81,1
RRF_raw,conv-41_qa_82,0
RRF_raw,conv-41_qa_83,1
RRF_raw,conv-41_qa_84,1
RRF_raw,conv-41_qa_85,0
RRF_raw,conv-41_qa_86,1
RRF_raw,conv-41_qa_87,1
RRF_raw,conv-41_qa_88,1
RRF_raw,conv-41_qa_89,1
RRF_raw,conv-41_qa_9,1
RRF_raw,conv-41_qa_90,0
RRF_raw,conv-41_qa_91,1
RRF_raw,conv-41_qa_92,0
RRF_raw,conv-41_qa_93,1
RRF_raw,conv-41_qa_94,0
RRF_raw,conv-41_qa_95,1
RRF_raw,conv-41_qa_96,1
RRF_raw,conv-41_qa_97,1
RRF_raw,conv-41_qa_98,1
RRF_raw,conv-41_qa_99,1
RRF_raw,conv-42_qa_0,0
RRF_raw,conv-42_qa_1,1
RRF_raw,conv-42_qa_10,1
RRF_raw,conv-42_qa_100,0
RRF_raw,conv-42_qa_101,0
RRF_raw,conv-42_qa_102,1
RRF_raw,conv-42_qa_103,0
RRF_raw,conv-42_qa_104,1
RRF_raw,conv-42_qa_105,0
RRF_raw,conv-42_qa_106,0
RRF_raw,conv-42_qa_107,1
RRF_raw,conv-42_qa_108,0
RRF_raw,conv-42_qa_109,1
RRF_raw,conv-42_qa_11,1
RRF_raw,conv-42_qa_110,1
RRF_raw,conv-42_qa_111,1
RRF_raw,conv-42_qa_112,1
RRF_raw,conv-42_qa_113,1
RRF_raw,conv-42_qa_114,0
RRF_raw,conv-42_qa_115,1
RRF_raw,conv-42_qa_116,1
RRF_raw,conv-42_qa_117,1
RRF_raw,conv-42_qa_118,1
RRF_raw,conv-42_qa_119,1
RRF_raw,conv-42_qa_12,1
RRF_raw,conv-42_qa_120,0
RRF_raw,conv-42_qa_121,1
RRF_raw,conv-42_qa_122,0
RRF_raw,conv-42_qa_123,1
RRF_raw,conv-42_qa_124,1
RRF_raw,conv-42_qa_125,0
RRF_raw,conv-42_qa_126,1
RRF_raw,conv-42_qa_127,1
RRF_raw,conv-42_qa_128,1
RRF_raw,conv-42_qa_129,1
RRF_raw,conv-42_qa_13,1
RRF_raw,conv-42_qa_130,1
RRF_raw,conv-42_qa_131,1
RRF_raw,conv-42_qa_132,1
RRF_raw,conv-42_qa_133,1
RRF_raw,conv-42_qa_134,0
RRF_raw,conv-42_qa_135,0
RRF_raw,conv-42_qa_136,1
RRF_raw,conv-42_qa_137,1
RRF_raw,conv-42_qa_138,1
RRF_raw,conv-42_qa_139,1
RRF_raw,conv-42_qa_14,0
RRF_raw,conv-42_qa_140,0
RRF_raw,conv-42_qa_141,1
RRF_raw,conv-42_qa_142,1
RRF_raw,conv-42_qa_143,1
RRF_raw,conv-42_qa_144,1
RRF_raw,conv-42_qa_145,1
RRF_raw,conv-42_qa_146,1
RRF_raw,conv-42_qa_147,1
RRF_raw,conv-42_qa_148,0
RRF_raw,conv-42_qa_149,1
RRF_raw,conv-42_qa_15,1
RRF_raw,conv-42_qa_150,0
RRF_raw,conv-42_qa_151,0
RRF_raw,conv-42_qa_152,1
RRF_raw,conv-42_qa_153,1
RRF_raw,conv-42_qa_154,1
RRF_raw,conv-42_qa_155,0
RRF_raw,conv-42_qa_156,1
RRF_raw,conv-42_qa_157,1
RRF_raw,conv-42_qa_158,0
RRF_raw,conv-42_qa_159,1
RRF_raw,conv-42_qa_16,0
RRF_raw,conv-42_qa_160,0
RRF_raw,conv-42_qa_161,1
RRF_raw,conv-42_qa_162,0
RRF_raw,conv-42_qa_163,1
RRF_raw,conv-42_qa_164,1
RRF_raw,conv-42_qa_165,1
RRF_raw,conv-42_qa_166,1
RRF_raw,conv-42_qa_167,1
RRF_raw,conv-42_qa_168,1
RRF_raw,conv-42_qa_169,0
RRF_raw,conv-42_qa_17,0
RRF_raw,conv-42_qa_170,1
RRF_raw,conv-42_qa_171,0
RRF_raw,conv-42_qa_172,1
RRF_raw,conv-42_qa_173,0
RRF_raw,conv-42_qa_174,0
RRF_raw,conv-42_qa_175,1
RRF_raw,conv-42_qa_176,1
RRF_raw,conv-42_qa_177,1
RRF_raw,conv-42_qa_178,1
RRF_raw,conv-42_qa_179,1
RRF_raw,conv-42_qa_18,1
RRF_raw,conv-42_qa_180,1
RRF_raw,conv-42_qa_181,1
RRF_raw,conv-42_qa_182,1
RRF_raw,conv-42_qa_183,1
RRF_raw,conv-42_qa_184,1
RRF_raw,conv-42_qa_185,1
RRF_raw,conv-42_qa_186,1
RRF_raw,conv-42_qa_187,1
RRF_raw,conv-42_qa_188,1
RRF_raw,conv-42_qa_189,1
RRF_raw,conv-42_qa_19,1
RRF_raw,conv-42_qa_190,1
RRF_raw,conv-42_qa_191,0
RRF_raw,conv-42_qa_192,1
RRF_raw,conv-42_qa_193,1
RRF_raw,conv-42_qa_194,1
RRF_raw,conv-42_qa_195,0
RRF_raw,conv-42_qa_196,1
RRF_raw,conv-42_qa_197,1
RRF_raw,conv-42_qa_198,0
RRF_raw,conv-42_qa_2,1
RRF_raw,conv-42_qa_20,1
RRF_raw,conv-42_qa_21,1
RRF_raw,conv-42_qa_22,0
RRF_raw,conv-42_qa_23,1
RRF_raw,conv-42_qa_24,1
RRF_raw,conv-42_qa_25,1
RRF_raw,conv-42_qa_26,1
RRF_raw,conv-42_qa_27,0
RRF_raw,conv-42_qa_28,1
RRF_raw,conv-42_qa_29,1
RRF_raw,conv-42_qa_3,1
RRF_raw,conv-42_qa_30,0
RRF_raw,conv-42_qa_31,1
RRF_raw,conv-42_qa_32,0
RRF_raw,conv-42_qa_33,1
RRF_raw,conv-42_qa_34,0
RRF_raw,conv-42_qa_35,1
RRF_raw,conv-42_qa_36,1
RRF_raw,conv-42_qa_37,1
RRF_raw,conv-42_qa_38,1
RRF_raw,conv-42_qa_39,1
RRF_raw,conv-42_qa_4,1
RRF_raw,conv-42_qa_40,1
RRF_raw,conv-42_qa_41,0
RRF_raw,conv-42_qa_42,0
RRF_raw,conv-42_qa_43,1
RRF_raw,conv-42_qa_44,1
RRF_raw,conv-42_qa_45,1
RRF_raw,conv-42_qa_46,1
RRF_raw,conv-42_qa_47,1
RRF_raw,conv-42_qa_48,1
RRF_raw,conv-42_qa_49,1
RRF_raw,conv-42_qa_5,1
RRF_raw,conv-42_qa_50,0
RRF_raw,conv-42_qa_51,0
RRF_raw,conv-42_qa_52,1
RRF_raw,conv-42_qa_53,1
RRF_raw,conv-42_qa_54,0
RRF_raw,conv-42_qa_55,1
RRF_raw,conv-42_qa_56,0
RRF_raw,conv-42_qa_57,0
RRF_raw,conv-42_qa_58,0
RRF_raw,conv-42_qa_59,1
RRF_raw,conv-42_qa_6,0
RRF_raw,conv-42_qa_60,0
RRF_raw,conv-42_qa_61,0
RRF_raw,conv-42_qa_62,1
RRF_raw,conv-42_qa_63,1
RRF_raw,conv-42_qa_64,1
RRF_raw,conv-42_qa_65,0
RRF_raw,conv-42_qa_66,0
RRF_raw,conv-42_qa_67,0
RRF_raw,conv-42_qa_68,1
RRF_raw,conv-42_qa_69,0
RRF_raw,conv-42_qa_7,1
RRF_raw,conv-42_qa_70,0
RRF_raw,conv-42_qa_71,1
RRF_raw,conv-42_qa_72,0
RRF_raw,conv-42_qa_73,0
RRF_raw,conv-42_qa_74,0
RRF_raw,conv-42_qa_75,1
RRF_raw,conv-42_qa_76,1
RRF_raw,conv-42_qa_77,1
RRF_raw,conv-42_qa_78,1
RRF_raw,conv-42_qa_79,1
RRF_raw,conv-42_qa_8,0
RRF_raw,conv-42_qa_80,1
RRF_raw,conv-42_qa_81,0
RRF_raw,conv-42_qa_82,1
RRF_raw,conv-42_qa_83,1
RRF_raw,conv-42_qa_84,1
RRF_raw,conv-42_qa_85,0
RRF_raw,conv-42_qa_86,1
RRF_raw,conv-42_qa_87,0
RRF_raw,conv-42_qa_88,1
RRF_raw,conv-42_qa_89,1
RRF_raw,conv-42_qa_9,0
RRF_raw,conv-42_qa_90,1
RRF_raw,conv-42_qa_91,1
RRF_raw,conv-42_qa_92,0
RRF_raw,conv-42_qa_93,1
RRF_raw,conv-42_qa_94,0
RRF_raw,conv-42_qa_95,1
RRF_raw,conv-42_qa_96,1
RRF_raw,conv-42_qa_97,1
RRF_raw,conv-42_qa_98,0
RRF_raw,conv-42_qa_99,0
RRF_raw,conv-43_qa_0,1
RRF_raw,conv-43_qa_1,1
RRF_raw,conv-43_qa_10,1
RRF_raw,conv-43_qa_100,1
RRF_raw,conv-43_qa_101,1
RRF_raw,conv-43_qa_102,1
RRF_raw,conv-43_qa_103,1
RRF_raw,conv-43_qa_104,1
RRF_raw,conv-43_qa_105,1
RRF_raw,conv-43_qa_106,1
RRF_raw,conv-43_qa_107,0
RRF_raw,conv-43_qa_108,0
RRF_raw,conv-43_qa_109,1
RRF_raw,conv-43_qa_11,0
RRF_raw,conv-43_qa_110,1
RRF_raw,conv-43_qa_111,1
RRF_raw,conv-43_qa_112,1
RRF_raw,conv-43_qa_113,0
RRF_raw,conv-43_qa_114,1
RRF_raw,conv-43_qa_115,1
RRF_raw,conv-43_qa_116,1
RRF_raw,conv-43_qa_117,1
RRF_raw,conv-43_qa_118,1
RRF_raw,conv-43_qa_119,1
RRF_raw,conv-43_qa_12,1
RRF_raw,conv-43_qa_120,1
RRF_raw,conv-43_qa_121,1
RRF_raw,conv-43_qa_122,0
RRF_raw,conv-43_qa_123,1
RRF_raw,conv-43_qa_124,0
RRF_raw,conv-43_qa_125,1
RRF_raw,conv-43_qa_126,1
RRF_raw,conv-43_qa_127,1
RRF_raw,conv-43_qa_128,1
RRF_raw,conv-43_qa_129,0
RRF_raw,conv-43_qa_13,1
RRF_raw,conv-43_qa_130,1
RRF_raw,conv-43_qa_131,1
RRF_raw,conv-43_qa_132,1
RRF_raw,conv-43_qa_133,1
RRF_raw,conv-43_qa_134,1
RRF_raw,conv-43_qa_135,1
RRF_raw,conv-43_qa_136,0
RRF_raw,conv-43_qa_137,1
RRF_raw,conv-43_qa_138,1
RRF_raw,conv-43_qa_139,1
RRF_raw,conv-43_qa_14,1
RRF_raw,conv-43_qa_140,1
RRF_raw,conv-43_qa_141,1
RRF_raw,conv-43_qa_142,1
RRF_raw,conv-43_qa_143,1
RRF_raw,conv-43_qa_144,1
RRF_raw,conv-43_qa_145,1
RRF_raw,conv-43_qa_146,1
RRF_raw,conv-43_qa_147,1
RRF_raw,conv-43_qa_148,1
RRF_raw,conv-43_qa_149,0
RRF_raw,conv-43_qa_15,1
RRF_raw,conv-43_qa_150,1
RRF_raw,conv-43_qa_151,1
RRF_raw,conv-43_qa_152,1
RRF_raw,conv-43_qa_153,1
RRF_raw,conv-43_qa_154,1
RRF_raw,conv-43_qa_155,1
RRF_raw,conv-43_qa_156,1
RRF_raw,conv-43_qa_157,1
RRF_raw,conv-43_qa_158,1
RRF_raw,conv-43_qa_159,1
RRF_raw,conv-43_qa_16,1
RRF_raw,conv-43_qa_160,0
RRF_raw,conv-43_qa_161,1
RRF_raw,conv-43_qa_162,1
RRF_raw,conv-43_qa_163,1
RRF_raw,conv-43_qa_164,1
RRF_raw,conv-43_qa_165,1
RRF_raw,conv-43_qa_166,1
RRF_raw,conv-43_qa_167,1
RRF_raw,conv-43_qa_168,1
RRF_raw,conv-43_qa_169,1
RRF_raw,conv-43_qa_17,1
RRF_raw,conv-43_qa_170,1
RRF_raw,conv-43_qa_171,1
RRF_raw,conv-43_qa_172,1
