memory_id,triples
conv-42_session_2_D2:18,"(nate, tend, tend)"
conv-42_session_2_D2:20,"(nate, expect, expect)"
conv-42_session_2_D2:23,"(joanna, cause, cause)"
conv-42_session_2_D2:25,"(joanna, write, write)"
conv-42_session_2_D2:27,"(joanna, allow, allow)"
conv-42_session_2_D2:3,"(joanna, finish, her_first_full_screenplay)"
conv-42_session_2_D2:7,"(joanna, plan, plan)"
conv-42_session_3_D3:1,"(joanna, submit, a_screenplay)"
conv-42_session_3_D3:10,"(nate, mention, mention)"
conv-42_session_3_D3:11,"(joanna, try, dairy_free_desserts_and_flavors)"
conv-42_session_3_D3:12,"(nate, showcase, his_talent)"
conv-42_session_3_D3:14,"(nate, try, new_flavors)"
conv-42_session_3_D3:17,"(joanna, enjoy, the_movie_'_little_women_')"
conv-42_session_3_D3:18,"(nate, appreciate, joanna_'s_movie_recommendation)"
conv-42_session_3_D3:19,"(joanna, give, movie_recommendations)"
conv-42_session_3_D3:2,"(nate, support, joanna_'s_screenplay_submission_to_the_film_festival)"
conv-42_session_3_D3:3,"(joanna, appreciate, nate_'s_support_for_her_screenplay_and_mentions)"
conv-42_session_3_D3:6,"(nate, try, try)"
conv-42_session_4_D4:1,"(nate, make, chocolate_and_vanilla_swirl_ice_cream)"
conv-42_session_4_D4:10,"(joanna, write, a_screenplay)"
conv-42_session_4_D4:12,"(joanna, start, start)"
conv-42_session_4_D4:14,"(joanna, inspire, inspire)"
conv-42_session_4_D4:18,"(joanna, hop, hop)"
conv-42_session_4_D4:4,"(joanna, have, dairy)"
conv-42_session_4_D4:6,"(joanna, try, nate_'s_dairy_free_dessert_recipe)"
conv-42_session_4_D4:7,"(nate, enjoy, enjoy)"
conv-42_session_4_D4:9,"(nate, bake, desserts_that_joanna_loves)"
conv-42_session_5_D5:1,"(joanna, complete, her_second_script)"
conv-42_session_5_D5:12,"(nate, suggest, suggest)"
conv-42_session_5_D5:15,"(joanna, network, network)"
conv-42_session_5_D5:16,"(nate, support, support)"
conv-42_session_5_D5:18,"(nate, emphasize, the_importance_of_not_quitting_and_assures_joanna)"
conv-42_session_5_D5:19,"(joanna, support, support)"
conv-42_session_5_D5:20,"(nate, express, express)"
conv-42_session_5_D5:3,"(joanna, switch, switch)"
conv-42_session_5_D5:4,"(nate, encourage, her)"
conv-42_session_5_D5:6,"(nate, calm, low_maintenance_as_pets)"
conv-42_session_6_D6:10,"(joanna, pursue, writing)"
conv-42_session_6_D6:2,"(joanna, audition, for_a_writing_gig)"
conv-42_session_6_D6:7,"(nate, participate, in_a_video_game_tournament_that_he_finds_intense)"
conv-42_session_6_D6:8,"(joanna, use, that)"
conv-42_session_7_D7:10,"(joanna, appreciate, nate_'s_support_for_her_writing_projects)"
conv-42_session_7_D7:5,"(nate, dye, a_bright_and_bold_color)"
conv-42_session_7_D7:6,"(joanna, inspire, inspire)"
conv-42_session_7_D7:8,"(joanna, consume, consume)"
conv-42_session_8_D8:10,"(joanna, calm, a_way_to_reset_,); (joanna, consider, it_her_haven)"
conv-42_session_8_D8:11,"(nate, watch, that); (nate, provide, him); (nate, enjoy, enjoy)"
conv-42_session_8_D8:18,"(joanna, has_memory, Joanna_intolerant)"
conv-42_session_8_D8:19,"(nate, use, coconut_milk_,_vanilla_extract_,_sugar_,)"
conv-42_session_8_D8:2,"(joanna, read, a_lot_of_books)"
conv-42_session_8_D8:20,"(joanna, try, nate_'s_dairy_free_ice_cream_recipe_made)"
conv-42_session_8_D8:4,"(joanna, consider, consider)"
conv-42_session_9_D9:1,"(joanna, join, a_writers_group_that_she_finds_inspirational_and)"
conv-42_session_9_D9:10,"(nate, inspire, his_imagination)"
conv-42_session_9_D9:14,"(nate, recommend, a_series_with_adventures_,_magic_,_and)"
conv-42_session_9_D9:3,"(joanna, work, on_a_script_called_'_finding_home_')"
conv-42_session_9_D9:4,"(nate, participate, in_a_gaming_tournament_next_month)"
conv-42_session_9_D9:7,"(joanna, act, act)"
conv-42_session_9_D9:9,"(joanna, enjoy, dramas_and_emotionally_driven_films)"
conv-43_session_10_D10:1,"(tim, receive, a_no)"
conv-43_session_10_D10:10,"(john, has_memory, John_Universal_Studios_bucket_list)"
conv-43_session_10_D10:11,"(tim, plan, a_trip_to_universal_studios)"
conv-43_session_10_D10:2,"(john, figure, the_subway_in_nyc)"
conv-43_session_10_D10:3,"(tim, give, a_presentation_in_class)"
conv-43_session_10_D10:4,"(john, try, cooking_recipes)"
conv-43_session_10_D10:9,"(tim, experiment, with_spices)"
conv-43_session_11_D11:10,"(tim, suggest, edinburgh_,_scotland)"
conv-43_session_11_D11:11,"(john, consider, edinburgh_,_scotland)"
conv-43_session_11_D11:15,"(john, see, improvement)"
conv-43_session_11_D11:17,"(john, focus, focus)"
conv-43_session_11_D11:19,"(john, plan, plan)"
conv-43_session_11_D11:20,"(john, receive, support_and_advice)"
conv-43_session_11_D11:22,"(tim, share, advice_on_picking_endorsements_that_align_with_values)"
conv-43_session_11_D11:24,"(tim, recommend, a_fantasy_novel_by_patrick_rothfuss_for_john)"
conv-43_session_11_D11:5,"(john, connect, with_new_teammates)"
conv-43_session_11_D11:7,"(john, plan, a_team_trip_with_his_friends)"
conv-43_session_12_D12:10,"(john, dreamy, dreamy)"
conv-43_session_12_D12:12,"(john, value, moments_filled_with_love_and_joy)"
conv-43_session_12_D12:15,"(tim, fill, with_favorite_fantasy_novels_that_he_enjoys_for_escapism)"
conv-43_session_12_D12:18,"(tim, collect, jerseys)"
conv-43_session_12_D12:20,"(tim, admire, his_skills_and_leadership)"
conv-43_session_12_D12:22,"(tim, appreciate, lebron_'s_work_ethic_and_dedication)"
conv-43_session_12_D12:24,"(tim, meet, lebron); (john, enjoy, enjoy)"
conv-43_session_12_D12:4,"(john, have, an_emotional_wedding_ceremony_in_a_lovely_greenhouse)"
conv-43_session_12_D12:6,"(john, join, join)"
conv-43_session_12_D12:8,"(john, see, see)"
conv-43_session_13_D13:1,"(tim, attend, a_harry_potter_conference_in_the_uk); (tim, bring, him)"
conv-43_session_13_D13:14,"(john, appreciate, tim_'s_support_and_encouragement); (john, mention, mention)"
conv-43_session_13_D13:17,"(tim, recommend, a_pair_of_very_comfortable_shoes_that_he)"
conv-43_session_13_D13:19,"(tim, offer, offer)"
conv-43_session_13_D13:21,"(tim, advise, john)"
conv-43_session_13_D13:22,"(john, agree, agree)"
conv-43_session_13_D13:4,"(john, have, an_intense_season)"
conv-43_session_13_D13:6,"(john, face, tough_opponents)"
conv-43_session_13_D13:8,"(john, win, a_trophy)"
conv-43_session_13_D13:9,"(tim, appear, appear)"
conv-43_session_14_D14:11,"(john, honor, honor)"
conv-43_session_14_D14:14,"(tim, take, a_stunning_picture)"
conv-43_session_14_D14:20,"(tim, relax, with_books)"
conv-43_session_14_D14:22,"(tim, read, a_book_that_he_'s_totally_hooked_on)"
conv-43_session_14_D14:3,"(john, mentor, younger_players_on_his_team)"
conv-43_session_14_D14:5,"(john, mentor, the_younger_players)"
conv-43_session_14_D14:9,"(john, see, john)"
conv-43_session_15_D15:11,"(tim, turn, hides_in_the_darkest_of_times)"
conv-43_session_15_D15:14,"(john, stay, stay)"
conv-43_session_15_D15:16,"(john, trust, his_abilities)"
conv-43_session_15_D15:18,"(john, improve, his_skills)"
conv-43_session_15_D15:2,"(john, visit, castles)"
conv-43_session_15_D15:24,"(john, spend, time)"
conv-43_session_15_D15:29,"(tim, enjoy, enjoy); (tim, curl, with_a_good_book_to_escape_reality_and_get_lost_in_different_worlds_during_his_free_time)"
conv-43_session_15_D15:3,"(tim, write, a_fantasy_novel_that_brings_him_joy_and)"
conv-43_session_15_D15:30,"(john, enjoy, enjoy)"
conv-43_session_15_D15:32,"(john, try, new_recipes)"
conv-43_session_15_D15:5,"(tim, enjoy, enjoy)"
conv-43_session_15_D15:7,"(tim, take, notes)"
conv-43_session_15_D15:9,"(tim, read, j.k._rowling_'s_works)"
conv-43_session_16_D16:1,"(tim, face, a_writing_issue_where_he_got_stuck_on)"
conv-43_session_16_D16:4,"(john, overcome, deficits)"
conv-43_session_16_D16:5,"(tim, overcome, challenges)"
conv-43_session_16_D16:6,"(john, trail, in_the_4th_quarter)"
conv-43_session_16_D16:7,"(tim, own, a_basketball_signed_by_his_favorite_player_,)"
conv-43_session_16_D16:9,"(john, admire, lebron_'s_determination_and_heart)"
conv-43_session_17_D17:11,"(john, watch, the_fantasy_show_'_that)"
conv-43_session_17_D17:14,"(tim, serve, as_a_mental_break)"
conv-43_session_17_D17:16,"(tim, take, a_break_from_life)"
conv-43_session_17_D17:17,"(john, take, time)"
conv-43_session_17_D17:18,"(tim, emphasize, emphasize)"
conv-43_session_17_D17:2,"(tim, enjoy, enjoy)"
conv-43_session_17_D17:3,"(john, go, on_a_road_trip_along_the_european_coastline)"
conv-43_session_17_D17:9,"(john, finish, an_amazing_fantasy_series)"
conv-43_session_18_D18:1,"(tim, visit, a_castle)"
conv-43_session_18_D18:10,"(john, mention, mention)"
conv-43_session_18_D18:12,"(john, hat, hat)"
conv-43_session_18_D18:2,"(john, stay, stay)"
conv-43_session_18_D18:3,"(tim, swamp, with_exams)"
conv-43_session_18_D18:6,"(john, visualize, his_goals_and_success)"
conv-43_session_18_D18:7,"(tim, break, his_studying_into_smaller_parts)"
conv-43_session_19_D19:14,"(tim, enjoy, fantasy_books_like_harry_potter_and_game_of)"
conv-43_session_19_D19:16,"(john, value, personal_development_and_mindset_books)"
conv-43_session_19_D19:19,"(tim, read, a_book_that_focused_on_how_small_changes)"
conv-43_session_19_D19:20,"(john, reread, the_alchemist)"
conv-43_session_19_D19:3,"(tim, write, write)"
conv-43_session_19_D19:6,"(john, hurt, his_ankle)"
conv-43_session_19_D19:9,"(tim, write, write)"
conv-43_session_1_D1:11,"(john, play, a_challenge)"
conv-43_session_1_D1:14,"(tim, talk, to_a_friend_who_is_a_harry_potter_fan_to_figure_out_ideas_for_the_project)"
conv-43_session_1_D1:18,"(tim, go, to_a_harry_potter___related_place_in_london)"
conv-43_session_1_D1:2,"(tim, work, on_a_harry_potter_fan_project)"
conv-43_session_1_D1:5,"(john, sign, with_the_minnesota_wolves)"
conv-43_session_1_D1:9,"(john, improve, his_shooting_percentage)"
conv-43_session_20_D20:1,"(tim, turn, into_a_learning_experience)"
conv-43_session_20_D20:10,"(john, hold, challenging_poses)"
conv-43_session_20_D20:17,"(tim, enjoy, fantasy_books_and_movies); (john, appreciate, the_escapism_and_joy_of_fantasy_books_and)"
conv-43_session_20_D20:19,"(tim, include, the_hobbit)"
conv-43_session_20_D20:2,"(john, try, yoga)"
conv-43_session_20_D20:25,"(tim, allow, for_an_escape_to_different_worlds)"
conv-43_session_20_D20:28,"(john, share, a_photo_of_a_tranquil_forest)"
conv-43_session_20_D20:3,"(tim, appreciate, john_'s_encouragement_and_support)"
conv-43_session_20_D20:31,"(tim, calm, calm)"
conv-43_session_20_D20:36,"(john, enjoy, nature)"
conv-43_session_20_D20:42,"(john, value, the_calming_and_humbling_effect_of_nature)"
conv-43_session_20_D20:6,"(john, enjoy, certain_yoga_poses_like_warrior_ii_for_strength)"
conv-43_session_21_D21:1,"(tim, join, a_travel_club)"
conv-43_session_21_D21:16,"(john, create, a_positive_environment)"
conv-43_session_21_D21:4,"(john, play, professional_basketball)"
conv-43_session_21_D21:8,"(john, work, work)"
conv-43_session_21_D21:9,"(tim, work, on_his_studies)"
conv-43_session_22_D22:1,"(tim, attend, a_cool_harry_potter_party)"
conv-43_session_22_D22:12,"(john, read, dune_')"
conv-43_session_22_D22:13,"(tim, finish, finish)"
conv-43_session_22_D22:16,"(john, read, george_r._r._martin_'s_books)"
conv-43_session_22_D22:2,"(john, attend, a_charity_event_with_harry_potter_trivia)"
conv-43_session_22_D22:4,"(john, play, a_tough_game_against_a_top_team)"
conv-43_session_22_D22:7,"(tim, mention, mention)"
conv-43_session_22_D22:9,"(tim, ask, john)"
conv-43_session_23_D23:10,"(tim, express, himself)"
conv-43_session_23_D23:11,"(john, value, value)"
conv-43_session_23_D23:12,"(tim, follow, dreams)"
conv-43_session_23_D23:2,"(tim, struggle, with_his_english_lit_class)"
conv-43_session_23_D23:3,"(john, have, a_career_high)"
conv-43_session_23_D23:7,"(john, hit, a_buzzer_beater_shot)"
conv-43_session_23_D23:8,"(tim, send, a_pic_that_reminds_john_of_practicing_basketball)"
conv-43_session_23_D23:9,"(john, use, use)"
conv-43_session_24_D24:1,"(tim, catch, catch)"
conv-43_session_24_D24:10,"(john, injure, himself)"
conv-43_session_24_D24:11,"(tim, acknowledge, the_importance_of_staying_active_or_keeping_up)"
conv-43_session_24_D24:12,"(john, mention, mention)"
conv-43_session_24_D24:13,"(tim, ask, john)"
conv-43_session_24_D24:14,"(john, jog, without_pain)"
conv-43_session_24_D24:16,"(john, host, a_small_get_together)"
conv-43_session_24_D24:17,"(tim, congratulate, john)"
conv-43_session_24_D24:18,"(john, appreciate, tim_'s_support_and_encouragement)"
conv-43_session_24_D24:19,"(tim, express, happiness_that_everyone_had_fun_at_the_get)"
conv-43_session_24_D24:2,"(john, talk, talk)"
conv-43_session_24_D24:3,"(tim, congratulate, john)"
conv-43_session_24_D24:5,"(tim, note, note)"
conv-43_session_24_D24:9,"(tim, ask, john)"
conv-43_session_25_D25:1,"(tim, ask, ask)"
conv-43_session_25_D25:10,"(john, go, on_the_court)"
conv-43_session_25_D25:11,"(tim, ask, john)"
conv-43_session_25_D25:13,"(tim, ask, about_areas_of_growth_in_john_'s_team)"
conv-43_session_25_D25:14,"(john, see, growth_in_communication_and_bonding)"
conv-43_session_25_D25:15,"(tim, express, gladness_that_john_'s_team_is_bonding_and)"
conv-43_session_25_D25:16,"(john, appreciate, tim_'s_support)"
conv-43_session_25_D25:17,"(tim, offer, support)"
conv-43_session_25_D25:2,"(john, obtain, hiking_stuff_and_top_notch_outdoor_gear)"
conv-43_session_25_D25:3,"(tim, ask, about_the_photoshoot)"
conv-43_session_25_D25:4,"(john, go, go)"
conv-43_session_25_D25:5,"(tim, appreciate, the_outdoor_location_where_john_did_the_photoshoot)"
conv-43_session_25_D25:7,"(tim, comment, on_the_photo_john_shows)"
conv-43_session_25_D25:8,"(john, stumble, stumble)"
conv-43_session_25_D25:9,"(tim, acknowledge, the_benefits_of_nature_in_bringing_peace_and)"
conv-43_session_26_D26:1,"(john, start, start)"
conv-43_session_26_D26:19,"(john, use, his_influence_and_resources)"
conv-43_session_26_D26:21,"(john, support, youth_sports_and_fighting_for_fair_chances_in)"
conv-43_session_26_D26:23,"(john, organize, a_basketball_camp_for_kids_in_his_hometown)"
conv-43_session_26_D26:29,"(john, enjoy, enjoy)"
conv-43_session_26_D26:32,"(tim, enjoy, epic_adventures_and_magical_worlds)"
conv-43_session_26_D26:36,"(tim, watch, the_new_fantasy_tv_series_called_""_the)"
conv-43_session_26_D26:6,"(tim, plan, his_next_adventure)"
conv-43_session_27_D27:1,"(tim, join, a_group_of_globetrotters_who_share_his_interest)"
conv-43_session_27_D27:13,"(tim, appreciate, encouragement)"
conv-43_session_27_D27:14,"(john, has_memory, John_practice_train_basketball_passion)"
conv-43_session_27_D27:15,"(tim, read, read)"
conv-43_session_27_D27:18,"(john, read, read); (john, find, which)"
conv-43_session_27_D27:19,"(tim, has_memory, Tim_book_Harry_Potter)"
conv-43_session_27_D27:2,"(john, have, a_blast)"
conv-43_session_27_D27:21,"(tim, get, get)"
conv-43_session_27_D27:22,"(john, has_memory, John_fantasy_film_Lord_Rings)"
conv-43_session_27_D27:24,"(john, has_memory, John_character_Lord_Rings_Aragorn)"
conv-43_session_27_D27:28,"(john, stay, stay)"
conv-43_session_27_D27:35,"(tim, appreciate, fantasy_stories)"
conv-43_session_27_D27:5,"(tim, learn, german)"
conv-43_session_27_D27:6,"(john, know, a_bit_of_german_and_spanish_which_he)"
conv-43_session_28_D28:1,"(tim, accept, into_a_study_abroad_program_in_ireland)"
conv-43_session_28_D28:12,"(john, hold, a_benefit_basketball_game_that_was_a_success)"
conv-43_session_28_D28:14,"(john, express, express)"
conv-43_session_28_D28:17,"(tim, read, a_fantasy_novel_called_'_the_name_of)"
conv-43_session_28_D28:18,"(john, add, the_name_of_the_wind_'_by_patrick)"
conv-43_session_28_D28:3,"(tim, stay, in_galway)"
conv-43_session_28_D28:5,"(tim, explore, the_nature)"
conv-43_session_28_D28:7,"(tim, visit, the_cliffs_of_moher)"
conv-43_session_28_D28:8,"(john, stop, by_the_cliffs_of_moher)"
conv-43_session_29_D29:10,"(tim, express, excitement)"
conv-43_session_29_D29:12,"(john, recommend, barcelona)"
conv-43_session_29_D29:13,"(tim, show, interest_in_john_'s_recommendation_of_visiting_barcelona)"
conv-43_session_29_D29:3,"(tim, research, visa_requirements_for_countries_he_wants_to_visit)"
conv-43_session_29_D29:4,"(john, describe, which)"
conv-43_session_29_D29:6,"(john, put, put)"
conv-43_session_29_D29:8,"(john, reach, a_goal)"
conv-43_session_29_D29:9,"(tim, take, initiative)"
conv-43_session_2_D2:1,"(tim, join, a_fantasy_literature_forum)"
conv-43_session_2_D2:11,"(tim, consider, his_book_collection_and_harry_potter_memorabilia)"
conv-43_session_2_D2:13,"(tim, be, a_chance_that_tim_will_visit_more_harry)"
conv-43_session_2_D2:16,"(john, play, in_a_recent_game)"
conv-43_session_2_D2:18,"(john, appreciate, tim_'s_support)"
conv-43_session_2_D2:2,"(john, explore, endorsement_opportunities); (john, express, express)"
conv-43_session_2_D2:7,"(tim, own, a_picture_from_minalima_,_the_creators_of)"
conv-43_session_2_D2:8,"(john, ask, about_tim_'s_book_collection_and_the_picture_from_minalima)"
conv-43_session_3_D3:1,"(john, score, in_a_game)"
conv-43_session_3_D3:11,"(john, mention, mention)"
conv-43_session_3_D3:13,"(john, sign, a_deal)"
conv-43_session_3_D3:19,"(john, love, for_its_energy_,_diversity_,_food_,_and_fan_support)"
conv-43_session_3_D3:2,"(tim, have, a_nice_chat)"
conv-43_session_3_D3:27,"(john, start, start)"
conv-43_session_3_D3:30,"(tim, read, a_great_fantasy_book_to_escape_and_feel)"
conv-43_session_3_D3:5,"(john, celebrate, with_his_teammates)"
conv-43_session_4_D4:1,"(tim, write, articles_about_fantasy_novels)"
conv-43_session_4_D4:10,"(john, read, an_inspiring_book_that_reminds_him_to_keep)"
conv-43_session_4_D4:12,"(john, reach, for_new_goals)"
conv-43_session_4_D4:3,"(tim, write, about_fantasy_novels_on_a_fantasy_literature_forum)"
conv-43_session_4_D4:5,"(tim, focus, focus)"
conv-43_session_4_D4:7,"(tim, write, about_harry_potter_and_game_of_thrones)"
conv-43_session_4_D4:8,"(john, participate, in_an_intense_harry_potter_trivia_contest)"
conv-43_session_5_D5:1,"(tim, skype, with_a_harry_potter_fan_he_met_in_ca_and_discussed_collab___ing)"
conv-43_session_5_D5:13,"(tim, enjoy, enjoy)"
conv-43_session_5_D5:15,"(tim, read, a_fantasy_book_which_he_finds_awesome)"
conv-43_session_5_D5:16,"(john, read, a_fantasy_book_recommended_by_tim)"
conv-43_session_5_D5:2,"(john, win, which)"
conv-43_session_5_D5:6,"(john, feel, feel)"
conv-43_session_5_D5:8,"(john, emphasize, the_importance_of_having_a_strong_team_support)"
conv-43_session_6_D6:13,"(john, start, start); (john, play, on_the_big_courts_,_which_became_a_reality_through_hard_work)"
conv-43_session_6_D6:15,"(john, win, a_championship_in_basketball)"
conv-43_session_6_D6:17,"(john, team, with_a_local_organization)"
conv-43_session_6_D6:2,"(tim, attend, an_event_that_he_found_fantastic_and_special)"
conv-43_session_6_D6:3,"(john, take, a_trip_to_chicago); (john, enjoy, enjoy)"
conv-43_session_6_D6:5,"(john, cheer, cheer)"
conv-43_session_6_D6:6,"(tim, write, more_articles)"
conv-43_session_6_D6:8,"(tim, recommend, the_book_""_the_name_of_the_wind)"
conv-43_session_6_D6:9,"(john, consider, consider)"
conv-43_session_7_D7:1,"(john, feel, feel)"
conv-43_session_7_D7:11,"(john, sign, sign)"
conv-43_session_7_D7:12,"(tim, appreciate, appreciate)"
conv-43_session_7_D7:3,"(john, value, the_bond_created_by_being_around_people_who)"
conv-43_session_7_D7:4,"(tim, belong, at_an_event)"
conv-43_session_7_D7:6,"(tim, hop, hop)"
conv-43_session_7_D7:7,"(john, receive, a_signed_ball)"
conv-43_session_8_D8:1,"(john, stay, on_his_basketball_game)"
conv-43_session_8_D8:12,"(tim, learn, learn)"
conv-43_session_8_D8:14,"(tim, play, on_the_piano)"
conv-43_session_8_D8:7,"(john, include, strength_training)"
conv-43_session_8_D8:9,"(john, improve, john_'s_shooting_accuracy_,_agility_,_and)"
conv-43_session_9_D9:1,"(tim, give, give)"
conv-43_session_9_D9:10,"(john, encourage, tim)"
conv-43_session_9_D9:12,"(john, offer, offer)"
conv-43_session_9_D9:14,"(john, offer, help)"
conv-43_session_9_D9:15,"(tim, appreciate, john_'s_support)"
conv-43_session_9_D9:2,"(john, catch, with_his_family_and_old_friends)"
conv-43_session_9_D9:4,"(john, play, for_quite_some_time)"
conv-43_session_9_D9:5,"(tim, enjoy, enjoy); (tim, travel, to_new_places)"
conv-43_session_9_D9:6,"(john, discover, new_cities)"
conv-43_session_9_D9:7,"(tim, visit, new_york_city)"
conv-43_session_9_D9:8,"(john, explore, the_city)"
conv-43_session_9_D9:9,"(tim, plan, plan)"
conv-44_session_10_D10:1,"(audrey, take, a_dog_training_course)"
conv-44_session_10_D10:12,"(andrew, cook, cook)"
conv-44_session_10_D10:13,"(audrey, remind, her)"
conv-44_session_10_D10:16,"(andrew, express, his_creativity)"
conv-44_session_10_D10:17,"(audrey, try, new_recipes)"
conv-44_session_10_D10:18,"(andrew, calm, a_form_of_escape_that_allows_him_to); (andrew, appreciate, especially_the_process_of_experimenting)"
conv-44_session_10_D10:19,"(audrey, throw, some_music)"
conv-44_session_10_D10:21,"(audrey, go, go)"
conv-44_session_10_D10:23,"(audrey, inspire, inspire)"
conv-44_session_10_D10:26,"(andrew, try, new_meal_ideas_,_especially_healthier_ones)"
conv-44_session_10_D10:7,"(audrey, mix, mix)"
conv-44_session_10_D10:9,"(audrey, get, as_a_pack)"
conv-44_session_11_D11:1,"(andrew, enjoy, enjoy)"
conv-44_session_11_D11:11,"(andrew, emphasize, the_importance_of_finding_a_safe_trail_for)"
conv-44_session_11_D11:12,"(audrey, value, the_safety_of_the_dogs)"
conv-44_session_11_D11:2,"(audrey, enjoy, enjoy)"
conv-44_session_11_D11:3,"(andrew, get, a_dog)"
conv-44_session_11_D11:34,"(audrey, appreciate, moments_in_nature)"
conv-44_session_11_D11:4,"(audrey, get, her_dogs)"
conv-44_session_11_D11:6,"(audrey, agree, agree)"
conv-44_session_11_D11:7,"(andrew, plan, a_hike_with_audrey_and_her_dogs)"
conv-44_session_12_D12:1,"(andrew, name, toby)"
conv-44_session_12_D12:10,"(audrey, put, a_lot_of_love_and_effort)"
conv-44_session_12_D12:12,"(audrey, believe, believe)"
conv-44_session_12_D12:13,"(andrew, meet, audrey_'s_pups); (audrey, meet, toby)"
conv-44_session_12_D12:2,"(audrey, think, think)"
conv-44_session_12_D12:3,"(andrew, mention, mention)"
conv-44_session_12_D12:5,"(andrew, invite, audrey_and_her_pups)"
conv-44_session_12_D12:6,"(audrey, mention, mention)"
conv-44_session_13_D13:1,"(andrew, volunteer, at_a_pet_shelter); (andrew, spend, spend)"
conv-44_session_13_D13:10,"(audrey, take, long_walks)"
conv-44_session_13_D13:11,"(andrew, consider, pets)"
conv-44_session_13_D13:12,"(audrey, listen, listen)"
conv-44_session_13_D13:13,"(andrew, find, find)"
conv-44_session_13_D13:4,"(audrey, have, four_fur_babies_that_are_very_important_to)"
conv-44_session_13_D13:7,"(andrew, bring, a_lot_of_joy)"
conv-44_session_13_D13:8,"(audrey, name, max_,_who_had_lots_of_energy_and)"
conv-44_session_14_D14:1,"(andrew, name, toby); (andrew, enjoy, camping_and_spending_time)"
conv-44_session_14_D14:11,"(andrew, enjoy, enjoy)"
conv-44_session_14_D14:13,"(andrew, refresh, calming)"
conv-44_session_14_D14:14,"(audrey, have, a_special_bond_with_her_pets)"
conv-44_session_14_D14:17,"(andrew, see, him)"
conv-44_session_14_D14:2,"(audrey, take, agility_classes)"
conv-44_session_14_D14:20,"(audrey, think, think)"
conv-44_session_14_D14:24,"(audrey, give, advice_that_puppies_,_especially_german_shepherds_,)"
conv-44_session_14_D14:4,"(audrey, take, her_dogs)"
conv-44_session_14_D14:8,"(audrey, enjoy, enjoy)"
conv-44_session_15_D15:1,"(audrey, get, another)"
conv-44_session_15_D15:10,"(andrew, acknowledge, acknowledge)"
conv-44_session_15_D15:13,"(audrey, imagine, life)"
conv-44_session_15_D15:14,"(audrey, consider, consider)"
conv-44_session_15_D15:2,"(andrew, go, to_a_farm)"
conv-44_session_15_D15:3,"(audrey, give, proper_attention)"
conv-44_session_15_D15:5,"(audrey, relax, relax)"
conv-44_session_15_D15:6,"(andrew, share, a_photo_of_his_pet_,_toby_,); (andrew, appreciate, the_joy_and_comfort_pets)"
conv-44_session_15_D15:9,"(audrey, cuddle, cuddle)"
conv-44_session_16_D16:1,"(andrew, take, a_break_from_work); (andrew, enjoy, enjoy)"
conv-44_session_16_D16:12,"(audrey, take, her_dogs)"
conv-44_session_16_D16:13,"(andrew, head, to_a_nature_reserve)"
conv-44_session_16_D16:2,"(audrey, learn, a_new_skill_related_to_dog_grooming_in); (audrey, care, for_her_pups)"
conv-44_session_16_D16:6,"(audrey, take, a_dog_grooming_course)"
conv-44_session_17_D17:1,"(andrew, go, fishing)"
conv-44_session_17_D17:12,"(audrey, offer, tips)"
conv-44_session_17_D17:2,"(audrey, fish, fish)"
conv-44_session_17_D17:3,"(andrew, keep, his_pets)"
conv-44_session_17_D17:4,"(audrey, believe, believe)"
conv-44_session_17_D17:5,"(andrew, take, care)"
conv-44_session_17_D17:6,"(audrey, take, care)"
conv-44_session_17_D17:7,"(andrew, appreciate, the_rewarding_feeling_of_making_a_positive_impact)"
conv-44_session_17_D17:8,"(audrey, emphasize, the_strong_bond_she_has_with_her_dogs)"
conv-44_session_17_D17:9,"(andrew, bond, with_his_pet_dog_,_toby)"
conv-44_session_18_D18:1,"(andrew, cause, cause); (andrew, try, try)"
conv-44_session_18_D18:10,"(audrey, provide, comfort)"
conv-44_session_18_D18:14,"(audrey, love, the_new_beds)"
conv-44_session_18_D18:15,"(andrew, enjoy, enjoy)"
conv-44_session_18_D18:17,"(andrew, live, for_his_young_pet_toby)"
conv-44_session_18_D18:20,"(audrey, encourage, andrew)"
conv-44_session_18_D18:4,"(audrey, emphasize, the_importance_of_self_care_and_finding_time)"
conv-44_session_18_D18:5,"(andrew, add, self_care_activities)"
conv-44_session_18_D18:6,"(audrey, organize, a_doggy_playdate_with_the_neighbors_'_dogs)"
conv-44_session_19_D19:12,"(audrey, mix, mix)"
conv-44_session_19_D19:16,"(audrey, take, care)"
conv-44_session_19_D19:18,"(andrew, take, care)"
conv-44_session_19_D19:2,"(audrey, experience, a_moment_of_worry)"
conv-44_session_19_D19:22,"(audrey, care, care)"
conv-44_session_19_D19:24,"(audrey, enjoy, the_garden)"
conv-44_session_19_D19:28,"(audrey, bring, loads_of_love_and_happiness)"
conv-44_session_19_D19:3,"(andrew, express, concern_and_empathy_for_audrey_'s_dog)"
conv-44_session_19_D19:4,"(audrey, strengthen, the_bond)"
conv-44_session_19_D19:5,"(andrew, build, a_strong_relationship_with_dogs)"
conv-44_session_19_D19:6,"(audrey, emphasize, the_importance_of_patience_,_love_,_and)"
conv-44_session_19_D19:7,"(andrew, build, a_strong_relationship_with_dogs)"
conv-44_session_19_D19:8,"(audrey, teach, her_dogs_obedience_and_tricks_like_sit_,)"
conv-44_session_1_D1:12,"(andrew, have, any_pets)"
conv-44_session_1_D1:14,"(andrew, awe, awe)"
