memory_id,entities,relations,keywords
conv-47_session_11_D11:12,,,
conv-47_session_11_D11:13,,,
conv-47_session_11_D11:14,"james, john",encourage,"difference, find, james, john, lots, making, one, perfect, places, show, skills, sure"
conv-47_session_11_D11:15,,,
conv-47_session_11_D11:16,"encouragement, james, support",offer,"addition, encouragement, find, good, great, james, john, luck, passions, right, skills, spot, support, sure"
conv-47_session_11_D11:17,,,
conv-47_session_11_D11:18,,,
conv-47_session_11_D11:19,,,
conv-47_session_11_D11:2,"james, john",hear,"action, awesome, bet, cool, difference, glad, hear, hey, james, john, love, make, see, skills, used"
conv-47_session_11_D11:3,,,
conv-47_session_11_D11:4,,,
conv-47_session_11_D11:5,,,
conv-47_session_11_D11:6,"behind, creation, foundation, james, john, motivation, software, tool",ask,"amazing, awesome, behind, create, creation, foundation, james, john, motivated, motivation, software, system, tool, wow"
conv-47_session_11_D11:7,"inspire, john",inspire,"any, challenge, chance, coding, contribute, difference, expand, great, helping, inspire, inspired, john, kids, lets, make, passion, plus, really, rewarding, skills"
conv-47_session_11_D11:8,,,
conv-47_session_11_D11:9,,,
conv-47_session_12_D12:1,"buggies, cars, coasters, electric, ferris, james, roller, wheel",go,"amusement, awesome, break, buggies, cars, coasters, electric, everything, exciting, felt, ferris, friends, game, great, hey, james, john, kid, last, like"
conv-47_session_12_D12:10,,,
conv-47_session_12_D12:11,"big, james, project",finish,"big, bigger, challenging, confident, details, even, feel, finished, handle, james, language, learn, learned, lot, many, months, new, patience, perseverance, problem"
conv-47_session_12_D12:12,,,
conv-47_session_12_D12:13,,,
conv-47_session_12_D12:14,,,
conv-47_session_12_D12:2,,,
conv-47_session_12_D12:3,,,
conv-47_session_12_D12:4,"john, local, tournament",enter,"competitive, cool, energy, entered, experience, friday, insane, john, last, local, place, really, second, took, tournament, wild"
conv-47_session_12_D12:5,,,
conv-47_session_12_D12:6,,,
conv-47_session_12_D12:7,"every, john, time",win,"awesome, every, growth, important, john, news, progress, time, win"
conv-47_session_12_D12:8,,,
conv-47_session_12_D12:9,,,
conv-47_session_13_D13:1,,,
conv-47_session_13_D13:10,,,
conv-47_session_13_D13:11,,,
conv-47_session_13_D13:12,"james, matches, sport",follow,"better, club, course, football, james, like, liverpool, match, matches, miss, played, say, single, sport, well"
conv-47_session_13_D13:13,,,
conv-47_session_13_D13:14,"champions, james",become,"absolutely, become, champions, forever, great, heart, hope, james, next, season, team"
conv-47_session_13_D13:15,"city, fan, john, manchester",memory,"agree, championship, city, fan, fight, john, manchester, mine, see, teams, two, win"
conv-47_session_13_D13:16,,,
conv-47_session_13_D13:17,,,
conv-47_session_13_D13:18,"football, james, john, standing, team",memory,"bet, final, football, higher, james, john, standing, standings, team"
conv-47_session_13_D13:19,"bet, james, john",agree,"battle, bet, great, james, john, take"
conv-47_session_13_D13:2,,,
conv-47_session_13_D13:20,,,
conv-47_session_13_D13:3,"dream, job, john",get,"dream, ecstatic, finally, got, interviews, job, john, journey, late, lots, nights, offer, start, wait"
conv-47_session_13_D13:4,,,
conv-47_session_13_D13:5,"job, john, new",start,"job, john, month, new, next, starting, thank"
conv-47_session_13_D13:6,"course, james",start,"afraid, challenging, combines, course, definitely, excitement, experience, fun, gaming, getting, great, hear, help, increased, james, need, passion, programming, recently, rough"
conv-47_session_13_D13:7,,,
conv-47_session_13_D13:8,"football, james, project, simulator",work,"collecting, currently, databases, easy, football, james, new, part, player, project, simulator, working, yes"
conv-47_session_13_D13:9,,,
conv-47_session_14_D14:1,"james, struggle",struggle,"always, going, good, great, happened, help, hey, james, john, lately, least, lot, lucky, people, struggle, struggling, two"
conv-47_session_14_D14:10,"archive, book, john, series, stormlight",memory,"archive, book, check, chronicle, definitely, epic, expanse, favorites, john, kingkiller, series, sf, stormlight, thing, two"
conv-47_session_14_D14:11,,,
conv-47_session_14_D14:12,,,
conv-47_session_14_D14:13,"james, max",name,"brings, especially, james, joy, lovable, max, much, playful, times, tough"
conv-47_session_14_D14:14,,,
conv-47_session_14_D14:15,"enjoy, james",enjoy,"always, cheers, cuddles, enjoy, enjoying, feeling, great, james, max, yeah"
conv-47_session_14_D14:16,,,
conv-47_session_14_D14:17,"beach, james, john, lake, swim",swim,"beach, hit, james, john, lake, loves, playing, pro, swim, swimmer, usually, water, yeah"
conv-47_session_14_D14:18,,,
conv-47_session_14_D14:19,,,
conv-47_session_14_D14:2,"blog, coding, james, john, picture","post, start","blog, coding, crucial, emotional, especially, exciting, first, gad, hard, hear, james, john, kinda, last, picture, quite, ready, rollercoaster, scary, started"
conv-47_session_14_D14:20,"achievement, james, john",appreciate,"achievement, great, happy, james, john, looks"
conv-47_session_14_D14:21,,,
conv-47_session_14_D14:22,,,
conv-47_session_14_D14:23,,,
conv-47_session_14_D14:24,,,
conv-47_session_14_D14:25,,,
conv-47_session_14_D14:26,,,
conv-47_session_14_D14:27,"james, walks",take,"connect, great, house, james, love, max, mile, nature, nearby, relax, taking, trail, tranquil, walks, way"
conv-47_session_14_D14:28,,,
conv-47_session_14_D14:29,,,
conv-47_session_14_D14:3,,,
conv-47_session_14_D14:30,,,
conv-47_session_14_D14:31,"book, james",bring,"book, bring, chill, escape, james, like, reality, usually"
conv-47_session_14_D14:32,"breaks, john",take,"breaks, feel, great, james, john, keep, recharged, scenery, sounds, switching, taking, way"
conv-47_session_14_D14:33,,,
conv-47_session_14_D14:34,"back, john",,"always, back, care, john, problem, take"
conv-47_session_14_D14:4,,,
conv-47_session_14_D14:5,,,
conv-47_session_14_D14:6,,,
conv-47_session_14_D14:7,,,
conv-47_session_14_D14:8,"enjoy, john",enjoy,"big, books, building, enjoy, epic, escape, fan, fantasy, fi, getting, great, immersive, intricate, john, lost, pages, reading, reality, sci, series"
conv-47_session_14_D14:9,,,
conv-47_session_15_D15:1,"daisy, james, max, pets, three",introduce,"adapting, awesome, bond, chat, daisy, first, friday, fun, happened, hard, hey, introducing, james, john, last, max, ned, new, pets, pup"
conv-47_session_15_D15:10,,,
conv-47_session_15_D15:11,"fortunate, individuals, items, james, less, necessary, organization, providing",volunteer,"act, even, felt, fortunate, great, help, individuals, items, james, kindness, less, mean, much, necessary, need, organization, provides, providing, rewarding, see"
conv-47_session_15_D15:12,,,
conv-47_session_15_D15:13,"james, john",introduce,"course, even, introduce, james, john, previous, staff, still, think"
conv-47_session_15_D15:14,,,
conv-47_session_15_D15:15,"help, james, people, willingness",indicate,"desire, friendly, great, help, james, necessary, need, people, person, polite, succeed, sure, willingness"
conv-47_session_15_D15:16,"desire, help, john, make, people",express,"achieve, better, definitely, desire, goal, help, john, make, people, place, support, thanks, want, world"
conv-47_session_15_D15:17,"impact, james, positive, world",make,"impact, james, positive, together, world"
conv-47_session_15_D15:18,"impact, james, john, positive, support",make,"determined, impact, james, john, lot, make, means, positive, support, thanks"
conv-47_session_15_D15:19,,,
conv-47_session_15_D15:2,,,
conv-47_session_15_D15:3,"bonding, great, james, pets, photo, together",take,"bonding, check, got, great, james, last, night, pets, photo, pic, together, yep"
conv-47_session_15_D15:4,,,
conv-47_session_15_D15:5,,,
conv-47_session_15_D15:6,"career, desires, john",contemplate,"career, desires, driven, future, impact, john, lately, make, passionate, positive, thinking, want, world"
conv-47_session_15_D15:7,,,
conv-47_session_15_D15:8,"consider, john",consider,"abilities, care, causes, consider, going, into, john, looking, non, passions, profit, put, really, thinking, use, volunteering, want, work, yeah"
conv-47_session_15_D15:9,"james, last, month",volunteer,"cool, gifts, great, james, john, last, little, month, much, nonprofits, passion, pic, really, rewarding, see, skills, sounds, sure, things, took"
conv-47_session_16_D16:1,"gaming, james, online, tournament",win,"actually, blew, exciting, experience, felt, gaming, good, guess, hey, hope, improving, james, john, keep, last, long, mind, motivated, online, really"
conv-47_session_16_D16:10,"james, john",ask,"already, cool, country, else, fourth, james, john, somewhere, toronto, visit, visiting"
conv-47_session_16_D16:11,,,
conv-47_session_16_D16:12,,,
conv-47_session_16_D16:13,"james, plan",plan,"20, bring, definitely, james, july, kind, plan, return, souvenir"
conv-47_session_16_D16:14,"john, wait",wait,"bon, james, john, journey, thanks, voyage, wait, waiting"
conv-47_session_16_D16:15,,,
conv-47_session_16_D16:16,,,
conv-47_session_16_D16:2,,,
conv-47_session_16_D16:3,,,
conv-47_session_16_D16:4,"john, life, personal, professional",balance,"balancing, challenge, determined, emotion, feeling, hand, john, kind, lately, life, one, overwhelmed, passionate, personal, professional, stressed, tug"
conv-47_session_16_D16:5,"james, try",try,"150, balanced, become, breaks, example, extreme, height, highest, hobbies, interested, james, jumped, jumping, lately, meters, rope, sports, staying, take, things"
conv-47_session_16_D16:6,,,
conv-47_session_16_D16:7,,,
conv-47_session_16_D16:8,"john, relax",relax,"authors, entering, escape, fun, imaginative, john, like, love, reading, reality, relax, worlds"
conv-47_session_16_D16:9,"air, james, reading, tickets","buy, enjoy","air, bought, cold, covers, day, especially, evening, exciting, james, leaving, love, read, reading, snuggled, something, summer, tickets, tomorrow, toronto, want"
conv-47_session_17_D17:1,"john, start",start,"better, chess, ever, get, hi, james, john, loving, playing, start, started, strategy, tried"
conv-47_session_17_D17:10,"advice, james, john","receive, share","advice, analyzing, definitely, games, great, improve, james, john, moves, opening, spot, strategies, studying, ways, weaknesses"
conv-47_session_17_D17:11,,,
conv-47_session_17_D17:12,,,
conv-47_session_17_D17:13,"john, skateboarding",relate,"elementary, friend, john, lot, means, photo, remember, school, skateboarding, support, true"
conv-47_session_17_D17:14,,,
conv-47_session_17_D17:15,,,
conv-47_session_17_D17:16,,,
conv-47_session_17_D17:17,,,
conv-47_session_17_D17:18,james,teach,"chase, exercise, get, great, james, love, run, way"
conv-47_session_17_D17:19,,,
conv-47_session_17_D17:2,"chess, james",play,"chess, enjoying, game, great, hey, james, john, played, really, strategy, tests, yeah"
conv-47_session_17_D17:20,,,
conv-47_session_17_D17:21,"friendship, importance, john",express,"amazing, bond, bring, definitely, friendship, get, importance, john, joy, lot, love, one, pets, pity, someday, trip, us, way, yeah"
conv-47_session_17_D17:22,"city, james, nuuk",travel,"add, addition, another, bit, bucket, city, country, even, everything, get, great, james, know, least, list, managed, nuuk, one, quite, stayed"
conv-47_session_17_D17:23,,,
conv-47_session_17_D17:24,,,
conv-47_session_17_D17:25,,,
conv-47_session_17_D17:26,,,
conv-47_session_17_D17:27,,,
conv-47_session_17_D17:28,"james, time",spend,"bring, chilling, dogs, happiness, james, life, much, sister, time, together, yesterday"
conv-47_session_17_D17:29,,,
conv-47_session_17_D17:3,,,
conv-47_session_17_D17:30,"enjoy, james",enjoy,"blessed, bond, close, enjoy, family, friends, furry, great, james, like, sister, time, together"
conv-47_session_17_D17:31,"john, support",value,"amazing, connection, everything, family, friends, grateful, james, john, joy, love, means, much, really, show, siblings, sometimes, support, things, tough, us"
conv-47_session_17_D17:32,,,
conv-47_session_17_D17:33,,,
conv-47_session_17_D17:34,,,
conv-47_session_17_D17:35,,,
conv-47_session_17_D17:36,,,
conv-47_session_17_D17:37,,,
conv-47_session_17_D17:4,,,
conv-47_session_17_D17:5,"chess, john",play,"chess, club, game, intense, john, joined, lately, mostly, online, others, pic, played, playing, practice"
conv-47_session_17_D17:6,,,
conv-47_session_17_D17:7,"decision, john, making, skills",enhance,"always, believe, challenge, chess, decision, drawn, games, improve, john, making, plus, skills, strategy, wanted"
conv-47_session_17_D17:8,,,
conv-47_session_17_D17:9,,,
conv-47_session_18_D18:1,"job, john",leave,"call, catching, decision, difference, good, happy, hey, huge, huh, james, job, john, left, loving, made, new, recently, something, tough, wanted"
conv-47_session_18_D18:10,,,
conv-47_session_18_D18:11,"john, value",value,"endeavor, glad, john, new, support, thanks, value"
conv-47_session_18_D18:12,,,
conv-47_session_18_D18:13,,,
conv-47_session_18_D18:14,"james, puppy",take,"clinic, james, puppy, took, yesterday"
conv-47_session_18_D18:15,,,
conv-47_session_18_D18:16,,,
conv-47_session_18_D18:17,,,
conv-47_session_18_D18:18,"james, pets",care,"always, care, james, joy, pets, source, take"
conv-47_session_18_D18:19,,,
conv-47_session_18_D18:2,,,
conv-47_session_18_D18:20,,,
conv-47_session_18_D18:3,,,
conv-47_session_18_D18:4,,,
conv-47_session_18_D18:5,,,
conv-47_session_18_D18:6,,,
conv-47_session_18_D18:7,"cs, john",start,"become, career, computer, cs, drawn, example, games, gaming, go, happy, industry, into, john, journey, lately, lot, makes, means, new, organizer"
conv-47_session_18_D18:8,,,
conv-47_session_18_D18:9,,,
conv-47_session_19_D19:1,john,thank,"convo, days, encouraging, game, genres, goals, got, hey, james, john, new, passions, thanks, thinking, try"
conv-47_session_19_D19:10,,,
conv-47_session_19_D19:11,,,
conv-47_session_19_D19:12,"dogs, james, three",take,"beach, bond, dogkeepers, dogs, fun, james, outing, three, took, yesterday"
conv-47_session_19_D19:13,,,
conv-47_session_19_D19:14,"consider, james",consider,"asking, beautiful, call, consider, date, even, fun, girl, james, left, met, number, one, phone, think, thinking, tomorrow, yes"
conv-47_session_19_D19:15,,,
conv-47_session_19_D19:16,,,
conv-47_session_19_D19:17,,,
conv-47_session_19_D19:2,,,
conv-47_session_19_D19:3,"consider, john, start","consider, start","already, competitions, consider, different, games, genres, instead, john, lately, like, making, playing, rpg, shooters, start, strategy, thinking, usual"
conv-47_session_19_D19:4,,,
conv-47_session_19_D19:5,"enjoys, john, witcher",hook,"amazing, characters, enjoys, enough, get, hooked, john, lately, new, playing, rpg, storytelling, witcher"
conv-47_session_19_D19:6,,,
conv-47_session_19_D19:7,,,
conv-47_session_19_D19:8,"james, picture",share,"amazing, check, choices, feel, graphics, impact, insane, james, love, pic, picture, shape, witcher, world, yeah"
conv-47_session_19_D19:9,"initiative, john",take,"graphics, great, initiative, john, look, organized, pic, stunning, truly, way, workplace"
conv-47_session_1_D1:1,,,
conv-47_session_1_D1:10,,,
conv-47_session_1_D1:11,"applications, developing, idea, john, mobile, together",suggest,"applications, develop, developing, future, idea, john, like, maybe, mobile, together"
conv-47_session_1_D1:12,,,
conv-47_session_1_D1:13,,,
conv-47_session_1_D1:14,"james, plan",plan,"actually, app, build, care, connect, cool, daisy, dog, goal, helpful, information, james, max, owners, pet, plan, provide, reliable, walkers, walking"
conv-47_session_1_D1:15,,,
conv-47_session_1_D1:16,,,
conv-47_session_1_D1:17,,,
conv-47_session_1_D1:18,,,
conv-47_session_1_D1:19,,,
conv-47_session_1_D1:2,,,
conv-47_session_1_D1:20,"james, project",work,"back, character, child, comics, computer, drawing, even, excited, game, into, james, kid, made, main, project, really, since, sketches, something, turn"
conv-47_session_1_D1:21,,,
conv-47_session_1_D1:22,,,
conv-47_session_1_D1:23,,,
conv-47_session_1_D1:24,,,
conv-47_session_1_D1:25,,,
conv-47_session_1_D1:26,,,
conv-47_session_1_D1:27,,,
conv-47_session_1_D1:28,,,
conv-47_session_1_D1:29,,,
conv-47_session_1_D1:3,,,
conv-47_session_1_D1:30,,,
conv-47_session_1_D1:31,,,
conv-47_session_1_D1:32,,,
conv-47_session_1_D1:33,,,
conv-47_session_1_D1:34,,,
conv-47_session_1_D1:35,"gaming, interest, john, vr",show,"experience, gaming, immersive, insane, interest, john, times, together, tried, try, vr, wait"
conv-47_session_1_D1:36,,,
conv-47_session_1_D1:37,,,
conv-47_session_1_D1:4,,,
conv-47_session_1_D1:5,,,
conv-47_session_1_D1:6,"james, try",try,"any, awesome, class, coding, college, experience, good, james, life, luck, one, programming, skill, tried, try"
conv-47_session_1_D1:7,"class, john, programming",sign,"any, back, bit, class, coding, course, css, done, html, john, languages, like, programming, projects, refresh, skills, thought, years"
conv-47_session_1_D1:8,"james, python",work,"built, created, example, game, james, mods, one, python, website, worked"
conv-47_session_1_D1:9,,,
conv-47_session_20_D20:1,"group, john, online, programming",join,"awesome, coding, community, difference, friday, goals, good, group, hear, hey, incredible, james, john, joined, last, making, news, online, part, people"
conv-47_session_20_D20:10,,,
conv-47_session_20_D20:11,"card, games, graphics, intense, john, powerful",use,"always, areas, awesome, card, chair, currently, escape, focused, games, gaming, graphics, headset, immersive, intense, james, john, keeps, keyboard, motivated, nice"
conv-47_session_20_D20:12,"friends, gaming, james, marathon",host,"blast, bond, card, different, enhance, escape, even, experience, friends, gaming, graphics, great, headset, hosted, james, marathon, motivated, nice, night, one"
conv-47_session_20_D20:13,,,
conv-47_session_20_D20:14,,,
conv-47_session_20_D20:15,,,
conv-47_session_20_D20:16,,,
conv-47_session_20_D20:17,"gaming, john, night",organize,"gaming, john, month, next, night, one, organizing, siblings, stoked, wait, yep"
conv-47_session_20_D20:18,,,
conv-47_session_20_D20:19,,,
conv-47_session_20_D20:2,,,
conv-47_session_20_D20:20,,,
conv-47_session_20_D20:21,,,
conv-47_session_20_D20:22,,,
conv-47_session_20_D20:3,,,
conv-47_session_20_D20:4,,,
conv-47_session_20_D20:5,"john, project",work,"awesome, collaborating, cool, created, great, group, helped, john, last, others, points, project, seeing, someone, something, strong, together, week, worked, working"
conv-47_session_20_D20:6,,,
conv-47_session_20_D20:7,"john, start",start,"any, competitions, courage, esports, experience, full, groups, hosting, john, learn, new, one, online, participate, something, start, still, team, think, time"
conv-47_session_20_D20:8,james,play,"any, even, fun, game, gaming, get, group, groups, james, nah, online, play, recently, regularly, right, sessions, stream, super, together"
conv-47_session_20_D20:9,"devices, john, new",buy,"bought, desk, devices, friends, game, gaming, great, james, john, new, refurbished, way, wow"
conv-47_session_21_D21:1,,,
conv-47_session_21_D21:10,,,
conv-47_session_21_D21:11,,,
conv-47_session_21_D21:12,,,
conv-47_session_21_D21:13,"james, suggest",suggest,"coffee, go, james, starbucks, suggest, want, yes"
conv-47_session_21_D21:14,,,
conv-47_session_21_D21:15,,,
conv-47_session_21_D21:16,"beers, john, light",prefer,"beer, beers, dark, else, except, great, idea, john, light, like, maybe, something"
conv-47_session_21_D21:17,,,
conv-47_session_21_D21:18,"agree, john",agree,"agree, great, john, mcgee, pub, see, tomorrow"
conv-47_session_21_D21:19,,,
conv-47_session_21_D21:2,"john, programming, siblings, younger",help,"cool, course, cute, get, helping, into, john, joined, name, programming, pup, really, remind, see, siblings, since, younger"
conv-47_session_21_D21:3,"james, ned",name,"adopted, awesome, great, hear, imagine, james, life, name, ned, programming, siblings, signed, since, without"
conv-47_session_21_D21:4,,,
conv-47_session_21_D21:5,,,
conv-47_session_21_D21:6,"adventure, based, coding, game, involving, john, project, siblings, text",work,"adventure, based, coding, cool, game, helping, involves, involving, john, learn, project, siblings, text, together, working, yeah"
conv-47_session_21_D21:7,,,
conv-47_session_21_D21:8,,,
conv-47_session_21_D21:9,"civilization, game, james, similar, strategy",create,"adventure, awesome, based, civilization, coding, complicated, cool, create, crossed, day, depth, different, dying, fingers, game, games, genres, impressive, james, john"
conv-47_session_22_D22:1,"game, james, put, strategy, unity",finish,"believing, difference, effort, encouragement, finally, finished, game, hey, hope, james, john, loads, made, proud, put, real, really, strategy, support, thanks"
conv-47_session_22_D22:10,"coding, john, siblings",teach,"already, amazing, any, awesome, coding, collaboration, creating, experience, feedback, fulfilling, huge, impact, john, learned, lessons, make, programs, project, siblings, teaching"
conv-47_session_22_D22:11,,,
conv-47_session_22_D22:12,"basic, coding, games, john, journey, stories",start,"basic, coding, fast, games, good, inspiring, john, journey, learn, making, small, starting, stories, time"
conv-47_session_22_D22:13,,,
conv-47_session_22_D22:14,"coding, john",learn,"coding, come, cool, excited, far, games, go, hopefully, john, like, make, passion, proud, see, skills, something, use, video, wait"
conv-47_session_22_D22:15,,,
conv-47_session_22_D22:16,,,
conv-47_session_22_D22:17,,,
conv-47_session_22_D22:18,"difficult, john, times",go,"difficult, friendship, going, good, got, john, know, like, lot, means, really, someone, times"
conv-47_session_22_D22:19,,,
conv-47_session_22_D22:2,,,
conv-47_session_22_D22:3,,,
conv-47_session_22_D22:4,,,
conv-47_session_22_D22:5,"civilization, games, james, like, strategy, total, war",play,"always, challenge, civilization, create, decided, games, james, like, loved, one, playing, strategy, total, war"
conv-47_session_22_D22:6,,,
conv-47_session_22_D22:7,"challenging, game, james",create,"balancing, bit, challenging, ensuring, error, everything, fairness, game, get, james, managed, mechanics, right, trial, wanted"
conv-47_session_22_D22:8,,,
conv-47_session_22_D22:9,"james, learn",learn,"better, collaboration, created, definitely, essential, experience, feedback, game, great, help, james, john, key, learn, learning, made, others, patience, perseverance, proud"
conv-47_session_23_D23:1,"james, samantha",ask,"agreed, anything, asked, bad, become, bit, days, downs, girlfriend, gone, good, happy, hey, interesting, james, john, lately, life, lot, loves"
conv-47_session_23_D23:10,,,
conv-47_session_23_D23:11,,,
conv-47_session_23_D23:12,,,
conv-47_session_23_D23:13,"class, cooking, great, james, omelette","make, sign","ago, class, cooking, days, dishes, felt, first, got, great, james, learn, lesson, liked, never, new, omelette, prepared, several, signed, simple"
conv-47_session_23_D23:14,,,
conv-47_session_23_D23:15,"10, class, james, learn, per","cost, learn","10, cheap, class, dough, james, learn, made, make, meringue, per, taught, us"
conv-47_session_23_D23:16,,,
conv-47_session_23_D23:17,,,
conv-47_session_23_D23:18,,,
conv-47_session_23_D23:19,,,
conv-47_session_23_D23:2,"john, start",start,"besides, binds, closer, coding, else, experience, father, first, glad, great, help, hey, james, john, learning, little, look, news, parents, photo"
conv-47_session_23_D23:20,,,
conv-47_session_23_D23:21,,,
conv-47_session_23_D23:3,"find, james",find,"bar, beer, common, find, good, great, james, john, lager, like, looks, loves, mcgee, much, pic, samantha, time, turned"
conv-47_session_23_D23:4,,,
conv-47_session_23_D23:5,,,
conv-47_session_23_D23:6,,,
conv-47_session_23_D23:7,,,
conv-47_session_23_D23:8,"equipment, gaming, headphones, including, john, new, sennheiser",buy,"bought, equipment, example, gaming, headphones, improve, including, john, new, sennheiser, skills"
conv-47_session_23_D23:9,,,
conv-47_session_24_D24:1,"board, games, into, john",get,"board, changed, fun, games, getting, hey, into, james, john, last, long, lot, new, one, see, since, started, talked, time, tried"
conv-47_session_24_D24:10,,,
conv-47_session_24_D24:11,,,
conv-47_session_24_D24:12,"castle, dream, james",relate,"any, big, castle, castles, dream, instruments, james, kind, life, like, music, nothing, part, play, thanks, though"
conv-47_session_24_D24:13,"john, use",use,"any, cool, drums, electronic, instruments, into, john, music, play, rock, use, used, younger"
conv-47_session_24_D24:14,"james, use",use,"awesome, guitar, james, play, rock, use, used, yeah, younger"
conv-47_session_24_D24:15,"john, use",use,"drum, drums, fun, john, let, old, photo, play, playing, set, steam, use, used, way, younger"
conv-47_session_24_D24:16,,,
conv-47_session_24_D24:17,"friends, john",jam,"friends, fun, jammed, john, lot"
conv-47_session_24_D24:18,,,
conv-47_session_24_D24:19,,,
conv-47_session_24_D24:2,"james, start",start,"board, cool, everything, forget, game, hey, james, john, kind, lot, needed, notebook, order, something, start, started, time, writing"
conv-47_session_24_D24:20,"games, james, streaming",start,"collecting, details, enjoy, everything, experience, games, hope, james, nice, problem, recordings, started, streaming, videos, way, without, works, worrying, yet"
conv-47_session_24_D24:21,,,
conv-47_session_24_D24:3,,,
conv-47_session_24_D24:4,"ideas, james",get,"books, dreams, even, get, ideas, james, john, like, movies, sources, thanks, various"
conv-47_session_24_D24:5,,,
conv-47_session_24_D24:6,"interesting, james, thoughts",lead,"ago, crazy, creative, dream, ideas, interesting, james, led, thoughts, vivid, weeks, woke"
conv-47_session_24_D24:7,,,
conv-47_session_24_D24:8,,,
conv-47_session_24_D24:9,"castle, dream, james, medieval, puzzles, traps",base,"any, awesome, castle, dream, experience, exploring, got, james, look, love, medieval, notes, puzzles, sketches, sounds, take, traps, wow"
conv-47_session_25_D25:1,,,
conv-47_session_25_D25:10,"james, offer",offer,"2d, adventures, great, help, into, james, john, legend, like, offer, puzzles, see, sounds, testing, zelda"
conv-47_session_25_D25:11,,,
conv-47_session_25_D25:12,,,
conv-47_session_25_D25:13,"john, resources",use,"awesome, basically, constantly, design, developer, filled, forums, game, ideas, information, informed, insights, john, keep, key, learning, resources, staying, tips, tutorials"
conv-47_session_25_D25:14,"james, magazine",recommend,"advise, date, dedicated, good, improving, information, informed, inspiring, james, keep, learning, magazine, read, really, see, source, stay, staying, work, worthy"
conv-47_session_25_D25:15,"developers, interviews, john, magazine, tutorials",read,"developers, great, helpful, interviews, john, magazine, read, really, tips, tutorials"
conv-47_session_25_D25:16,,,
conv-47_session_25_D25:17,,,
conv-47_session_25_D25:18,"find, james",find,"course, dev, developer, filled, find, game, great, help, improve, interviews, james, skills, super, tutorials, useful"
conv-47_session_25_D25:19,,,
conv-47_session_25_D25:2,,,
conv-47_session_25_D25:20,,,
conv-47_session_25_D25:21,"john, push",push,"chaotic, everything, going, john, powering, push, week"
conv-47_session_25_D25:22,"james, john",advise,"busy, care, got, hear, james, john, make, sorry, sure, take, time, week"
conv-47_session_25_D25:23,,,
conv-47_session_25_D25:24,,,
conv-47_session_25_D25:25,,,
conv-47_session_25_D25:3,"focusing, john, new, portable, smokers, startup",start,"already, any, cool, focusing, good, happening, john, looks, metal, new, one, portable, smokers, started, startup, stuff, think, welded, yesterday"
conv-47_session_25_D25:4,"feedback, james, positive",receive,"away, blown, campfires, comments, community, feedback, felt, game, gaming, going, great, hey, inspired, james, john, keep, last, looks, makes, nice"
conv-47_session_25_D25:5,,,
conv-47_session_25_D25:6,,,
conv-47_session_25_D25:7,"career, john, major, milestone",achieve,"achieved, career, first, game, john, launching, major, making, milestone, mobile, month, next"
conv-47_session_25_D25:8,,,
conv-47_session_25_D25:9,"2d, adventure, game, john",memory,"2d, advance, adventure, exploration, game, james, john, kept, months, past, proud, puzzles, really, screenshot, secret, thanks, told, turned, upset, worked"
conv-47_session_26_D26:1,"email, john",receive,"busy, career, combines, dev, email, game, gaming, gig, got, helping, hey, james, john, loves, non, perfect, profit, pushing, something, start"
conv-47_session_26_D26:10,"2077, cyberpunk, james",play,"2077, any, attention, card, cyberpunk, excited, game, games, getting, great, heard, into, james, new, playing, rpgs, super, things, think, video"
conv-47_session_26_D26:11,,,
conv-47_session_26_D26:12,,,
conv-47_session_26_D26:13,,,
conv-47_session_26_D26:14,,,
conv-47_session_26_D26:15,,,
conv-47_session_26_D26:2,,,
conv-47_session_26_D26:3,"john, love",combine,"asked, assisting, coding, developers, excited, game, gaming, john, knowledge, love, mentor, motivate, passionate, people, programming, projects, really, share, teaching"
conv-47_session_26_D26:4,,,
conv-47_session_26_D26:5,"john, knowledge",share,"boost, chance, excited, great, help, inspired, john, know, knowledge, love, others, potential, reach, rewarding, seeing, sharing, skills"
conv-47_session_26_D26:6,,,
conv-47_session_26_D26:7,,,
conv-47_session_26_D26:8,james,use,"card, cool, excited, got, great, into, james, jump, last, lead, oh, sure, things, video, week"
conv-47_session_26_D26:9,,,
conv-47_session_27_D27:1,"competition, john, online",organize,"anything, awesome, blast, comp, competition, everyone, friends, going, hey, james, john, last, life, new, online, organized, programmer, see, show, skills"
conv-47_session_27_D27:10,"enjoyable, experiences, james",create,"creating, enjoyable, experiences, forward, james, looking, really"
conv-47_session_27_D27:11,"james, john",assure,"anything, count, james, john, need"
conv-47_session_27_D27:12,james,support,"appreciated, james, john, really, support, thanks"
conv-47_session_27_D27:13,,,
conv-47_session_27_D27:14,"friendship, james, john, support",value,"always, back, friendship, james, john, support, thanks, totally, yeah"
conv-47_session_27_D27:2,"create, james",create,"community, congrats, cool, create, exciting, first, game, gaming, happened, hey, james, john, made, recently, released, something"
conv-47_session_27_D27:3,"development, effort, excitement, first, game, james, john, releasing","express, memory","congrats, created, development, effort, engage, excitement, first, fulfilling, game, james, john, players, releasing, see, world"
conv-47_session_27_D27:4,"fulfil, james",fulfil,"created, engage, fulfil, fulfilling, fun, game, happy, into, james, much, players, put, really, see, something, work, world"
conv-47_session_27_D27:5,"game, john",create,"cool, create, enjoying, game, inspired, john, people"
