qa_id,evidence_id,memory_id,sample_id
conv-42_qa_84,D20:1,conv-42_session_20_D20:1,conv-42
conv-42_qa_84,D21:1,conv-42_session_21_D21:1,conv-42
conv-42_qa_85,D29:1,conv-42_session_29_D29:1,conv-42
conv-42_qa_86,D29:6,conv-42_session_29_D29:6,conv-42
conv-42_qa_87,D29:6,conv-42_session_29_D29:6,conv-42
conv-42_qa_88,D1:18,conv-42_session_1_D1:18,conv-42
conv-42_qa_88,D,conv-42_unknown_D,conv-42
conv-42_qa_88,D1:20,conv-42_session_1_D1:20,conv-42
conv-42_qa_89,D7:1,conv-42_session_7_D7:1,conv-42
conv-42_qa_89,D7:3,conv-42_session_7_D7:3,conv-42
conv-42_qa_90,D9:12,conv-42_session_9_D9:12,conv-42
conv-42_qa_91,D9:14,conv-42_session_9_D9:14,conv-42
conv-42_qa_92,D10:2,conv-42_session_10_D10:2,conv-42
conv-42_qa_93,D10:4,conv-42_session_10_D10:4,conv-42
conv-42_qa_93,D10:6,conv-42_session_10_D10:6,conv-42
conv-42_qa_94,D12:13,conv-42_session_12_D12:13,conv-42
conv-42_qa_94,D12:14,conv-42_session_12_D12:14,conv-42
conv-42_qa_95,D27:22,conv-42_session_27_D27:22,conv-42
conv-42_qa_95,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_96,D1:13,conv-42_session_1_D1:13,conv-42
conv-42_qa_97,D2:3,conv-42_session_2_D2:3,conv-42
conv-42_qa_98,D2:5,conv-42_session_2_D2:5,conv-42
conv-42_qa_99,D2:7,conv-42_session_2_D2:7,conv-42
conv-42_qa_100,D2:12,conv-42_session_2_D2:12,conv-42
conv-42_qa_101,D3:6,conv-42_session_3_D3:6,conv-42
conv-42_qa_102,D3:10,conv-42_session_3_D3:10,conv-42
conv-42_qa_103,D3:17,conv-42_session_3_D3:17,conv-42
conv-42_qa_104,D3:17,conv-42_session_3_D3:17,conv-42
conv-42_qa_105,D4:3,conv-42_session_4_D4:3,conv-42
conv-42_qa_106,D4:16,conv-42_session_4_D4:16,conv-42
conv-42_qa_107,D5:6,conv-42_session_5_D5:6,conv-42
conv-42_qa_108,D5:8,conv-42_session_5_D5:8,conv-42
conv-42_qa_109,D6:2,conv-42_session_6_D6:2,conv-42
conv-42_qa_110,D7:5,conv-42_session_7_D7:5,conv-42
conv-42_qa_111,D8:19,conv-42_session_8_D8:19,conv-42
conv-42_qa_112,D9:3,conv-42_session_9_D9:3,conv-42
conv-42_qa_113,D9:10,conv-42_session_9_D9:10,conv-42
conv-42_qa_114,D9:14,conv-42_session_9_D9:14,conv-42
conv-42_qa_115,D9:9,conv-42_session_9_D9:9,conv-42
conv-42_qa_116,D9:10,conv-42_session_9_D9:10,conv-42
conv-42_qa_117,D10:11,conv-42_session_10_D10:11,conv-42
conv-42_qa_118,D10:11,conv-42_session_10_D10:11,conv-42
conv-42_qa_119,D11:13,conv-42_session_11_D11:13,conv-42
conv-42_qa_120,D11:16,conv-42_session_11_D11:16,conv-42
conv-42_qa_121,D11:17,conv-42_session_11_D11:17,conv-42
conv-42_qa_122,D13:9,conv-42_session_13_D13:9,conv-42
conv-42_qa_123,D13:11,conv-42_session_13_D13:11,conv-42
conv-42_qa_124,D14:20,conv-42_session_14_D14:20,conv-42
conv-42_qa_125,D14:22,conv-42_session_14_D14:22,conv-42
conv-42_qa_126,D14:24,conv-42_session_14_D14:24,conv-42
conv-42_qa_127,D15:1,conv-42_session_15_D15:1,conv-42
conv-42_qa_128,D15:3,conv-42_session_15_D15:3,conv-42
conv-42_qa_129,D15:4,conv-42_session_15_D15:4,conv-42
conv-42_qa_130,D15:7,conv-42_session_15_D15:7,conv-42
conv-42_qa_131,D15:11,conv-42_session_15_D15:11,conv-42
conv-42_qa_132,D16:8,conv-42_session_16_D16:8,conv-42
conv-42_qa_133,D16:6,conv-42_session_16_D16:6,conv-42
conv-42_qa_134,D16:10,conv-42_session_16_D16:10,conv-42
conv-42_qa_135,D16:11,conv-42_session_16_D16:11,conv-42
conv-42_qa_136,D17:1,conv-42_session_17_D17:1,conv-42
conv-42_qa_137,D17:4,conv-42_session_17_D17:4,conv-42
conv-42_qa_138,D17:4,conv-42_session_17_D17:4,conv-42
conv-42_qa_139,D17:16,conv-42_session_17_D17:16,conv-42
conv-42_qa_140,D17:8,conv-42_session_17_D17:8,conv-42
conv-42_qa_141,D17:2,conv-42_session_17_D17:2,conv-42
conv-42_qa_142,D17:1,conv-42_session_17_D17:1,conv-42
conv-42_qa_143,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_144,D18:7,conv-42_session_18_D18:7,conv-42
conv-42_qa_145,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_146,D18:7,conv-42_session_18_D18:7,conv-42
conv-42_qa_147,D18:9,conv-42_session_18_D18:9,conv-42
conv-42_qa_148,D18:12,conv-42_session_18_D18:12,conv-42
conv-42_qa_149,D19:6,conv-42_session_19_D19:6,conv-42
conv-42_qa_150,D19:8,conv-42_session_19_D19:8,conv-42
conv-42_qa_151,D19:9,conv-42_session_19_D19:9,conv-42
conv-42_qa_152,D20:10,conv-42_session_20_D20:10,conv-42
conv-42_qa_153,D20:15,conv-42_session_20_D20:15,conv-42
conv-42_qa_154,D21:4,conv-42_session_21_D21:4,conv-42
conv-42_qa_155,D21:6,conv-42_session_21_D21:6,conv-42
conv-42_qa_156,D21:10,conv-42_session_21_D21:10,conv-42
conv-42_qa_157,D21:11,conv-42_session_21_D21:11,conv-42
conv-42_qa_158,D21:13,conv-42_session_21_D21:13,conv-42
conv-42_qa_159,D21:17,conv-42_session_21_D21:17,conv-42
conv-42_qa_160,D22:8,conv-42_session_22_D22:8,conv-42
conv-42_qa_161,D22:19,conv-42_session_22_D22:19,conv-42
conv-42_qa_162,D23:7,conv-42_session_23_D23:7,conv-42
conv-42_qa_163,D23:17,conv-42_session_23_D23:17,conv-42
conv-42_qa_164,D23:17,conv-42_session_23_D23:17,conv-42
conv-42_qa_165,D23:15,conv-42_session_23_D23:15,conv-42
conv-42_qa_166,D23:18,conv-42_session_23_D23:18,conv-42
conv-42_qa_167,D23:26,conv-42_session_23_D23:26,conv-42
conv-42_qa_168,D24:8,conv-42_session_24_D24:8,conv-42
conv-42_qa_169,D24:4,conv-42_session_24_D24:4,conv-42
conv-42_qa_170,D24:6,conv-42_session_24_D24:6,conv-42
conv-42_qa_171,D24:14,conv-42_session_24_D24:14,conv-42
conv-42_qa_172,D24:15,conv-42_session_24_D24:15,conv-42
conv-42_qa_173,D24:13,conv-42_session_24_D24:13,conv-42
conv-42_qa_174,D24:3,conv-42_session_24_D24:3,conv-42
conv-42_qa_175,D24:6,conv-42_session_24_D24:6,conv-42
conv-42_qa_176,D25:2,conv-42_session_25_D25:2,conv-42
conv-42_qa_177,D25:8,conv-42_session_25_D25:8,conv-42
conv-42_qa_178,D25:10,conv-42_session_25_D25:10,conv-42
conv-42_qa_179,D25:6,conv-42_session_25_D25:6,conv-42
conv-42_qa_180,D25:19,conv-42_session_25_D25:19,conv-42
conv-42_qa_181,D26:18,conv-42_session_26_D26:18,conv-42
conv-42_qa_182,D26:5,conv-42_session_26_D26:5,conv-42
conv-42_qa_183,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_184,D27:29,conv-42_session_27_D27:29,conv-42
conv-42_qa_185,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_186,D28:1,conv-42_session_28_D28:1,conv-42
conv-42_qa_187,D28:12,conv-42_session_28_D28:12,conv-42
conv-42_qa_188,D28:13,conv-42_session_28_D28:13,conv-42
conv-42_qa_189,D28:15,conv-42_session_28_D28:15,conv-42
conv-42_qa_190,D28:13,conv-42_session_28_D28:13,conv-42
conv-42_qa_191,D28:18,conv-42_session_28_D28:18,conv-42
conv-42_qa_192,D28:22,conv-42_session_28_D28:22,conv-42
conv-42_qa_193,D28:22,conv-42_session_28_D28:22,conv-42
conv-42_qa_194,D28:25,conv-42_session_28_D28:25,conv-42
conv-42_qa_195,D28:29,conv-42_session_28_D28:29,conv-42
conv-42_qa_196,D29:6,conv-42_session_29_D29:6,conv-42
conv-42_qa_197,D29:8,conv-42_session_29_D29:8,conv-42
conv-42_qa_198,D29:10,conv-42_session_29_D29:10,conv-42
conv-42_qa_199,D7:1,conv-42_session_7_D7:1,conv-42
conv-42_qa_199,D7:3,conv-42_session_7_D7:3,conv-42
conv-42_qa_200,D9:12,conv-42_session_9_D9:12,conv-42
conv-42_qa_201,D9:14,conv-42_session_9_D9:14,conv-42
conv-42_qa_202,D10:2,conv-42_session_10_D10:2,conv-42
conv-42_qa_203,D10:4,conv-42_session_10_D10:4,conv-42
conv-42_qa_203,D10:6,conv-42_session_10_D10:6,conv-42
conv-42_qa_204,D12:13,conv-42_session_12_D12:13,conv-42
conv-42_qa_204,D12:14,conv-42_session_12_D12:14,conv-42
conv-42_qa_205,D1:13,conv-42_session_1_D1:13,conv-42
conv-42_qa_206,D2:5,conv-42_session_2_D2:5,conv-42
conv-42_qa_207,D2:7,conv-42_session_2_D2:7,conv-42
conv-42_qa_208,D2:12,conv-42_session_2_D2:12,conv-42
conv-42_qa_209,D3:6,conv-42_session_3_D3:6,conv-42
conv-42_qa_210,D4:3,conv-42_session_4_D4:3,conv-42
conv-42_qa_211,D6:2,conv-42_session_6_D6:2,conv-42
conv-42_qa_212,D7:5,conv-42_session_7_D7:5,conv-42
conv-42_qa_213,D8:19,conv-42_session_8_D8:19,conv-42
conv-42_qa_214,D9:3,conv-42_session_9_D9:3,conv-42
conv-42_qa_215,D9:10,conv-42_session_9_D9:10,conv-42
conv-42_qa_216,D10:11,conv-42_session_10_D10:11,conv-42
conv-42_qa_217,D14:22,conv-42_session_14_D14:22,conv-42
conv-42_qa_218,D14:24,conv-42_session_14_D14:24,conv-42
conv-42_qa_219,D15:3,conv-42_session_15_D15:3,conv-42
conv-42_qa_220,D15:4,conv-42_session_15_D15:4,conv-42
conv-42_qa_221,D16:8,conv-42_session_16_D16:8,conv-42
conv-42_qa_222,D16:6,conv-42_session_16_D16:6,conv-42
conv-42_qa_223,D17:4,conv-42_session_17_D17:4,conv-42
conv-42_qa_224,D17:4,conv-42_session_17_D17:4,conv-42
conv-42_qa_225,D17:16,conv-42_session_17_D17:16,conv-42
conv-42_qa_226,D18:5,conv-42_session_18_D18:5,conv-42
conv-42_qa_227,D18:7,conv-42_session_18_D18:7,conv-42
conv-42_qa_228,D19:6,conv-42_session_19_D19:6,conv-42
conv-42_qa_229,D19:8,conv-42_session_19_D19:8,conv-42
conv-42_qa_230,D19:9,conv-42_session_19_D19:9,conv-42
conv-42_qa_231,D20:15,conv-42_session_20_D20:15,conv-42
conv-42_qa_232,D21:4,conv-42_session_21_D21:4,conv-42
conv-42_qa_233,D21:6,conv-42_session_21_D21:6,conv-42
conv-42_qa_234,D21:11,conv-42_session_21_D21:11,conv-42
conv-42_qa_235,D21:17,conv-42_session_21_D21:17,conv-42
conv-42_qa_236,D22:8,conv-42_session_22_D22:8,conv-42
conv-42_qa_237,D22:19,conv-42_session_22_D22:19,conv-42
conv-42_qa_238,D23:17,conv-42_session_23_D23:17,conv-42
conv-42_qa_239,D23:18,conv-42_session_23_D23:18,conv-42
conv-42_qa_240,D23:26,conv-42_session_23_D23:26,conv-42
conv-42_qa_241,D24:8,conv-42_session_24_D24:8,conv-42
conv-42_qa_242,D24:4,conv-42_session_24_D24:4,conv-42
conv-42_qa_243,D24:14,conv-42_session_24_D24:14,conv-42
conv-42_qa_244,D24:3,conv-42_session_24_D24:3,conv-42
conv-42_qa_245,D24:6,conv-42_session_24_D24:6,conv-42
conv-42_qa_246,D25:8,conv-42_session_25_D25:8,conv-42
conv-42_qa_247,D25:19,conv-42_session_25_D25:19,conv-42
conv-42_qa_248,D26:5,conv-42_session_26_D26:5,conv-42
conv-42_qa_249,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_250,D27:29,conv-42_session_27_D27:29,conv-42
conv-42_qa_251,D27:23,conv-42_session_27_D27:23,conv-42
conv-42_qa_252,D28:12,conv-42_session_28_D28:12,conv-42
conv-42_qa_253,D28:13,conv-42_session_28_D28:13,conv-42
conv-42_qa_254,D28:15,conv-42_session_28_D28:15,conv-42
conv-42_qa_255,D28:13,conv-42_session_28_D28:13,conv-42
conv-42_qa_256,D28:22,conv-42_session_28_D28:22,conv-42
conv-42_qa_257,D28:25,conv-42_session_28_D28:25,conv-42
conv-42_qa_258,D29:6,conv-42_session_29_D29:6,conv-42
conv-42_qa_259,D29:8,conv-42_session_29_D29:8,conv-42
conv-43_qa_0,D1:9,conv-43_session_1_D1:9,conv-43
conv-43_qa_0,D6:15,conv-43_session_6_D6:15,conv-43
conv-43_qa_0,D11:17,conv-43_session_11_D11:17,conv-43
conv-43_qa_1,D6:15,conv-43_session_6_D6:15,conv-43
conv-43_qa_1,D11:17,conv-43_session_11_D11:17,conv-43
conv-43_qa_2,D1:15,conv-43_session_1_D1:15,conv-43
conv-43_qa_2,D12:18,conv-43_session_12_D12:18,conv-43
conv-43_qa_2,D27:20,conv-43_session_27_D27:20,conv-43
conv-43_qa_3,D1:14,conv-43_session_1_D1:14,conv-43
conv-43_qa_3,D1:16,conv-43_session_1_D1:16,conv-43
conv-43_qa_3,D1:18,conv-43_session_1_D1:18,conv-43
conv-43_qa_4,D1:14,conv-43_session_1_D1:14,conv-43
conv-43_qa_4,D2:7,conv-43_session_2_D2:7,conv-43
conv-43_qa_4,D6:8,conv-43_session_6_D6:8,conv-43
conv-43_qa_4,D11:26,conv-43_session_11_D11:26,conv-43
conv-43_qa_4,D20:21,conv-43_session_20_D20:21,conv-43
conv-43_qa_4,D26:36,conv-43_session_26_D26:36,conv-43
conv-43_qa_4,D22:13,conv-43_session_22_D22:13,conv-43
conv-43_qa_5,D2:9,conv-43_session_2_D2:9,conv-43
conv-43_qa_6,D3:1,conv-43_session_3_D3:1,conv-43
conv-43_qa_7,D1:18,conv-43_session_1_D1:18,conv-43
conv-43_qa_7,D3:2,conv-43_session_3_D3:2,conv-43
conv-43_qa_7,D14:16,conv-43_session_14_D14:16,conv-43
conv-43_qa_8,D3:15,conv-43_session_3_D3:15,conv-43
conv-43_qa_8,D25:2,conv-43_session_25_D25:2,conv-43
conv-43_qa_9,D3:13,conv-43_session_3_D3:13,conv-43
conv-43_qa_9,D3:15,conv-43_session_3_D3:15,conv-43
conv-43_qa_9,D25:2,conv-43_session_25_D25:2,conv-43
conv-43_qa_9,D29:4,conv-43_session_29_D29:4,conv-43
conv-43_qa_10,D3:19,conv-43_session_3_D3:19,conv-43
conv-43_qa_10,D5:2,conv-43_session_5_D5:2,conv-43
conv-43_qa_11,D1:7,conv-43_session_1_D1:7,conv-43
conv-43_qa_11,D2:14,conv-43_session_2_D2:14,conv-43
conv-43_qa_11,D3:1,conv-43_session_3_D3:1,conv-43
conv-43_qa_11,D3:25,conv-43_session_3_D3:25,conv-43
conv-43_qa_12,D3:27,conv-43_session_3_D3:27,conv-43
conv-43_qa_13,D2:11,conv-43_session_2_D2:11,conv-43
conv-43_qa_13,D3:30,conv-43_session_3_D3:30,conv-43
conv-43_qa_14,D2:1,conv-43_session_2_D2:1,conv-43
conv-43_qa_14,D4:3,conv-43_session_4_D4:3,conv-43
conv-43_qa_14,D4:5,conv-43_session_4_D4:5,conv-43
conv-43_qa_14,D15:3,conv-43_session_15_D15:3,conv-43
conv-43_qa_15,D4:8,conv-43_session_4_D4:8,conv-43
conv-43_qa_16,D3:2,conv-43_session_3_D3:2,conv-43
conv-43_qa_16,D5:1,conv-43_session_5_D5:1,conv-43
conv-43_qa_17,D3:3,conv-43_session_3_D3:3,conv-43
conv-43_qa_17,D5:2,conv-43_session_5_D5:2,conv-43
conv-43_qa_17,D22:4,conv-43_session_22_D22:4,conv-43
conv-43_qa_17,D23:7,conv-43_session_23_D23:7,conv-43
conv-43_qa_17,D24:2,conv-43_session_24_D24:2,conv-43
conv-43_qa_18,D1:14,conv-43_session_1_D1:14,conv-43
conv-43_qa_18,D2:7,conv-43_session_2_D2:7,conv-43
conv-43_qa_18,D4:7,conv-43_session_4_D4:7,conv-43
conv-43_qa_18,D5:15,conv-43_session_5_D5:15,conv-43
conv-43_qa_18,D:11:26,conv-43_unknown_D:11:26,conv-43
conv-43_qa_18,D20:21,conv-43_session_20_D20:21,conv-43
conv-43_qa_18,D26:36,conv-43_session_26_D26:36,conv-43
conv-43_qa_19,D3:13,conv-43_session_3_D3:13,conv-43
conv-43_qa_19,D3:15,conv-43_session_3_D3:15,conv-43
conv-43_qa_19,D6:15,conv-43_session_6_D6:15,conv-43
conv-43_qa_20,D3:19,conv-43_session_3_D3:19,conv-43
conv-43_qa_20,D5:2,conv-43_session_5_D5:2,conv-43
conv-43_qa_20,D6:1,conv-43_session_6_D6:1,conv-43
conv-43_qa_20,D6:3,conv-43_session_6_D6:3,conv-43
conv-43_qa_21,D3:19,conv-43_session_3_D3:19,conv-43
conv-43_qa_21,D6:3,conv-43_session_6_D6:3,conv-43
conv-43_qa_21,D9:6,conv-43_session_9_D9:6,conv-43
conv-43_qa_22,D7:1,conv-43_session_7_D7:1,conv-43
conv-43_qa_23,D7:6,conv-43_session_7_D7:6,conv-43
conv-43_qa_24,D6:1,conv-43_session_6_D6:1,conv-43
conv-43_qa_24,D6:3,conv-43_session_6_D6:3,conv-43
conv-43_qa_24,D7:1,conv-43_session_7_D7:1,conv-43
conv-43_qa_25,D7:7,conv-43_session_7_D7:7,conv-43
conv-43_qa_25,D7:9,conv-43_session_7_D7:9,conv-43
conv-43_qa_25,D16:7,conv-43_session_16_D16:7,conv-43
conv-43_qa_25,D16:9,conv-43_session_16_D16:9,conv-43
conv-43_qa_26,D17:1,conv-43_session_17_D17:1,conv-43
conv-43_qa_26,D17:11,conv-43_session_17_D17:11,conv-43
conv-43_qa_26,D26:36,conv-43_session_26_D26:36,conv-43
conv-43_qa_27,D18:3,conv-43_session_18_D18:3,conv-43
conv-43_qa_27,D18:7,conv-43_session_18_D18:7,conv-43
conv-43_qa_28,D8:14,conv-43_session_8_D8:14,conv-43
conv-43_qa_28,D8:16,conv-43_session_8_D8:16,conv-43
conv-43_qa_29,D6:13,conv-43_session_6_D6:13,conv-43
conv-43_qa_29,D9:4,conv-43_session_9_D9:4,conv-43
conv-43_qa_30,D3:19,conv-43_session_3_D3:19,conv-43
conv-43_qa_30,D6:3,conv-43_session_6_D6:3,conv-43
conv-43_qa_30,D9:6,conv-43_session_9_D9:6,conv-43
conv-43_qa_30,D27:36,conv-43_session_27_D27:36,conv-43
conv-43_qa_31,D10:9,conv-43_session_10_D10:9,conv-43
conv-43_qa_32,D10:9,conv-43_session_10_D10:9,conv-43
conv-43_qa_33,D11:7,conv-43_session_11_D11:7,conv-43
conv-43_qa_34,D11:19,conv-43_session_11_D11:19,conv-43
conv-43_qa_34,D26:1,conv-43_session_26_D26:1,conv-43
conv-43_qa_34,D27:26,conv-43_session_27_D27:26,conv-43
conv-43_qa_35,D3:27,conv-43_session_3_D3:27,conv-43
conv-43_qa_35,D12:6,conv-43_session_12_D12:6,conv-43
conv-43_qa_36,D12:20,conv-43_session_12_D12:20,conv-43
conv-43_qa_36,D12:22,conv-43_session_12_D12:22,conv-43
conv-43_qa_36,D16:9,conv-43_session_16_D16:9,conv-43
conv-43_qa_37,D13:1,conv-43_session_13_D13:1,conv-43
conv-43_qa_38,D1:18,conv-43_session_1_D1:18,conv-43
conv-43_qa_38,D13:1,conv-43_session_13_D13:1,conv-43
conv-43_qa_38,D18:1,conv-43_session_18_D18:1,conv-43
conv-43_qa_39,D14:16,conv-43_session_14_D14:16,conv-43
conv-43_qa_40,D14:16,conv-43_session_14_D14:16,conv-43
conv-43_qa_41,D15:3,conv-43_session_15_D15:3,conv-43
conv-43_qa_41,D16:1,conv-43_session_16_D16:1,conv-43
conv-43_qa_42,D10:4,conv-43_session_10_D10:4,conv-43
conv-43_qa_42,D15:30,conv-43_session_15_D15:30,conv-43
conv-43_qa_42,D15:31,conv-43_session_15_D15:31,conv-43
conv-43_qa_42,D15:32,conv-43_session_15_D15:32,conv-43
conv-43_qa_43,D12:20,conv-43_session_12_D12:20,conv-43
conv-43_qa_43,D16:12,conv-43_session_16_D16:12,conv-43
conv-43_qa_44,D16:14,conv-43_session_16_D16:14,conv-43
conv-43_qa_45,D18:1,conv-43_session_18_D18:1,conv-43
conv-43_qa_46,D18:1,conv-43_session_18_D18:1,conv-43
conv-43_qa_47,D12:2,conv-43_session_12_D12:2,conv-43
conv-43_qa_48,D18:2,conv-43_session_18_D18:2,conv-43
conv-43_qa_49,D18:2,conv-43_session_18_D18:2,conv-43
conv-43_qa_49,D19:6,conv-43_session_19_D19:6,conv-43
conv-43_qa_50,D19:20,conv-43_session_19_D19:20,conv-43
conv-43_qa_50,D18:2,conv-43_session_18_D18:2,conv-43
conv-43_qa_51,D20:2,conv-43_session_20_D20:2,conv-43
conv-43_qa_52,D8:5,conv-43_session_8_D8:5,conv-43
conv-43_qa_52,D20:2,conv-43_session_20_D20:2,conv-43
conv-43_qa_53,D8:5,conv-43_session_8_D8:5,conv-43
conv-43_qa_53,D20:2,conv-43_session_20_D20:2,conv-43
conv-43_qa_54,D20:40,conv-43_session_20_D20:40,conv-43
conv-43_qa_55,D1:3,conv-43_session_1_D1:3,conv-43
conv-43_qa_55,D21:4,conv-43_session_21_D21:4,conv-43
conv-43_qa_56,D21:13,conv-43_session_21_D21:13,conv-43
conv-43_qa_57,D8:12,conv-43_session_8_D8:12,conv-43
conv-43_qa_57,D21:11,conv-43_session_21_D21:11,conv-43
conv-43_qa_58,D4:8,conv-43_session_4_D4:8,conv-43
conv-43_qa_58,D22:2,conv-43_session_22_D22:2,conv-43
conv-43_qa_59,D3:1,conv-43_session_3_D3:1,conv-43
conv-43_qa_59,D23:2,conv-43_session_23_D23:2,conv-43
conv-43_qa_60,D23:2,conv-43_session_23_D23:2,conv-43
conv-43_qa_61,D4:10,conv-43_session_4_D4:10,conv-43
conv-43_qa_61,D11:26,conv-43_session_11_D11:26,conv-43
conv-43_qa_61,D17:9,conv-43_session_17_D17:9,conv-43
conv-43_qa_61,D19:16,conv-43_session_19_D19:16,conv-43
conv-43_qa_61,D19:20,conv-43_session_19_D19:20,conv-43
conv-43_qa_61,D22:12,conv-43_session_22_D22:12,conv-43
conv-43_qa_62,D14:3,conv-43_session_14_D14:3,conv-43
conv-43_qa_62,D26:1,conv-43_session_26_D26:1,conv-43
conv-43_qa_63,D26:23,conv-43_session_26_D26:23,conv-43
conv-43_qa_64,D27:2,conv-43_session_27_D27:2,conv-43
conv-43_qa_65,D8:16,conv-43_session_8_D8:16,conv-43
conv-43_qa_65,D8:18,conv-43_session_8_D8:18,conv-43
conv-43_qa_65,D26:28,conv-43_session_26_D26:28,conv-43
conv-43_qa_65,D26:32,conv-43_session_26_D26:32,conv-43
conv-43_qa_65,D27:21,conv-43_session_27_D27:21,conv-43
conv-43_qa_66,D27:19,conv-43_session_27_D27:19,conv-43
conv-43_qa_66,D27:21,conv-43_session_27_D27:21,conv-43
conv-43_qa_67,D4:1,conv-43_session_4_D4:1,conv-43
conv-43_qa_67,D6:6,conv-43_session_6_D6:6,conv-43
conv-43_qa_67,D15:3,conv-43_session_15_D15:3,conv-43
conv-43_qa_67,D27:37,conv-43_session_27_D27:37,conv-43
conv-43_qa_68,D28:1,conv-43_session_28_D28:1,conv-43
conv-43_qa_69,D28:1,conv-43_session_28_D28:1,conv-43
conv-43_qa_70,D1:18,conv-43_session_1_D1:18,conv-43
conv-43_qa_70,D27:21,conv-43_session_27_D27:21,conv-43
conv-43_qa_70,D28:1,conv-43_session_28_D28:1,conv-43
conv-43_qa_71,D1:5,conv-43_session_1_D1:5,conv-43
conv-43_qa_72,D1:7,conv-43_session_1_D1:7,conv-43
conv-43_qa_73,D1:11,conv-43_session_1_D1:11,conv-43
conv-43_qa_74,D1:16,conv-43_session_1_D1:16,conv-43
conv-43_qa_75,D2:1,conv-43_session_2_D2:1,conv-43
conv-43_qa_76,D2:9,conv-43_session_2_D2:9,conv-43
conv-43_qa_77,D3:1,conv-43_session_3_D3:1,conv-43
conv-43_qa_78,D3:5,conv-43_session_3_D3:5,conv-43
conv-43_qa_79,D3:13,conv-43_session_3_D3:13,conv-43
conv-43_qa_80,D3:19,conv-43_session_3_D3:19,conv-43
conv-43_qa_81,D3:27,conv-43_session_3_D3:27,conv-43
conv-43_qa_82,D3:29,conv-43_session_3_D3:29,conv-43
conv-43_qa_83,D4:5,conv-43_session_4_D4:5,conv-43
conv-43_qa_84,D4:7,conv-43_session_4_D4:7,conv-43
conv-43_qa_85,D4:8,conv-43_session_4_D4:8,conv-43
conv-43_qa_86,D5:1,conv-43_session_5_D5:1,conv-43
conv-43_qa_87,D5:6,conv-43_session_5_D5:6,conv-43
conv-43_qa_88,D6:13,conv-43_session_6_D6:13,conv-43
conv-43_qa_89,D6:15,conv-43_session_6_D6:15,conv-43
conv-43_qa_90,D6:17,conv-43_session_6_D6:17,conv-43
conv-43_qa_91,D7:1,conv-43_session_7_D7:1,conv-43
conv-43_qa_92,D7:7,conv-43_session_7_D7:7,conv-43
conv-43_qa_93,D7:9,conv-43_session_7_D7:9,conv-43
conv-43_qa_94,D7:6,conv-43_session_7_D7:6,conv-43
conv-43_qa_95,D8:12,conv-43_session_8_D8:12,conv-43
conv-43_qa_96,D8:14,conv-43_session_8_D8:14,conv-43
conv-43_qa_96,D8:16,conv-43_session_8_D8:16,conv-43
conv-43_qa_97,D8:16,conv-43_session_8_D8:16,conv-43
conv-43_qa_98,D8:24,conv-43_session_8_D8:24,conv-43
conv-43_qa_99,D8:22,conv-43_session_8_D8:22,conv-43
conv-43_qa_100,D9:4,conv-43_session_9_D9:4,conv-43
conv-43_qa_101,D9:8,conv-43_session_9_D9:8,conv-43
conv-43_qa_102,D9:10,conv-43_session_9_D9:10,conv-43
conv-43_qa_103,D10:4,conv-43_session_10_D10:4,conv-43
conv-43_qa_103,D10:8,conv-43_session_10_D10:8,conv-43
conv-43_qa_104,D10:8,conv-43_session_10_D10:8,conv-43
conv-43_qa_105,D10:11,conv-43_session_10_D10:11,conv-43
conv-43_qa_106,D11:7,conv-43_session_11_D11:7,conv-43
conv-43_qa_107,D11:10,conv-43_session_11_D11:10,conv-43
conv-43_qa_108,D11:19,conv-43_session_11_D11:19,conv-43
conv-43_qa_109,D11:22,conv-43_session_11_D11:22,conv-43
conv-43_qa_110,D11:24,conv-43_session_11_D11:24,conv-43
conv-43_qa_111,D12:4,conv-43_session_12_D12:4,conv-43
conv-43_qa_112,D12:10,conv-43_session_12_D12:10,conv-43
conv-43_qa_113,D12:21,conv-43_session_12_D12:21,conv-43
conv-43_qa_114,D13:1,conv-43_session_13_D13:1,conv-43
conv-43_qa_115,D13:4,conv-43_session_13_D13:4,conv-43
conv-43_qa_116,D13:6,conv-43_session_13_D13:6,conv-43
conv-43_qa_117,D13:6,conv-43_session_13_D13:6,conv-43
conv-43_qa_118,D13:8,conv-43_session_13_D13:8,conv-43
conv-43_qa_119,D14:16,conv-43_session_14_D14:16,conv-43
conv-43_qa_120,D14:11,conv-43_session_14_D14:11,conv-43
conv-43_qa_121,D14:7,conv-43_session_14_D14:7,conv-43
conv-43_qa_122,D14:5,conv-43_session_14_D14:5,conv-43
conv-43_qa_123,D15:3,conv-43_session_15_D15:3,conv-43
conv-43_qa_124,D15:7,conv-43_session_15_D15:7,conv-43
conv-43_qa_125,D15:11,conv-43_session_15_D15:11,conv-43
conv-43_qa_126,D15:14,conv-43_session_15_D15:14,conv-43
conv-43_qa_127,D15:30,conv-43_session_15_D15:30,conv-43
conv-43_qa_128,D15:32,conv-43_session_15_D15:32,conv-43
