memory_id,conversation_id,representation,token_count
conv-44_session_14_D14:26,conv-44,,0
conv-44_session_14_D14:27,conv-44,,0
conv-44_session_15_D15:1,conv-44,"Entities: another, audrey
Relations: get
Keywords: andrew, another, arm, audrey, dogs, four, go, got, hey, last, lot, mean, nice, really, since, spoke, tattoo, thought, wherever",25
conv-44_session_15_D15:2,conv-44,"Entities: andrew, farm
Relations: go
Keywords: andrew, babies, cool, dinner, enough, farm, four, fresh, fur, get, getting, girlfriend, nice, really, recently, thinking, veggies, went, wow",25
conv-44_session_15_D15:3,conv-44,"Entities: attention, audrey, proper
Relations: give
Keywords: already, attention, audrey, bring, busy, checked, deserve, dogs, enough, four, give, got, great, havoc, keep, lot, love, make, next, one",27
conv-44_session_15_D15:4,conv-44,,0
conv-44_session_15_D15:5,conv-44,"Entities: audrey, relax
Relations: relax
Keywords: always, audrey, bed, chair, chill, couch, cozy, curls, favorite, little, lounging, loves, panda, pepper, pixie, precious, relax, rug, spot, spots",26
conv-44_session_15_D15:6,conv-44,"Entities: andrew, comfort, joy, pet, pets, photo, toby
Relations: appreciate, share
Keywords: adorable, always, andrew, brings, comfort, favorite, find, joy, little, much, pet, pets, photo, sounds, spot, spots, toby",29
conv-44_session_15_D15:7,conv-44,,0
conv-44_session_15_D15:8,conv-44,,0
conv-44_session_15_D15:9,conv-44,"Entities: audrey, cuddle
Relations: cuddle
Keywords: always, audrey, best, cuddle, especially, friends, like, nap, really, sleep, time, together, yeah",19
conv-44_session_15_D15:10,conv-44,"Entities: acknowledge, andrew
Relations: acknowledge
Keywords: acknowledge, andrew, awesome, company, friends, furry, great, keep, must, wow",16
conv-44_session_15_D15:11,conv-44,,0
conv-44_session_15_D15:12,conv-44,,0
conv-44_session_15_D15:13,conv-44,"Entities: audrey, life
Relations: imagine
Keywords: audrey, imagine, life, mean, without, world, yeah",13
conv-44_session_15_D15:14,conv-44,"Entities: audrey, consider
Relations: consider
Keywords: audrey, bring, consider, family, feel, get, imagine, joy, life, like, pets, totally, without",19
conv-44_session_15_D15:15,conv-44,,0
conv-44_session_15_D15:16,conv-44,,0
conv-44_session_15_D15:17,conv-44,,0
conv-44_session_15_D15:18,conv-44,,0
conv-44_session_15_D15:19,conv-44,,0
conv-44_session_16_D16:1,conv-44,"Entities: andrew, break, enjoy, work
Relations: enjoy, take
Keywords: always, andrew, audrey, break, cafe, change, check, decided, enjoy, far, good, great, hey, hike, hope, last, month, new, nice, offer",29
conv-44_session_16_D16:2,conv-44,"Entities: audrey, dog, grooming, new, pups, related, skill
Relations: care, learn
Keywords: always, andrew, audrey, august, awesome, cafe, care, caring, closer, cute, dog, eventful, great, grooming, happy, hi, hike, learned, look, loved",32
conv-44_session_16_D16:3,conv-44,,0
conv-44_session_16_D16:4,conv-44,,0
conv-44_session_16_D16:5,conv-44,,0
conv-44_session_16_D16:6,conv-44,"Entities: audrey, course, dog, grooming
Relations: take
Keywords: audrey, course, dog, grooming, hear, learned, like, lots, techniques, tips, took",19
conv-44_session_16_D16:7,conv-44,,0
conv-44_session_16_D16:8,conv-44,,0
conv-44_session_16_D16:9,conv-44,,0
conv-44_session_16_D16:10,conv-44,,0
conv-44_session_16_D16:11,conv-44,,0
conv-44_session_16_D16:12,conv-44,"Entities: audrey, dogs
Relations: take
Keywords: any, audrey, dogs, good, love, park, plans, stroll, taking, us, weekend, workout",18
conv-44_session_16_D16:13,conv-44,"Entities: andrew, nature, reserve
Relations: head
Keywords: andrew, excited, heading, nature, outdoors, reconnect, reserve, weekend",15
conv-44_session_16_D16:14,conv-44,,0
conv-44_session_16_D16:15,conv-44,,0
conv-44_session_16_D16:16,conv-44,,0
conv-44_session_16_D16:17,conv-44,,0
conv-44_session_16_D16:18,conv-44,,0
conv-44_session_16_D16:19,conv-44,,0
conv-44_session_17_D17:1,conv-44,"Entities: andrew, fishing
Relations: go
Keywords: andrew, audrey, blast, ever, fish, fishing, girlfriend, gone, got, hey, lakes, last, nearby, nice, one, weekend, went",23
conv-44_session_17_D17:2,conv-44,"Entities: audrey, fish
Relations: fish
Keywords: actually, air, always, audrey, back, birds, calming, chilling, fish, fishing, fresh, friend, friends, gone, gorgeous, hey, lake, moment, mountains, never",26
conv-44_session_17_D17:3,conv-44,"Entities: andrew, pets
Relations: keep
Keywords: andrew, good, keep, life, like, look, looking, loving, mountain, pets, wow",17
conv-44_session_17_D17:4,conv-44,"Entities: audrey, believe
Relations: believe
Keywords: audrey, baths, believe, brushing, daily, enjoy, essential, good, grooming, happy, healthy, helps, keep, keeping, life, looking, lots, love, mountain, nail",26
conv-44_session_17_D17:5,conv-44,"Entities: andrew, care
Relations: take
Keywords: andrew, awesome, care, great, happy, healthy, job, key, like, making, sounds, stay, sure, taking",20
conv-44_session_17_D17:6,conv-44,"Entities: audrey, care
Relations: take
Keywords: audrey, big, care, deal, happy, lot, makes, means, really, responsibility, rewarding, seriously, super, take, taking, tough, yeah",23
conv-44_session_17_D17:7,conv-44,"Entities: andrew, feeling, impact, making, positive, rewarding
Relations: appreciate
Keywords: andrew, close, especially, feeling, good, impact, life, making, must, positive, rewarding, someone, sure",23
conv-44_session_17_D17:8,conv-44,"Entities: audrey, bond, dogs, strong
Relations: emphasize
Keywords: audrey, bond, dogs, happy, love, make, much, possible, really, strong, want, yeah",20
conv-44_session_17_D17:9,conv-44,"Entities: andrew, dog, pet, toby
Relations: bond
Keywords: amazing, andrew, bond, dog, hope, pet, strong, toby, well",17
conv-44_session_17_D17:10,conv-44,,0
conv-44_session_17_D17:11,conv-44,,0
conv-44_session_17_D17:12,conv-44,"Entities: audrey, tips
Relations: offer
Keywords: audrey, care, know, let, need, nice, really, taking, thanks, tips, toby",17
conv-44_session_17_D17:13,conv-44,,0
conv-44_session_17_D17:14,conv-44,,0
conv-44_session_17_D17:15,conv-44,,0
conv-44_session_17_D17:16,conv-44,,0
conv-44_session_17_D17:17,conv-44,,0
conv-44_session_17_D17:18,conv-44,,0
conv-44_session_17_D17:19,conv-44,,0
conv-44_session_17_D17:20,conv-44,,0
conv-44_session_17_D17:21,conv-44,,0
conv-44_session_18_D18:1,conv-44,"Entities: andrew, cause, try
Relations: cause, try
Keywords: activities, andrew, audrey, backseat, balance, cause, challenging, come, finding, going, hey, last, life, new, outdoor, since, stressful, taken, talked, things",28
conv-44_session_18_D18:2,conv-44,,0
conv-44_session_18_D18:3,conv-44,,0
conv-44_session_18_D18:4,conv-44,"Entities: audrey, care, finding, importance, self, time
Relations: emphasize
Keywords: activity, audrey, care, day, find, finding, forget, fun, importance, least, like, make, nice, one, self, something, sure, take, time, tough",30
conv-44_session_18_D18:5,conv-44,"Entities: activities, andrew, care, self
Relations: add
Keywords: activities, adding, andrew, care, chill, coffee, day, going, grabbing, helps, important, kinda, like, little, lunch, morning, really, recharge, self, simple",28
conv-44_session_18_D18:6,conv-44,"Entities: audrey, doggy, dogs, neighbors, playdate
Relations: organize
Keywords: audrey, cool, doggy, dogs, found, friends, fun, furry, glad, great, happened, joy, little, moments, much, must, neighbors, nice, organized, playdate",29
conv-44_session_18_D18:7,conv-44,,0
conv-44_session_18_D18:8,conv-44,,0
conv-44_session_18_D18:9,conv-44,,0
conv-44_session_18_D18:10,conv-44,"Entities: audrey, comfort
Relations: provide
Keywords: audrey, beds, bring, comfort, cooling, even, extra, give, got, great, happiness, happy, incredible, last, much, new, seeing, simple, thing, time",26
conv-44_session_18_D18:11,conv-44,,0
conv-44_session_18_D18:12,conv-44,,0
conv-44_session_18_D18:13,conv-44,,0
conv-44_session_18_D18:14,conv-44,"Entities: audrey, beds, new
Relations: love
Keywords: absolutely, adorable, audrey, beds, cloud, curl, like, love, new, snuggle",17
conv-44_session_18_D18:15,conv-44,"Entities: andrew, enjoy
Relations: enjoy
Keywords: andrew, animals, away, beautiful, city, cute, enjoy, get, got, happy, hike, know, last, photo, really, relief, simple, stuff, sunset, weekend",26
conv-44_session_18_D18:16,conv-44,,0
conv-44_session_18_D18:17,conv-44,"Entities: andrew, pet, toby, young
Relations: live
Keywords: andrew, bit, difficult, pet, since, still, toby, wanting, yeah, young",18
conv-44_session_18_D18:18,conv-44,,0
conv-44_session_18_D18:19,conv-44,,0
conv-44_session_18_D18:20,conv-44,"Entities: andrew, audrey
Relations: encourage
Keywords: andrew, audrey, find, going, great, keep, live, pet, place, soon",16
conv-44_session_18_D18:21,conv-44,,0
conv-44_session_18_D18:22,conv-44,,0
conv-44_session_19_D19:1,conv-44,,0
conv-44_session_19_D19:2,conv-44,"Entities: audrey, moment, worry
Relations: experience
Keywords: alright, anything, audrey, bad, bumps, busted, careful, caught, chase, friday, get, happened, hard, hey, hurt, important, last, leash, like, little",27
conv-44_session_19_D19:3,conv-44,"Entities: andrew, audrey, concern, dog, empathy
Relations: express
Keywords: andrew, anxious, audrey, calm, concern, dog, empathy, getting, hear, lost, man, must, oh, precious, really, scared, sorry, thinking, totally",28
conv-44_session_19_D19:4,conv-44,"Entities: audrey, bond
Relations: strengthen
Keywords: audrey, bond, calmly, even, feels, hugged, like, moments, petted, relax, show, slowly, spoke, stronger, walked",21
conv-44_session_19_D19:5,conv-44,"Entities: andrew, dogs, relationship, strong
Relations: build
Keywords: adorable, advice, andrew, any, connection, creating, dogs, like, looks, relationship, strong, toby",20
conv-44_session_19_D19:6,conv-44,"Entities: audrey, importance, love, patience
Relations: emphasize
Keywords: audrey, building, give, importance, love, needs, patience, praise, regular, successes, time, training, trust",21
conv-44_session_19_D19:7,conv-44,"Entities: andrew, dogs, relationship, strong
Relations: build
Keywords: andrew, any, anything, bond, dogs, establishing, green, guess, hat, important, like, looks, meaningful, must, need, oh, patience, pooches, practice, progress",28
conv-44_session_19_D19:8,conv-44,"Entities: audrey, dogs, like, obedience, sit, tricks
Relations: teach
Keywords: audrey, dogs, fun, like, obedience, rewarding, roll, shake, sit, stay, teach, thanks, tricks, us, work",25
conv-44_session_19_D19:9,conv-44,,0
conv-44_session_19_D19:10,conv-44,,0
conv-44_session_19_D19:11,conv-44,,0
conv-44_session_19_D19:12,conv-44,"Entities: audrey, mix
Relations: mix
Keywords: audrey, believe, better, bond, breeds, chihuahua, dog, jack, mix, mixes, mutts, others, russell, two, yea",21
conv-44_session_19_D19:13,conv-44,,0
conv-44_session_19_D19:14,conv-44,,0
conv-44_session_19_D19:15,conv-44,,0
conv-44_session_19_D19:16,conv-44,"Entities: audrey, care
Relations: take
Keywords: audrey, brings, care, garden, know, like, nice, peace, personally, relaxes, small, something, taking, well, ya",21
conv-44_session_19_D19:17,conv-44,,0
conv-44_session_19_D19:18,conv-44,"Entities: andrew, care
Relations: take
Keywords: accomplishing, along, andrew, care, coming, feels, flowers, fun, going, great, grow, looking, patch, really, see, veggie",22
conv-44_session_19_D19:19,conv-44,,0
conv-44_session_19_D19:20,conv-44,,0
conv-44_session_19_D19:21,conv-44,,0
conv-44_session_19_D19:22,conv-44,"Entities: audrey, care
Relations: care
Keywords: audrey, care, easy, enough, get, gotta, make, nope, perfect, sun, sure, take, water",19
conv-44_session_19_D19:23,conv-44,,0
conv-44_session_19_D19:24,conv-44,"Entities: audrey, garden
Relations: enjoy
Keywords: adorable, always, around, audrey, enjoy, exploring, garden, great, running, time, yeah",17
conv-44_session_19_D19:25,conv-44,,0
conv-44_session_19_D19:26,conv-44,,0
conv-44_session_19_D19:27,conv-44,,0
conv-44_session_19_D19:28,conv-44,"Entities: audrey, happiness, loads, love
Relations: bring
Keywords: audrey, better, everything, happiness, imagine, life, loads, love, make, mean, much, without, yeah",21
conv-44_session_19_D19:29,conv-44,,0
conv-44_session_19_D19:30,conv-44,,0
conv-44_session_2_D2:1,conv-44,"Entities: another, audrey, called, pixie, puppy
Relations: adopt
Keywords: adopted, andrew, another, audrey, called, cute, cutest, got, hey, pixie, puppy, surprise",21
conv-44_session_2_D2:2,conv-44,,0
conv-44_session_2_D2:3,conv-44,"Entities: audrey
Relations: adopt
Keywords: audrey, busy, chance, check, cute, hiking, keeping, know, pixie, right, spot, thanks, us, yet",19
conv-44_session_2_D2:4,conv-44,,0
conv-44_session_2_D2:5,conv-44,"Entities: audrey, play
Relations: play
Keywords: audrey, awesome, cute, days, dogs, exploring, fitting, friends, get, great, house, love, pixie, play, playing, took, used",23
conv-44_session_2_D2:6,conv-44,,0
conv-44_session_2_D2:7,conv-44,,0
conv-44_session_2_D2:8,conv-44,"Entities: andrew, consider
Relations: consider
Keywords: andrew, any, challenging, city, consider, considering, dog, finding, friendly, getting, great, hear, place, tips",20
conv-44_session_2_D2:9,conv-44,"Entities: audrey, websites
Relations: use
Keywords: allowed, audrey, dogs, easy, filters, find, found, helped, made, perfect, place, spot, super, thanks, us, used, websites",23
conv-44_session_2_D2:10,conv-44,,0
conv-44_session_2_D2:11,conv-44,,0
conv-44_session_2_D2:12,conv-44,,0
conv-44_session_2_D2:13,conv-44,"Entities: apartment, audrey, friend, furry
Relations: find
Keywords: apartment, audrey, crossed, find, fingers, friend, furry, great, keeping",17
conv-44_session_2_D2:14,conv-44,,0
conv-44_session_2_D2:15,conv-44,,0
conv-44_session_2_D2:16,conv-44,,0
conv-44_session_2_D2:17,conv-44,,0
conv-44_session_2_D2:18,conv-44,"Entities: andrew, dog, family, nature, trails
Relations: explore
Keywords: ah, andrew, away, cuddling, cute, dog, exploring, family, fun, got, hang, hiking, miss, moments, much, nature, old, peaceful, pic, pics",29
conv-44_session_2_D2:19,conv-44,"Entities: audrey, enjoy
Relations: enjoy
Keywords: audrey, awesome, dogs, enjoy, hike, hikes, makes, must, taking, want",16
conv-44_session_2_D2:20,conv-44,"Entities: andrew, dog
Relations: hike
Keywords: andrew, bond, create, dog, fun, great, hiking, memories, together, way",16
conv-44_session_2_D2:21,conv-44,,0
conv-44_session_2_D2:22,conv-44,,0
conv-44_session_2_D2:23,conv-44,,0
conv-44_session_2_D2:24,conv-44,"Entities: andrew, regard
Relations: regard
Keywords: andrew, excited, find, keep, looking, next, regard, super, thanks",15
conv-44_session_2_D2:25,conv-44,,0
conv-44_session_2_D2:26,conv-44,,0
conv-44_session_20_D20:1,conv-44,"Entities: andrew, beach, girlfriend, trip
Relations: plan
Keywords: andrew, beach, gf, girlfriend, got, great, hey, hitting, month, news, next, toby, trip, wassup",22
conv-44_session_20_D20:2,conv-44,"Entities: andrew, audrey, dog, hike, month
Relations: memory
Keywords: always, andrew, audrey, beach, bet, dog, dogs, face, fun, get, great, hear, hey, hike, life, month, nature, next, put, smile",29
conv-44_session_20_D20:3,conv-44,"Entities: andrew, dogs, friends, hike, nature
Relations: look
Keywords: andrew, dogs, friends, hike, long, nature, since, thanks, time, together, wait, yea",21
conv-44_session_20_D20:4,conv-44,"Entities: audrey, dogs, park
Relations: walk
Keywords: always, audrey, clear, definitely, doggos, dogs, environment, find, great, helps, lately, mind, nature, park, peace, relax, taking, tough, walk, way",27
conv-44_session_20_D20:5,conv-44,,0
conv-44_session_20_D20:6,conv-44,,0
conv-44_session_20_D20:7,conv-44,,0
conv-44_session_20_D20:8,conv-44,,0
conv-44_session_20_D20:9,conv-44,,0
conv-44_session_20_D20:10,conv-44,,0
conv-44_session_20_D20:11,conv-44,,0
conv-44_session_20_D20:12,conv-44,,0
conv-44_session_20_D20:13,conv-44,,0
conv-44_session_20_D20:14,conv-44,"Entities: audrey, enjoy
Relations: enjoy
Keywords: appreciate, audrey, birdwatching, calming, enjoy, great, nature, peaceful, really, reminds, sure, wanting, way, yeah",20
conv-44_session_20_D20:15,conv-44,"Entities: andrew, birdwatch
Relations: birdwatch
Keywords: advice, andrew, any, away, bird, birdwatch, birdwatching, calming, city, enjoy, get, go, know, let, nature, need, nice, peaceful, perhaps, really",26
conv-44_session_20_D20:16,conv-44,,0
conv-44_session_20_D20:17,conv-44,,0
conv-44_session_20_D20:18,conv-44,,0
conv-44_session_20_D20:19,conv-44,,0
conv-44_session_20_D20:20,conv-44,,0
conv-44_session_20_D20:21,conv-44,"Entities: andrew, plan
Relations: plan
Keywords: andrew, binos, bring, like, log, looks, nice, notebook, plan, prepared, trip",17
conv-44_session_20_D20:22,conv-44,,0
conv-44_session_20_D20:23,conv-44,"Entities: andrew, enjoy
Relations: enjoy
Keywords: andrew, birds, books, ecological, enjoy, like, nature, read, said, systems, watching, well, yeah",19
conv-44_session_20_D20:24,conv-44,,0
conv-44_session_20_D20:25,conv-44,,0
conv-44_session_20_D20:26,conv-44,,0
conv-44_session_20_D20:27,conv-44,"Entities: andrew, interconnect
Relations: interconnect
Keywords: andrew, connected, human, interconnect, look, nature, need, yeah",14
conv-44_session_20_D20:28,conv-44,"Entities: audrey, care
Relations: take
Keywords: audrey, care, house, like, nature, taking, yeah",13
conv-44_session_20_D20:29,conv-44,,0
conv-44_session_20_D20:30,conv-44,,0
conv-44_session_20_D20:31,conv-44,,0
conv-44_session_20_D20:32,conv-44,"Entities: audrey, important, natural, preserving, recycling, step
Relations: see
Keywords: any, audrey, course, crucial, important, natural, part, preserving, recycling, step, suggestions, us, yeah",23
conv-44_session_20_D20:33,conv-44,"Entities: andrew, suggest
Relations: suggest
Keywords: andrew, biking, carbon, footprint, public, reducing, suggest, transport, using",15
conv-44_session_20_D20:34,conv-44,"Entities: audrey, carbon, footprint, reduce, way
Relations: try
Keywords: audrey, biking, carbon, change, footprint, fun, give, let, like, make, oh, public, reduce, sounds, take, transport, try, usually, way, yeah",29
conv-44_session_20_D20:35,conv-44,,0
conv-44_session_20_D20:36,conv-44,,0
conv-44_session_20_D20:37,conv-44,"Entities: andrew, best, bike, near, routes
Relations: know
Keywords: andrew, awesome, best, bike, enjoy, let, near, ones, river, routes, show, yep",21
conv-44_session_20_D20:38,conv-44,,0
conv-44_session_20_D20:39,conv-44,,0
conv-44_session_20_D20:40,conv-44,"Entities: audrey, bike, near, river, routes
Relations: check
Keywords: audrey, bike, blast, check, great, near, river, routes, scenery, soak, sounds, wait",21
conv-44_session_21_D21:1,conv-44,,0
conv-44_session_21_D21:2,conv-44,"Entities: audrey, dogs
Relations: take
Keywords: andrew, audrey, beach, dogs, fun, hey, ocean, playing, pups, ride, see, something, took, weekend, wild",21
conv-44_session_21_D21:3,conv-44,,0
conv-44_session_21_D21:4,conv-44,,0
conv-44_session_21_D21:5,conv-44,"Entities: andrew, use
Relations: use
Keywords: andrew, balance, beach, challenging, city, find, hard, hike, life, lot, miss, open, outdoors, spaces, use, used, work",23
conv-44_session_21_D21:6,conv-44,,0
conv-44_session_21_D21:7,conv-44,"Entities: andrew, express, mention
Relations: express, mention
Keywords: andrew, back, escape, exploring, express, feel, feeling, find, get, harder, heart, job, living, mention, nature, peace, tough, void, way, yeah",28
conv-44_session_21_D21:8,conv-44,"Entities: andrew, appreciate, audrey, nature, ways
Relations: suggest
Keywords: andrew, appreciate, audrey, city, get, getting, like, missing, nature, park, place, plants, something, still, taking, trip, ways, weekends, without, yeah",29
conv-44_session_21_D21:9,conv-44,"Entities: andrew, consider
Relations: consider
Keywords: andrew, beat, bring, consider, get, house, into, look, outside, peace, plants, still, thanks, tho, tip, true, yeah",23
conv-44_session_21_D21:10,conv-44,"Entities: advice, audrey, help
Relations: offer
Keywords: advice, audrey, course, help, home, know, let, make, need, peaceful, plants",18
conv-44_session_21_D21:11,conv-44,,0
conv-44_session_21_D21:12,conv-44,,0
conv-44_session_21_D21:13,conv-44,,0
conv-44_session_21_D21:14,conv-44,,0
conv-44_session_21_D21:15,conv-44,,0
conv-44_session_21_D21:16,conv-44,,0
conv-44_session_21_D21:17,conv-44,,0
conv-44_session_21_D21:18,conv-44,,0
conv-44_session_22_D22:1,conv-44,"Entities: audrey
Relations: prevent
Keywords: able, andrew, audrey, back, bring, cause, day, dogs, felt, get, great, hey, injury, joy, knee, missing, much, nature, pic, reminded",25
conv-44_session_22_D22:2,conv-44,"Entities: able, andrew, dogs, joy, walk
Relations: discuss
Keywords: able, adorable, andrew, awesome, bummer, dogs, feel, finally, glad, got, huh, joy, know, like, moon, must, pic, remind, right, roses",29
conv-44_session_22_D22:3,conv-44,,0
conv-44_session_22_D22:4,conv-44,,0
conv-44_session_22_D22:5,conv-44,"Entities: audrey, break
Relations: break
Keywords: appeal, audrey, bottle, break, broken, buttons, caps, creativity, favorite, great, hold, hunt, into, jewelry, kind, like, love, making, necklaces, oh",26
conv-44_session_22_D22:6,conv-44,,0
conv-44_session_22_D22:7,conv-44,"Entities: audrey, jewelry, makes
Relations: sell
Keywords: audrey, cause, close, combine, customers, difference, donate, enjoy, great, heart, hobby, jewelry, makes, making, passions, portion, profits, selling, started, support",27
conv-44_session_22_D22:8,conv-44,"Entities: andrew, audrey
Relations: praise
Keywords: amazing, andrew, any, audrey, changed, difference, donate, experience, hobbies, make, organization, passion, perspective, specific, use, world, wow",23
conv-44_session_22_D22:9,conv-44,"Entities: animal, audrey, shelter
Relations: donate
Keywords: animal, any, audrey, definitely, donate, great, helping, hobby, impact, right, shelter, used, way, work",21
conv-44_session_22_D22:10,conv-44,,0
conv-44_session_22_D22:11,conv-44,"Entities: audrey, continue
Relations: continue
Keywords: adapting, audrey, continue, even, finding, good, helping, life, still, ways, yeah",17
conv-44_session_22_D22:12,conv-44,,0
conv-44_session_22_D22:13,conv-44,,0
conv-44_session_23_D23:1,conv-44,"Entities: andrew, board, game, night
Keywords: andrew, audrey, awesome, board, busy, game, games, gf, hey, last, lately, nice, night, playing, really, toby, tuesday, week",24
conv-44_session_23_D23:2,conv-44,"Entities: audrey, neighbors
Relations: thank
Keywords: any, around, audrey, bring, busy, friendly, goodies, hey, homes, joy, like, made, neighbors, nice, plans, pup, recently, sounds, thank, way",26
conv-44_session_23_D23:3,conv-44,"Entities: andrew, plan
Relations: plan
Keywords: andrew, board, break, cafe, check, cozy, friday, game, hang, nice, night, plan, planning, session, weekend",21
conv-44_session_23_D23:4,conv-44,,0
conv-44_session_23_D23:5,conv-44,"Entities: andrew, new, sick, spot, view
Relations: recommend
Keywords: andrew, awesome, day, new, opened, sick, spot, vibe, view",18
conv-44_session_23_D23:6,conv-44,,0
conv-44_session_23_D23:7,conv-44,,0
conv-44_session_23_D23:8,conv-44,,0
conv-44_session_23_D23:9,conv-44,,0
conv-44_session_23_D23:10,conv-44,,0
conv-44_session_23_D23:11,conv-44,"Entities: andrew, excite
Relations: excite
Keywords: andrew, around, branches, chased, excite, excited, got, hilarious, one, pup, ran, squirrel, time, tree, watched",21
conv-44_session_23_D23:12,conv-44,"Entities: around, audrey, park
Relations: run
Keywords: around, audrey, breed, confused, days, definitely, dogs, fun, grass, haha, hate, hilarious, last, looks, love, must, nice, one, park, prefer",27
conv-44_session_23_D23:13,conv-44,"Entities: andrew, cute, sweaters
Relations: love
Keywords: active, andrew, cute, dogs, games, german, like, loves, park, play, pup, shephard, sweaters, toby",21
conv-44_session_23_D23:14,conv-44,"Entities: audrey, fetch, frisbee
Relations: go
Keywords: around, audrey, crazy, dogs, fetch, frisbee, go, hours, keep, love, meet, pups, run, running",21
conv-44_session_23_D23:15,conv-44,,0
conv-44_session_23_D23:16,conv-44,,0
conv-44_session_23_D23:17,conv-44,,0
conv-44_session_23_D23:18,conv-44,"Entities: audrey, mention
Relations: mention
Keywords: always, audrey, companionship, dogs, drawings, family, four, give, got, imagine, life, little, lots, love, make, many, mention, parlor, really, remember",26
conv-44_session_23_D23:19,conv-44,,0
conv-44_session_23_D23:20,conv-44,,0
conv-44_session_23_D23:21,conv-44,,0
conv-44_session_23_D23:22,conv-44,,0
conv-44_session_23_D23:23,conv-44,,0
conv-44_session_23_D23:24,conv-44,"Entities: audrey, moments
Relations: enjoy
Keywords: audrey, best, chill, companions, crazy, definitely, exploring, friends, furry, great, happy, lately, life, moments, nature, needing, outdoors, right, since, time",26
conv-44_session_23_D23:25,conv-44,,0
conv-44_session_23_D23:26,conv-44,,0
conv-44_session_23_D23:27,conv-44,,0
conv-44_session_23_D23:28,conv-44,,0
conv-44_session_24_D24:1,conv-44,"Entities: audrey, pet, store
Relations: go
Keywords: andrew, audrey, bring, buy, dogs, excited, good, got, great, hey, home, hope, joy, last, love, made, monday, much, ok, pet",27
conv-44_session_24_D24:2,conv-44,"Entities: andrew, another, pup
Relations: adopt
Keywords: adopted, andrew, another, audrey, awesome, best, better, got, hi, huh, lives, make, news, pets, pup, really, recently, shelter, speaking",26
conv-44_session_24_D24:3,conv-44,,0
conv-44_session_24_D24:4,conv-44,"Entities: audrey, companionship, joy
Relations: bring
Keywords: along, audrey, bring, companionship, environment, get, getting, great, happiness, home, imagined, joy, lives, lots, much, needs, never, new, pets, really",27
conv-44_session_24_D24:5,conv-44,,0
conv-44_session_24_D24:6,conv-44,,0
conv-44_session_24_D24:7,conv-44,,0
conv-44_session_24_D24:8,conv-44,"Entities: andrew, walks
Keywords: air, andrew, buddy, fresh, get, great, nice, spend, time, together, walks, way, yeah",17
conv-44_session_24_D24:9,conv-44,,0
conv-44_session_24_D24:10,conv-44,"Entities: andrew, enjoy
Relations: enjoy
Keywords: andrew, awesome, checking, enjoy, everything, hiking, interested, loves, nature, new, offer, see, stoked, trails, us, yep",22
conv-44_session_24_D24:11,conv-44,,0
conv-44_session_24_D24:12,conv-44,,0
conv-44_session_24_D24:13,conv-44,"Entities: audrey, friends, furry, hike, month, next
Relations: plan
Keywords: audrey, awesome, friends, furry, gonna, hike, month, next, wait",19
conv-44_session_24_D24:14,conv-44,,0
conv-44_session_24_D24:15,conv-44,,0
conv-44_session_24_D24:16,conv-44,"Entities: andrew, wish
Relations: wish
Keywords: andrew, city, far, haha, like, near, nowhere, place, take, wish",16
conv-44_session_24_D24:17,conv-44,,0
conv-44_session_24_D24:18,conv-44,,0
conv-44_session_24_D24:19,conv-44,"Entities: audrey, research
Relations: research
Keywords: audrey, awesome, find, like, place, research, see, yep",14
conv-44_session_24_D24:20,conv-44,,0
conv-44_session_24_D24:21,conv-44,,0
conv-44_session_24_D24:22,conv-44,,0
conv-44_session_25_D25:1,conv-44,"Entities: andrew, awesome, girlfriend, last, tasting, wine
Relations: attend
Keywords: andrew, audrey, awesome, comfort, enjoyed, girlfriend, great, hi, last, lately, learned, lot, many, much, reminder, step, surprised, tasting, tried, unique",30
conv-44_session_25_D25:2,conv-44,"Entities: audrey, park, pups
Relations: play
Keywords: accident, adventure, any, arm, audrey, care, cool, fun, glad, ha, hey, interests, last, managing, new, one, park, playing, pups, taking",27
conv-44_session_25_D25:3,conv-44,,0
conv-44_session_25_D25:4,conv-44,,0
conv-44_session_25_D25:5,conv-44,"Entities: andrew, new, sushi, things
Relations: try
Keywords: ago, always, andrew, curious, day, done, ever, go, good, hear, hype, never, new, one, sushi, taking, things, time, tried, trying",28
conv-44_session_25_D25:6,conv-44,"Entities: advise, audrey
Relations: advise
Keywords: advise, audrey, comofort, definitely, delicious, different, flavors, give, go, limit, love, many, sushi, things, try, types, yess, zone",24
conv-44_session_25_D25:7,conv-44,,0
conv-44_session_25_D25:8,conv-44,"Entities: audrey, suggest
Relations: suggest
Keywords: audrey, california, definitely, different, dips, easier, enjoy, first, goes, know, let, makes, mix, roll, salmon, sauces, suggest, sushi, tasty, try",26
conv-44_session_25_D25:9,conv-44,,0
conv-44_session_25_D25:10,conv-44,,0
conv-44_session_25_D25:11,conv-44,,0
conv-44_session_25_D25:12,conv-44,,0
conv-44_session_25_D25:13,conv-44,,0
conv-44_session_25_D25:14,conv-44,"Entities: audrey, sushi
Relations: order
Keywords: audrey, enjoy, gonna, order, sushi, thanks, tonight",13
conv-44_session_25_D25:15,conv-44,,0
conv-44_session_25_D25:16,conv-44,,0
conv-44_session_26_D26:1,conv-44,"Entities: audrey, behave
Relations: behave
Keywords: acting, andrew, animal, appointment, audrey, behave, behaviorist, better, bit, dogs, going, hectic, help, hey, hopeful, know, last, let, made, normally",26
