qa_id,cell,scope_id,full_candidate_parity,full_top10_parity,probe_relation,relation_candidate_count,relation_candidate_parity,relation_top10_parity
conv-44_qa_70,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_70,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_71,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_71,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_71,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_71,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_72,cassandra-base,conv-44,1,1,think,3,1,1
conv-44_qa_72,cassandra-materialized,conv-44,1,1,think,3,1,1
conv-44_qa_72,neo4j-native,conv-44,1,1,think,3,1,1
conv-44_qa_72,neo4j-materialized,conv-44,1,1,think,3,1,1
conv-44_qa_73,cassandra-base,conv-44,1,1,search,1,1,1
conv-44_qa_73,cassandra-materialized,conv-44,1,1,search,1,1,1
conv-44_qa_73,neo4j-native,conv-44,1,1,search,1,1,1
conv-44_qa_73,neo4j-materialized,conv-44,1,1,search,1,1,1
conv-44_qa_74,cassandra-base,conv-44,1,1,feel,1,1,1
conv-44_qa_74,cassandra-materialized,conv-44,1,1,feel,1,1,1
conv-44_qa_74,neo4j-native,conv-44,1,1,feel,1,1,1
conv-44_qa_74,neo4j-materialized,conv-44,1,1,feel,1,1,1
conv-44_qa_75,cassandra-base,conv-44,1,1,plan,8,1,1
conv-44_qa_75,cassandra-materialized,conv-44,1,1,plan,8,1,1
conv-44_qa_75,neo4j-native,conv-44,1,1,plan,8,1,1
conv-44_qa_75,neo4j-materialized,conv-44,1,1,plan,8,1,1
conv-44_qa_76,cassandra-base,conv-44,1,1,walk,2,1,1
conv-44_qa_76,cassandra-materialized,conv-44,1,1,walk,2,1,1
conv-44_qa_76,neo4j-native,conv-44,1,1,walk,2,1,1
conv-44_qa_76,neo4j-materialized,conv-44,1,1,walk,2,1,1
conv-44_qa_77,cassandra-base,conv-44,1,1,set,1,1,1
conv-44_qa_77,cassandra-materialized,conv-44,1,1,set,1,1,1
conv-44_qa_77,neo4j-native,conv-44,1,1,set,1,1,1
conv-44_qa_77,neo4j-materialized,conv-44,1,1,set,1,1,1
conv-44_qa_78,cassandra-base,conv-44,1,1,hike,2,1,1
conv-44_qa_78,cassandra-materialized,conv-44,1,1,hike,2,1,1
conv-44_qa_78,neo4j-native,conv-44,1,1,hike,2,1,1
conv-44_qa_78,neo4j-materialized,conv-44,1,1,hike,2,1,1
conv-44_qa_79,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_79,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_79,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_79,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_80,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_80,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_80,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_80,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_81,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_81,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_81,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_81,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_82,cassandra-base,conv-44,1,1,name,5,1,1
conv-44_qa_82,cassandra-materialized,conv-44,1,1,name,5,1,1
conv-44_qa_82,neo4j-native,conv-44,1,1,name,5,1,1
conv-44_qa_82,neo4j-materialized,conv-44,1,1,name,5,1,1
conv-44_qa_83,cassandra-base,conv-44,1,1,have,7,1,1
conv-44_qa_83,cassandra-materialized,conv-44,1,1,have,7,1,1
conv-44_qa_83,neo4j-native,conv-44,1,1,have,7,1,1
conv-44_qa_83,neo4j-materialized,conv-44,1,1,have,7,1,1
conv-44_qa_84,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_84,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_84,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_84,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_85,cassandra-base,conv-44,1,1,start,1,1,1
conv-44_qa_85,cassandra-materialized,conv-44,1,1,start,1,1,1
conv-44_qa_85,neo4j-native,conv-44,1,1,start,1,1,1
conv-44_qa_85,neo4j-materialized,conv-44,1,1,start,1,1,1
conv-44_qa_86,cassandra-base,conv-44,1,1,take,20,1,1
conv-44_qa_86,cassandra-materialized,conv-44,1,1,take,20,1,1
conv-44_qa_86,neo4j-native,conv-44,1,1,take,20,1,1
conv-44_qa_86,neo4j-materialized,conv-44,1,1,take,20,1,1
conv-44_qa_87,cassandra-base,conv-44,1,1,hike,2,1,1
conv-44_qa_87,cassandra-materialized,conv-44,1,1,hike,2,1,1
conv-44_qa_87,neo4j-native,conv-44,1,1,hike,2,1,1
conv-44_qa_87,neo4j-materialized,conv-44,1,1,hike,2,1,1
conv-44_qa_88,cassandra-base,conv-44,1,1,give,3,1,1
conv-44_qa_88,cassandra-materialized,conv-44,1,1,give,3,1,1
conv-44_qa_88,neo4j-native,conv-44,1,1,give,3,1,1
conv-44_qa_88,neo4j-materialized,conv-44,1,1,give,3,1,1
conv-44_qa_89,cassandra-base,conv-44,1,1,keep,2,1,1
conv-44_qa_89,cassandra-materialized,conv-44,1,1,keep,2,1,1
conv-44_qa_89,neo4j-native,conv-44,1,1,keep,2,1,1
conv-44_qa_89,neo4j-materialized,conv-44,1,1,keep,2,1,1
conv-44_qa_90,cassandra-base,conv-44,1,1,organize,1,1,1
conv-44_qa_90,cassandra-materialized,conv-44,1,1,organize,1,1,1
conv-44_qa_90,neo4j-native,conv-44,1,1,organize,1,1,1
conv-44_qa_90,neo4j-materialized,conv-44,1,1,organize,1,1,1
conv-44_qa_91,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_91,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_91,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_91,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_92,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_92,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_92,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_92,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_93,cassandra-base,conv-44,1,1,calm,1,1,1
conv-44_qa_93,cassandra-materialized,conv-44,1,1,calm,1,1,1
conv-44_qa_93,neo4j-native,conv-44,1,1,calm,1,1,1
conv-44_qa_93,neo4j-materialized,conv-44,1,1,calm,1,1,1
conv-44_qa_94,cassandra-base,conv-44,1,1,take,20,1,1
conv-44_qa_94,cassandra-materialized,conv-44,1,1,take,20,1,1
conv-44_qa_94,neo4j-native,conv-44,1,1,take,20,1,1
conv-44_qa_94,neo4j-materialized,conv-44,1,1,take,20,1,1
conv-44_qa_95,cassandra-base,conv-44,1,1,care,2,1,1
conv-44_qa_95,cassandra-materialized,conv-44,1,1,care,2,1,1
conv-44_qa_95,neo4j-native,conv-44,1,1,care,2,1,1
conv-44_qa_95,neo4j-materialized,conv-44,1,1,care,2,1,1
conv-44_qa_96,cassandra-base,conv-44,1,1,learn,2,1,1
conv-44_qa_96,cassandra-materialized,conv-44,1,1,learn,2,1,1
conv-44_qa_96,neo4j-native,conv-44,1,1,learn,2,1,1
conv-44_qa_96,neo4j-materialized,conv-44,1,1,learn,2,1,1
conv-44_qa_97,cassandra-base,conv-44,1,1,suggest,5,1,1
conv-44_qa_97,cassandra-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_97,neo4j-native,conv-44,1,1,suggest,5,1,1
conv-44_qa_97,neo4j-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_98,cassandra-base,conv-44,1,1,suggest,5,1,1
conv-44_qa_98,cassandra-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_98,neo4j-native,conv-44,1,1,suggest,5,1,1
conv-44_qa_98,neo4j-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_99,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_99,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_99,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_99,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_100,cassandra-base,conv-44,1,1,walk,2,1,1
conv-44_qa_100,cassandra-materialized,conv-44,1,1,walk,2,1,1
conv-44_qa_100,neo4j-native,conv-44,1,1,walk,2,1,1
conv-44_qa_100,neo4j-materialized,conv-44,1,1,walk,2,1,1
conv-44_qa_101,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_101,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_101,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_101,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_102,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_102,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_102,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_102,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_103,cassandra-base,conv-44,1,1,donate,1,1,1
conv-44_qa_103,cassandra-materialized,conv-44,1,1,donate,1,1,1
conv-44_qa_103,neo4j-native,conv-44,1,1,donate,1,1,1
conv-44_qa_103,neo4j-materialized,conv-44,1,1,donate,1,1,1
conv-44_qa_104,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_104,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_104,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_104,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_105,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_105,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_105,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_105,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_106,cassandra-base,conv-44,1,1,thank,1,1,1
conv-44_qa_106,cassandra-materialized,conv-44,1,1,thank,1,1,1
conv-44_qa_106,neo4j-native,conv-44,1,1,thank,1,1,1
conv-44_qa_106,neo4j-materialized,conv-44,1,1,thank,1,1,1
conv-44_qa_107,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_107,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_107,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_107,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_108,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_108,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_108,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_108,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_109,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_109,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_109,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_109,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_110,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_110,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_110,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_110,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_111,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_111,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_111,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_111,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_112,cassandra-base,conv-44,1,1,try,5,1,1
conv-44_qa_112,cassandra-materialized,conv-44,1,1,try,5,1,1
conv-44_qa_112,neo4j-native,conv-44,1,1,try,5,1,1
conv-44_qa_112,neo4j-materialized,conv-44,1,1,try,5,1,1
conv-44_qa_113,cassandra-base,conv-44,1,1,suggest,5,1,1
conv-44_qa_113,cassandra-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_113,neo4j-native,conv-44,1,1,suggest,5,1,1
conv-44_qa_113,neo4j-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_114,cassandra-base,conv-44,1,1,,0,,
conv-44_qa_114,cassandra-materialized,conv-44,1,1,,0,,
conv-44_qa_114,neo4j-native,conv-44,1,1,,0,,
conv-44_qa_114,neo4j-materialized,conv-44,1,1,,0,,
conv-44_qa_115,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_115,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_115,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_115,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_116,cassandra-base,conv-44,1,1,find,4,1,1
conv-44_qa_116,cassandra-materialized,conv-44,1,1,find,4,1,1
conv-44_qa_116,neo4j-native,conv-44,1,1,find,4,1,1
conv-44_qa_116,neo4j-materialized,conv-44,1,1,find,4,1,1
conv-44_qa_117,cassandra-base,conv-44,1,1,care,2,1,1
conv-44_qa_117,cassandra-materialized,conv-44,1,1,care,2,1,1
conv-44_qa_117,neo4j-native,conv-44,1,1,care,2,1,1
conv-44_qa_117,neo4j-materialized,conv-44,1,1,care,2,1,1
conv-44_qa_118,cassandra-base,conv-44,1,1,meet,2,1,1
conv-44_qa_118,cassandra-materialized,conv-44,1,1,meet,2,1,1
conv-44_qa_118,neo4j-native,conv-44,1,1,meet,2,1,1
conv-44_qa_118,neo4j-materialized,conv-44,1,1,meet,2,1,1
conv-44_qa_119,cassandra-base,conv-44,1,1,keep,2,1,1
conv-44_qa_119,cassandra-materialized,conv-44,1,1,keep,2,1,1
conv-44_qa_119,neo4j-native,conv-44,1,1,keep,2,1,1
conv-44_qa_119,neo4j-materialized,conv-44,1,1,keep,2,1,1
conv-44_qa_120,cassandra-base,conv-44,1,1,suggest,5,1,1
conv-44_qa_120,cassandra-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_120,neo4j-native,conv-44,1,1,suggest,5,1,1
conv-44_qa_120,neo4j-materialized,conv-44,1,1,suggest,5,1,1
conv-44_qa_121,cassandra-base,conv-44,1,1,do,1,1,1
conv-44_qa_121,cassandra-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_121,neo4j-native,conv-44,1,1,do,1,1,1
conv-44_qa_121,neo4j-materialized,conv-44,1,1,do,1,1,1
conv-44_qa_122,cassandra-base,conv-44,1,1,get,6,1,1
conv-44_qa_122,cassandra-materialized,conv-44,1,1,get,6,1,1
conv-44_qa_122,neo4j-native,conv-44,1,1,get,6,1,1
conv-44_qa_122,neo4j-materialized,conv-44,1,1,get,6,1,1
conv-47_qa_0,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_0,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_0,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_0,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_1,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_1,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_1,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_1,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_2,cassandra-base,conv-47,1,1,have,4,1,1
conv-47_qa_2,cassandra-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_2,neo4j-native,conv-47,1,1,have,4,1,1
conv-47_qa_2,neo4j-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_3,cassandra-base,conv-47,1,1,do,1,1,1
conv-47_qa_3,cassandra-materialized,conv-47,1,1,do,1,1,1
conv-47_qa_3,neo4j-native,conv-47,1,1,do,1,1,1
conv-47_qa_3,neo4j-materialized,conv-47,1,1,do,1,1,1
conv-47_qa_4,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_4,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_4,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_4,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_5,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_5,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_5,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_5,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_6,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_6,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_6,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_6,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_7,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_7,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_7,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_7,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_8,cassandra-base,conv-47,1,1,have,4,1,1
conv-47_qa_8,cassandra-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_8,neo4j-native,conv-47,1,1,have,4,1,1
conv-47_qa_8,neo4j-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_9,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_9,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_9,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_9,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_10,cassandra-base,conv-47,1,1,adopt,1,1,1
conv-47_qa_10,cassandra-materialized,conv-47,1,1,adopt,1,1,1
conv-47_qa_10,neo4j-native,conv-47,1,1,adopt,1,1,1
conv-47_qa_10,neo4j-materialized,conv-47,1,1,adopt,1,1,1
conv-47_qa_11,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_11,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_11,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_11,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_12,cassandra-base,conv-47,1,1,have,4,1,1
conv-47_qa_12,cassandra-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_12,neo4j-native,conv-47,1,1,have,4,1,1
conv-47_qa_12,neo4j-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_13,cassandra-base,conv-47,1,1,visit,4,1,1
conv-47_qa_13,cassandra-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_13,neo4j-native,conv-47,1,1,visit,4,1,1
conv-47_qa_13,neo4j-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_14,cassandra-base,conv-47,1,1,buy,4,1,1
conv-47_qa_14,cassandra-materialized,conv-47,1,1,buy,4,1,1
conv-47_qa_14,neo4j-native,conv-47,1,1,buy,4,1,1
conv-47_qa_14,neo4j-materialized,conv-47,1,1,buy,4,1,1
conv-47_qa_15,cassandra-base,conv-47,1,1,start,13,1,1
conv-47_qa_15,cassandra-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_15,neo4j-native,conv-47,1,1,start,13,1,1
conv-47_qa_15,neo4j-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_16,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_16,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_16,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_16,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_17,cassandra-base,conv-47,1,1,find,4,1,1
conv-47_qa_17,cassandra-materialized,conv-47,1,1,find,4,1,1
conv-47_qa_17,neo4j-native,conv-47,1,1,find,4,1,1
conv-47_qa_17,neo4j-materialized,conv-47,1,1,find,4,1,1
conv-47_qa_18,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_18,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_18,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_18,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_19,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_19,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_19,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_19,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_20,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_20,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_20,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_20,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_21,cassandra-base,conv-47,1,1,organize,6,1,1
conv-47_qa_21,cassandra-materialized,conv-47,1,1,organize,6,1,1
conv-47_qa_21,neo4j-native,conv-47,1,1,organize,6,1,1
conv-47_qa_21,neo4j-materialized,conv-47,1,1,organize,6,1,1
conv-47_qa_22,cassandra-base,conv-47,1,1,have,4,1,1
conv-47_qa_22,cassandra-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_22,neo4j-native,conv-47,1,1,have,4,1,1
conv-47_qa_22,neo4j-materialized,conv-47,1,1,have,4,1,1
conv-47_qa_23,cassandra-base,conv-47,1,1,start,13,1,1
conv-47_qa_23,cassandra-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_23,neo4j-native,conv-47,1,1,start,13,1,1
conv-47_qa_23,neo4j-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_24,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_24,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_24,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_24,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_25,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_25,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_25,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_25,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_26,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_26,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_26,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_26,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_27,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_27,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_27,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_27,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_28,cassandra-base,conv-47,1,1,volunteer,3,1,1
conv-47_qa_28,cassandra-materialized,conv-47,1,1,volunteer,3,1,1
conv-47_qa_28,neo4j-native,conv-47,1,1,volunteer,3,1,1
conv-47_qa_28,neo4j-materialized,conv-47,1,1,volunteer,3,1,1
conv-47_qa_29,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_29,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_29,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_29,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_30,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_30,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_30,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_30,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_31,cassandra-base,conv-47,1,1,plan,4,1,1
conv-47_qa_31,cassandra-materialized,conv-47,1,1,plan,4,1,1
conv-47_qa_31,neo4j-native,conv-47,1,1,plan,4,1,1
conv-47_qa_31,neo4j-materialized,conv-47,1,1,plan,4,1,1
conv-47_qa_32,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_32,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_32,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_32,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_33,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_33,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_33,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_33,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_34,cassandra-base,conv-47,1,1,visit,4,1,1
conv-47_qa_34,cassandra-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_34,neo4j-native,conv-47,1,1,visit,4,1,1
conv-47_qa_34,neo4j-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_35,cassandra-base,conv-47,1,1,visit,4,1,1
conv-47_qa_35,cassandra-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_35,neo4j-native,conv-47,1,1,visit,4,1,1
conv-47_qa_35,neo4j-materialized,conv-47,1,1,visit,4,1,1
conv-47_qa_36,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_36,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_36,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_36,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_37,cassandra-base,conv-47,1,1,spend,1,1,1
conv-47_qa_37,cassandra-materialized,conv-47,1,1,spend,1,1,1
conv-47_qa_37,neo4j-native,conv-47,1,1,spend,1,1,1
conv-47_qa_37,neo4j-materialized,conv-47,1,1,spend,1,1,1
conv-47_qa_39,cassandra-base,conv-47,1,1,start,13,1,1
conv-47_qa_39,cassandra-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_39,neo4j-native,conv-47,1,1,start,13,1,1
conv-47_qa_39,neo4j-materialized,conv-47,1,1,start,13,1,1
conv-47_qa_40,cassandra-base,conv-47,1,1,do,1,1,1
conv-47_qa_40,cassandra-materialized,conv-47,1,1,do,1,1,1
conv-47_qa_40,neo4j-native,conv-47,1,1,do,1,1,1
conv-47_qa_40,neo4j-materialized,conv-47,1,1,do,1,1,1
conv-47_qa_41,cassandra-base,conv-47,1,1,meet,2,1,1
conv-47_qa_41,cassandra-materialized,conv-47,1,1,meet,2,1,1
conv-47_qa_41,neo4j-native,conv-47,1,1,meet,2,1,1
conv-47_qa_41,neo4j-materialized,conv-47,1,1,meet,2,1,1
conv-47_qa_42,cassandra-base,conv-47,1,1,take,8,1,1
conv-47_qa_42,cassandra-materialized,conv-47,1,1,take,8,1,1
conv-47_qa_42,neo4j-native,conv-47,1,1,take,8,1,1
conv-47_qa_42,neo4j-materialized,conv-47,1,1,take,8,1,1
conv-47_qa_43,cassandra-base,conv-47,1,1,plan,4,1,1
conv-47_qa_43,cassandra-materialized,conv-47,1,1,plan,4,1,1
conv-47_qa_43,neo4j-native,conv-47,1,1,plan,4,1,1
conv-47_qa_43,neo4j-materialized,conv-47,1,1,plan,4,1,1
conv-47_qa_44,cassandra-base,conv-47,1,1,go,2,1,1
conv-47_qa_44,cassandra-materialized,conv-47,1,1,go,2,1,1
conv-47_qa_44,neo4j-native,conv-47,1,1,go,2,1,1
conv-47_qa_44,neo4j-materialized,conv-47,1,1,go,2,1,1
conv-47_qa_45,cassandra-base,conv-47,1,1,,0,,
conv-47_qa_45,cassandra-materialized,conv-47,1,1,,0,,
conv-47_qa_45,neo4j-native,conv-47,1,1,,0,,
conv-47_qa_45,neo4j-materialized,conv-47,1,1,,0,,
conv-47_qa_46,cassandra-base,conv-47,1,1,meet,2,1,1
conv-47_qa_46,cassandra-materialized,conv-47,1,1,meet,2,1,1
conv-47_qa_46,neo4j-native,conv-47,1,1,meet,2,1,1
conv-47_qa_46,neo4j-materialized,conv-47,1,1,meet,2,1,1
conv-47_qa_47,cassandra-base,conv-47,1,1,ask,7,1,1
conv-47_qa_47,cassandra-materialized,conv-47,1,1,ask,7,1,1
conv-47_qa_47,neo4j-native,conv-47,1,1,ask,7,1,1
conv-47_qa_47,neo4j-materialized,conv-47,1,1,ask,7,1,1
conv-47_qa_48,cassandra-base,conv-47,1,1,go,2,1,1
conv-47_qa_48,cassandra-materialized,conv-47,1,1,go,2,1,1
conv-47_qa_48,neo4j-native,conv-47,1,1,go,2,1,1
conv-47_qa_48,neo4j-materialized,conv-47,1,1,go,2,1,1
conv-47_qa_49,cassandra-base,conv-47,1,1,buy,4,1,1
conv-47_qa_49,cassandra-materialized,conv-47,1,1,buy,4,1,1
conv-47_qa_49,neo4j-native,conv-47,1,1,buy,4,1,1
